SELECT 9760
CREATE INDEX
SELECT 50720
CREATE INDEX
tenant,sku,nome_prod,clicks30,costo30_eur,erp_stock,supplier_stock,pos,costo,prezzo
Procaccini,921557676,SCUDOTEX*Cint.Colo f. 7 24cm 3 - SCUDOTEX - 921557676,1,0.33,0,4,1,28.53,33.64
Procaccini,921557688,SCUDOTEX*Cint.Colo f. 7 24cm 4 - SCUDOTEX - 921557688,1,0.33,0,5,1,28.53,33.64
Procaccini,921557690,SCUDOTEX*Cint.Colo f. 7 24cm 5 - SCUDOTEX - 921557690,1,0.33,0,4,1,28.53,33.64
Procaccini,921577666,MACA 50 Cps Veg.EBM - - 921577666,1,0.33,0,4,1,8.38,10.61
Procaccini,921666412,GIORGINI CELLULARE SANO PASTIGLIE 40G - GIORGINI - 921666412,1,0.33,0,9,,16.58,19.35
Procaccini,921670055,ZETAMAX PUMP SPRAY 150ML - ZETAMAX - 921670055,1,0.33,0,82,4,13.82,16.79
Procaccini,921688127,GIORGINI ZINCUM COMPOSITUM 80PAST 40G - GIORGINI - 921688127,1,0.33,0,32,,13.24,17.22
Procaccini,921723387,DIASIP Vaniglia 4x200ml - DIASIP - 921723387,1,0.33,0,64,1,12.33,17.87
Procaccini,921731790,Miamo Longevity Plus Neck Revitalizing Cream - Crema rassodante collo décolleté 50 ml - Miamo - 921731790,1,0.33,5,0,,38.50,56.00
Procaccini,921739532,MEDI 14 GAMB.S&S NAT.6 2205SF - - 921739532,1,0.33,0,1,3,12.03,16.28
Procaccini,921810786,TURGIFLEX 60 Cps - - 921810786,1,0.33,0,16,,17.56,21.24
Procaccini,921873562,DYNAMIC CCL1 Coll.U Nat.P/A M - - 921873562,1,0.33,0,1,2,59.73,71.13
Procaccini,922017912,HOLLI Conf.2 Sacc.Ap LNR Tr.70 - - 922017912,1,0.33,0,1,3,41.81,51.85
Procaccini,922187683,FGP Reggibr.C/Reg.Velcro S - - 922187683,1,0.33,0,2,1,13.04,16.20
Procaccini,922187695,FGP Reggibr.C/Reg.Velcro M - - 922187695,1,0.33,0,2,1,13.04,15.98
Procaccini,922187707,FGP Reggibr.C/Reg.Velcro L - - 922187707,1,0.33,0,1,2,13.03,16.33
Procaccini,922287394,ESSENTIAL 6 SPOT ON CANE 20/40 - ESSENTIAL 6 - 922287394,1,0.33,0,34,1,20.29,25.32
Procaccini,922310343,"OTI OT.CITRO MAG BUSTINE 3,6G - OTI - 922310343",1,0.33,0,3,3,15.90,19.58
Procaccini,922311624,ALCE NERO OLIO EXTRAVERGINE OLIVA DOP - ALCE NERO - 922311624,1,0.33,0,3,,12.63,15.10
Procaccini,922319381,TALUFIT 52 Tallonetta R3 - - 922319381,1,0.33,0,5,1,14.51,19.63
Procaccini,922326350,SCUDOTEX*Cint.Colo f.10 24cm 2 - SCUDOTEX - 922326350,1,0.33,0,4,1,28.53,33.64
Procaccini,922336223,GIORGINI MELOGRANO SUPR PASTIGLIE 40G - GIORGINI - 922336223,1,0.33,0,10,,14.94,18.08
Procaccini,922357975,SCUDOTEX Coll. 70-P/A Nature 5 - SCUDOTEX - 922357975,1,0.33,0,3,2,14.16,17.33
Procaccini,922359409,Scudotex gambaletto k1 240 open nature 6 - SCUDOTEX - 922359409,1,0.33,0,3,1,14.16,17.33
Procaccini,922374335,FORTE 24 Cps EBM - - 922374335,1,0.33,0,3,1,5.15,6.78
Procaccini,922382787,SIGV.CO2 AT+Coll.P-A.S/L - - 922382787,1,0.33,0,2,1,102.80,133.08
Procaccini,922387218,SIGVARIS SIGV.CO1 AD Gamb.P-A.M/Norm. - SIGVARIS - 922387218,1,0.33,0,2,1,59.13,76.80
Procaccini,922391154,FGP Cors.Millerighe FLEXO XXL - - 922391154,1,0.33,0,1,1,53.54,67.63
Procaccini,922391317,FGP Progr.Rizo Night&Day Sx L - - 922391317,1,0.33,0,1,1,28.75,40.46
Procaccini,922399631,REV Idrax Epi 50ml - REV - 922399631,1,0.33,0,68,3,11.30,13.19
Procaccini,922551371,VENERE 70-Open Toe Nero 4-L - - 922551371,1,0.33,0,1,1,15.54,19.74
Procaccini,922551419,SOLIDEA VENERE 70-Open Toe Camel 2-M - SOLIDEA - 922551419,1,0.33,0,1,4,19.96,25.89
Procaccini,922554643,OLIO FEG MERL LIQ LIM IDEALE - - 922554643,1,0.33,0,14,1,15.29,19.55
Procaccini,922918786,NUOVA FARMAJON AGEFLUS 30 Cpr - NUOVA FARMAJON - 922918786,1,0.33,0,100,2,13.82,16.72
Procaccini,922978578,ACQUA DI BOLGHERI Dr taffi olio di mandorle al te bianco 250 ml formula giovinezza profonda - ACQUA DI BOLGHERI - 922978578,1,0.33,0,1,1,7.63,9.38
Procaccini,922983580,KOS KRILL OLIO 30PRL - KOS - 922983580,1,0.33,0,70,,9.36,11.42
Procaccini,922993720,RO+TEN Cors.LiteCross90 Cr.L - - 922993720,1,0.33,0,3,1,59.61,78.47
Procaccini,922993732,RO+TEN Cors.LiteCross90 Cr.M - - 922993732,1,0.33,0,1,1,59.61,78.99
Procaccini,922993757,RO+TEN Cors.LiteCross90 Cr.XL - - 922993757,1,0.33,0,1,1,59.60,79.58
Procaccini,922993795,RO+TEN Cors.LiteCross90 Nero M - - 922993795,1,0.33,0,1,1,59.60,82.31
Procaccini,923005920,NEURXAL NEUROXAL 30 Cpr - NEURXAL - 923005920,1,0.33,0,20,1,14.88,18.71
Procaccini,923006670,NEOCATE Spoon 400g - - 923006670,1,0.33,0,3,3,21.16,26.24
Procaccini,923007330,MEDIVEN MEDI KL2 ELEG/A-REGG.BEIGE C 2 - MEDIVEN - 923007330,1,0.33,0,2,1,83.53,107.36
Procaccini,923008116,MEDI KL2 ELEG/COLL.C 2 292 - - 923008116,1,0.33,0,1,1,93.44,111.42
Procaccini,923008142,MEDI KL2 ELEG/COLL.C 5 292 - - 923008142,1,0.33,0,1,3,93.44,115.74
Procaccini,923010021,MEDI KL1 ELEG/GAMB.L 4 185 - - 923010021,1,0.33,0,1,1,55.92,69.60
Procaccini,923010223,MEDIVEN MEDI KL1 ELEG/GAMB.C 3 186 - MEDIVEN - 923010223,1,0.33,0,1,1,55.92,66.38
Procaccini,923010666,MEDI KL1 ELEG/A-REGG.L 5 189 - - 923010666,1,0.33,0,1,1,84.95,101.25
Procaccini,923011466,MEDI KL1 ELEG/COLL.L 1 191 - - 923011466,1,0.33,0,1,1,84.95,105.22
Procaccini,923011492,MEDIVEN MEDI KL1 ELEG/COLL.L 4 191 - MEDIVEN - 923011492,1,0.33,0,1,1,84.95,104.12
Procaccini,923012874,MEDI KL2 ELEG/GAMB.BEI L 4 285 - - 923012874,1,0.33,0,1,2,61.59,76.91
Procaccini,923130278,PH-SANO Polv.360g - - 923130278,1,0.33,0,5,1,16.79,20.14
Procaccini,923289324,BEURER BM40 Misurat.Press. - - 923289324,1,0.33,0,12,1,23.58,30.61
Procaccini,923327581,GISOMYT 36 Cpr - - 923327581,1,0.33,0,17,,14.55,17.61
Procaccini,923327896,EUROZINC Benda 10x 5 - - 923327896,1,0.33,0,33,1,6.97,8.60
Procaccini,923360200,CIEFFE DERMA HYDRALEN Latte Deterg.150ml - CIEFFE DERMA - 923360200,1,0.33,0,100,,11.94,14.45
Procaccini,923372890,JALMA OVER DETERG INT PH NEUTR - JALMA - 923372890,1,0.33,0,93,,9.02,11.72
Procaccini,923398705,ACETIX 30CPR - - 923398705,1,0.33,0,100,1,13.94,18.37
Procaccini,923428534,OTI OT.TRIFOLIUM PRATEN E.S. 60 CA - OTI - 923428534,1,0.33,0,9,1,11.55,14.22
Procaccini,923438143,MCS 30 Cps - - 923438143,1,0.33,0,3,1,22.88,29.31
Procaccini,923488656,VISCRIN LOZIONE TRICOLOGICA100 - - 923488656,1,0.33,0,100,2,24.77,29.06
Procaccini,923507178,DOAGYN DET INTIMO 250ML - - 923507178,1,0.33,0,100,4,10.76,13.29
Procaccini,923507685,FARMACUP Coppetta mestruale in silicone Grande - FARMACUP - 923507685,1,0.33,0,100,1,9.76,11.63
Procaccini,923528362,DENAFLOG 20CPR - - 923528362,1,0.33,0,100,1,11.43,14.23
Procaccini,923538918,PROBIOS Cicoria S/Caffeina500g - PROBIOS - 923538918,1,0.33,0,48,1,4.82,6.98
Procaccini,923560092,ARGENTO PURO LIQ ANALC 200ML - - 923560092,1,0.33,0,8,2,18.28,23.68
Procaccini,923670083,DERMOSCENT PYO Spot Cane 20-40Kg - DERMOSCENT - 923670083,1,0.33,0,32,1,20.91,26.45
Procaccini,923744256,IMMUNOTHER POLVERE 30 BUSTE - IMMUNOTHER - 923744256,1,0.33,0,27,1,33.01,39.24
Procaccini,923744496,SAUBER COL140 OPTOE MICR NBE4 - SAUBER - 923744496,1,0.33,0,23,1,19.64,24.70
Procaccini,923745689,KAMILA OVER 70 Coll.Playa 4 - KAMILA - 923745689,1,0.33,0,1,1,12.61,16.23
Procaccini,923786863,LINFOLITIC 30CPR - - 923786863,1,0.33,0,30,1,12.79,15.82
Procaccini,923786887,SAUBER CALZA U COT 70D M BLU - SAUBER - 923786887,1,0.33,0,17,4,13.64,17.11
Procaccini,923786976,SAUBER CALZA U COT 140D M BLU - SAUBER - 923786976,1,0.33,0,21,4,12.55,15.80
Procaccini,923811626,KAMILA KAMI Cotton 18 Gamb.U Antr.M - KAMILA - 923811626,1,0.33,0,1,3,13.13,17.43
Procaccini,923823431,MODASANA-140 Gamb.P/A Nero 5 - - 923823431,1,0.33,0,1,2,11.90,16.08
Procaccini,924286103,PROTEIN UP Barattolo 400g - - 924286103,1,0.33,0,11,1,33.04,39.95
Procaccini,924296130,SAUBER 70 A/Regg.N.Beige 4 - SAUBER - 924296130,1,0.33,2,18,1,13.13,15.99
Procaccini,924296256,SAUBER 140 A/Regg.N/Beige 4 - SAUBER - 924296256,1,0.33,1,22,1,14.88,20.08
Procaccini,924296318,SAUBER 140 A/Regg.Nero 2 - SAUBER - 924296318,1,0.33,1,15,1,14.88,20.09
Procaccini,924421009,Gambaletto swing microfibra uomo 15 mmhg nero 3 - - 924421009,1,0.33,0,1,3,16.64,22.49
Procaccini,924461294,A.V.D. REFORM IMMUNITY ASSIST FORTE 90CPS - A.V.D. REFORM - 924461294,1,0.33,0,28,2,38.23,44.76
Procaccini,924519681,A.V.D. REFORM IMMUNITY ASSIST TOTAL 70CPS - A.V.D. REFORM - 924519681,1,0.33,0,27,3,30.77,35.99
Procaccini,924524097,LA FINESTRA SUL CIELO FsC Crunchy C/Avena Bio 375g - LA FINESTRA SUL CIELO - 924524097,1,0.33,0,24,2,3.34,4.58
Procaccini,924570169,XIPHASE SHAMPOO 250ML - - 924570169,1,0.33,0,100,5,14.14,17.51
Procaccini,924587266,EQUILIBRA PSYLLIUM FIBRA Gel 20 Bust. - EQUILIBRA - 924587266,1,0.33,0,35,,6.27,7.97
Procaccini,924691177,PERFARMA ANFO SEB SHAMPOO DOCCIA DET - PERFARMA - 924691177,1,0.33,0,100,2,11.85,14.08
Procaccini,924759956,PHYTO GARDA CRYSTALLINE BLUE GOCCE OCU 10F - PHYTO GARDA - 924759956,1,0.33,0,12,5,5.23,6.43
Procaccini,924760984,SAGINIL OVULI VAGINALI 10PZ - SAGINIL - 924760984,1,0.33,0,100,3,10.87,12.59
Procaccini,924766278,CH Barriera Letto Natur.cm95 - - 924766278,1,0.33,0,10,1,26.90,33.89
Procaccini,924829169,GIORGINI MELATONINA CLASSIC 75 PASTIGL - GIORGINI - 924829169,1,0.33,0,22,1,8.24,9.71
Procaccini,924860935,MICROLIFE NO CONTACT NC150 - MICROLIFE - 924860935,1,0.33,0,4,1,30.94,36.48
Procaccini,924862446,OTI OT.OFTAL Q 60 CAPS NF - OTI - 924862446,1,0.33,0,7,1,15.90,20.60
Procaccini,924874579,ACTINICA LOTION 80ML - ACTINICA - 924874579,1,0.33,0,65,5,21.95,25.77
Procaccini,924906567,RO+TEN Immob.Ginocch.50cm - - 924906567,1,0.33,0,4,1,49.59,65.40
Procaccini,924906579,RO+TEN Immob.Ginocch.60cm - - 924906579,1,0.33,0,4,1,49.59,65.27
Procaccini,924920729,CUBITAN CIOCCOLATO 4X200ML - CUBITAN - 924920729,1,0.33,0,36,1,14.08,19.64
Procaccini,924920743,CUBITAN Vaniglia 4x200ml - CUBITAN - 924920743,1,0.33,0,36,,21.69,28.20
Procaccini,924924501,HELIXINE Snail Cr.Bava Lumaca - - 924924501,1,0.33,0,3,4,21.19,25.57
Procaccini,924931708,COLOPLAST SENSURA MIO 1P CL MX TRP15-55 - COLOPLAST - 924931708,1,0.33,0,1,3,58.60,68.61
Procaccini,924932167,SENSURA MIO CLK Uro Mx Tr.50mm - - 924932167,1,0.33,0,3,1,59.83,69.69
Procaccini,924932179,COLOPLAST SENSURA MIO Belt Standard 1pz - COLOPLAST - 924932179,1,0.33,0,13,3,7.50,9.67
Procaccini,924961067,MERITENE CREME CIOCCOLAT3X125G - MERITENE - 924961067,1,0.33,0,24,5,12.64,15.38
Procaccini,924994736,GIMA SATURIMETRO OXY-3 - OSSIMETRO - GIMA - 924994736,1,0.33,0,66,2,12.06,16.29
Procaccini,925329524,ALOEVERA2 CREMA GEL D'ALOE - ALOEVERA2 - 925329524,1,0.33,0,96,,8.65,11.25
Procaccini,925369100,GLORIA THROMBOSIS 18 Gamb.Isp.M/C - GLORIA - 925369100,1,0.33,0,5,1,12.11,15.80
Procaccini,925369136,GLORIA THROMBOSIS 18 Gamb.Isp.XXL/C - GLORIA - 925369136,1,0.33,0,6,1,12.11,17.23
Procaccini,925369201,GLORIA THROMBOSIS 18 Gamb.Isp.M/L - GLORIA - 925369201,1,0.33,0,4,1,12.74,15.93
Procaccini,925369213,GLORIA THROMBOSIS 18 ISP GAMB L LUNGO - GLORIA - 925369213,1,0.33,0,7,1,12.20,16.29
Procaccini,925514729,TS 50 BIANCOSPINO COMP 1 20ML - - 925514729,1,0.33,0,4,4,16.76,21.12
Procaccini,925533150,KELLAN CREMA IPOMELANOSI 50ML - - 925533150,1,0.33,0,36,4,13.60,16.91
Procaccini,925596898,APROPOS FLUPROTECT EFFERV C 20 - APROPOS - 925596898,1,0.33,9,100,2,5.59,6.76
Procaccini,925599971,"MERIDOL CLOREX 0,2% COLLUT 300 - MERIDOL - 925599971",1,0.33,14,100,4,4.32,5.18
Procaccini,925605370,PODIFER 40 Plant.Reumatico 37 - - 925605370,1,0.33,0,2,1,28.49,42.17
Procaccini,925605560,PODIFER 50 Plant.Amm.C/Barr.44 - - 925605560,1,0.33,0,1,1,35.87,47.89
Procaccini,925605572,PODIFER 50 Plant.Amm.C/Barr.45 - - 925605572,1,0.33,0,2,1,35.87,49.70
Procaccini,925654271,COLOURS LIFE ACIDOPHILUS 60CPS - - 925654271,1,0.33,0,8,,8.09,10.51
Procaccini,925705764,RINOREX AEROSOL BICARB 25FX3ML - RINOREX - 925705764,1,0.33,0,100,,10.10,11.83
Procaccini,925818926,SIFARMA CICANOVA 50ML - SIFARMA - 925818926,1,0.33,0,34,,17.62,22.90
Procaccini,925830097,GASTRO MAAL + 20TAV - - 925830097,1,0.33,0,10,4,5.96,7.60
Procaccini,925832444,MEDI U GAMB.15 BLU 4 1530CM - - 925832444,1,0.33,0,2,2,16.29,19.92
Procaccini,925832610,MEDI U GAMB.18 NERO 1 1850CM - - 925832610,1,0.33,0,1,1,17.35,21.08
Procaccini,925884912,MAQUI 60CPS ERBAVITA - - 925884912,1,0.33,0,1,5,9.19,12.04
Procaccini,925897288,"TEPE Scov.Grigio 1,3 6pz - - 925897288",1,0.33,0,22,,3.87,5.03
Procaccini,925901439,ALUSAC Det.125ml - ALUSAC - 925901439,1,0.33,0,9,4,12.75,15.29
Procaccini,925930582,MEDI KL1 PLUS/COLL.C 2 110 - - 925930582,1,0.33,0,2,1,77.17,92.53
Procaccini,925930669,MEDI KL1 PLUS/COLL.MAT.L 3 113 - - 925930669,1,0.33,0,1,1,96.27,119.15
Procaccini,925930947,MEDI KL1 PLUS/GAMB.L 3 101 - - 925930947,1,0.33,0,14,3,55.22,65.76
Procaccini,925930950,MEDIVEN MEDI KL1 PLUS/GAMB.L 4 101 - MEDIVEN - 925930950,1,0.33,0,2,4,55.22,65.79
Procaccini,925931002,MEDI KL1 PLUS/GAMB.C 2 102 - - 925931002,1,0.33,0,3,3,55.22,66.18
Procaccini,925931038,MEDIVEN MEDI KL1 PLUS/GAMB.C 5 102 - MEDIVEN - 925931038,1,0.33,0,1,2,55.22,77.98
Procaccini,925931420,MEDI KL1 PLUS/A-REGG.L 2 108 - - 925931420,1,0.33,0,2,1,80.00,95.91
Procaccini,925931457,MEDI KL1 PLUS/A-REGG.L 5 108 - - 925931457,1,0.33,0,1,3,80.00,99.00
Procaccini,925931560,MEDIVEN MEDI KL1 PLUS/MONO DX L 2 117 - MEDIVEN - 925931560,1,0.33,0,2,2,60.88,76.00
Procaccini,925931646,MEDI KL2 PLUS/COLL.L 3 211 - - 925931646,1,0.33,0,1,3,85.66,102.18
Procaccini,925931913,MEDI KL2 PLUS/U COLL.BEI.3 215 - - 925931913,1,0.33,0,1,1,85.66,102.09
Procaccini,925932117,MEDIVEN MEDI KL2 PLUS/GAMB.Nat.C 2 202 - MEDIVEN - 925932117,1,0.33,0,1,1,60.17,74.91
Procaccini,925932168,MEDIVEN MEDI KL2 PLUS/GAMB.Nat.C 7 202 - MEDIVEN - 925932168,1,0.33,0,1,1,60.17,74.91
Procaccini,925932283,MEDI KL2 PLUS/A-REGG.C 5 199 - - 925932283,1,0.33,0,1,1,90.61,112.24
Procaccini,926038124,EUCARE CUTISEB LOZIONE 150ML - EUCARE - 926038124,1,0.33,0,14,,14.74,17.83
Procaccini,926116815,SOLIDEA A-Tr.Calza Bia.XL - SOLIDEA - 926116815,1,0.33,0,8,3,25.95,30.47
Procaccini,926117060,ACTEA Oral Gel Stomatologico - ACTEA - 926117060,1,0.33,0,12,3,11.69,14.40
Procaccini,926236415,KOS ACIDO JALURONICO 30CPS - KOS - 926236415,1,0.33,0,27,,7.83,10.18
Procaccini,926247216,Gloriamed gentleman 199 gambaletto corto antracite misura large 1 paio - - 926247216,1,0.33,0,3,1,38.22,48.90
Procaccini,926247370,GLORIAMED Gent199 Gamb.NE S/L - GLORIA - 926247370,1,0.33,0,4,1,37.91,49.34
Procaccini,926247774,GLORIAMED Gent299 Gamb.Blu S/C - - 926247774,1,0.33,0,9,1,38.70,51.21
Procaccini,926258979,MEDI 14 COLL.CAL.NAT.3 7005CA - - 926258979,1,0.33,0,1,2,19.12,23.72
Procaccini,926259262,MEDI 14 GAMB.NAT.2 2205 - - 926259262,1,0.33,0,2,,12.03,15.64
Procaccini,926259348,MEDI 18 COLL.CAL.NER.5 1405CAL - - 926259348,1,0.33,0,2,2,20.89,25.11
Procaccini,926259894,Gambaletto sensation 18mmhg punta aperta 2806pa 2 - - 926259894,1,0.33,0,2,1,13.81,17.14
Procaccini,926316454,EUTROSIS 45 ESFOLIANTE 75ML - EUTROSIS - 926316454,1,0.33,0,31,1,10.19,12.48
Procaccini,926392756,CEMON POTASSIO K 20AMP CATALITIC - CEMON - 926392756,1,0.33,0,6,,10.68,13.89
Procaccini,926420896,LOGOFARMA OLIPROX SHAMPOO 200ML CE - LOGOFARMA - 926420896,1,0.33,0,100,1,16.35,19.19
Procaccini,926429958,TROMBEXIN H915 AGG S DX - - 926429958,1,0.33,0,1,4,18.76,22.96
Procaccini,926491616,ATOP 7 Sh.Cane 200ml - - 926491616,1,0.33,0,11,1,13.27,17.33
Procaccini,926559600,OMRON BRACC INTELLYWRAP M6 - OMRON - 926559600,1,0.33,0,23,,43.31,56.30
Procaccini,926588397,DIVIT D3 15ML - - 926588397,1,0.33,0,100,1,10.24,12.81
Procaccini,926593233,ESI ERBAVEN 16 POCKET DRINK 320ML - ESI - 926593233,1,0.33,0,31,,9.02,11.73
Procaccini,926593245,ESI ERBAVEN RETARD 30OVALETTE - ESI - 926593245,1,0.33,0,100,,9.98,10.66
Procaccini,926636313,OTI OT.THUYA TM BIOCARE CREMA 75ML - OTI - 926636313,1,0.33,0,16,4,11.15,13.79
Procaccini,926646237,IDU' SCIROPPO 150ML - - 926646237,1,0.33,0,25,4,10.26,12.91
Procaccini,926742329,BIOESSENZE Bio essenze purissimo burro di karite' 100 ml - BIOESSENZE - 926742329,1,0.33,0,2,1,6.37,8.29
Procaccini,926821911,ALCE NERO RISO INTEGRALE BIO 500G - ALCE NERO - 926821911,1,0.33,0,18,,3.42,4.20
Procaccini,926823737,FRESUBIN 1200 Complete EasyBag - - 926823737,1,0.33,0,8,3,9.21,12.15
Procaccini,926888746,FORTIMEL FORTINI Smothie Fruit Rossi - FORTIMEL - 926888746,1,0.33,0,45,1,3.55,4.67
Procaccini,926985173,JALUFOS GOCCE 15ML - - 926985173,1,0.33,0,3,3,13.25,16.19
Procaccini,927045854,FGP Immob.1 Dito Dx M - - 927045854,1,0.33,0,2,1,21.62,27.78
Procaccini,927099628,SENSURA MIO CS Ileo Max 10-50 - - 927099628,1,0.33,0,3,,50.48,59.57
Procaccini,927100267,SENSURA MIO CL PLAC 60MM 15-40 - - 927100267,1,0.33,0,2,2,30.23,35.10
Procaccini,927116549,FORTIMEL COMPACT PRO FB4X125ML - FORTIMEL - 927116549,1,0.33,0,93,4,8.70,10.71
Procaccini,927171850,FITOSTIMOLINE IDROGEL 50G - FITOSTIMOLINE - 927171850,1,0.33,1,100,,11.24,14.73
Procaccini,927178095,DERMON INTIMO ATTIVO 250ML - DERMON - 927178095,1,0.33,0,43,4,4.61,5.41
Procaccini,927185518,ZYLKENE Cani 450mg 20Cps - - 927185518,1,0.33,0,95,4,28.18,34.68
Procaccini,927254591,CA-MI NISSEI Mis.Press.Bracc.DigDS11 - CA-MI - 927254591,1,0.33,0,1,1,30.84,40.16
Procaccini,927300691,INTERPROX4G M-Conico Rosso 6pz - INTERPROX - 927300691,1,0.33,0,100,,5.10,6.22
Procaccini,927380358,Playmaker ii lunga standard md - - 927380358,1,0.33,0,2,1,116.84,155.17
Procaccini,927384519,GLORIAMED Collant Micro 181 Lungo taglia L - - 927384519,1,0.33,0,1,1,64.29,81.38
Procaccini,927384673,Gloriamed micro 181 collant lungo max beige misura extra large 1 paio - - 927384673,1,0.33,0,1,1,66.03,82.21
Procaccini,927456665,OSTODOL 24CPS - - 927456665,1,0.33,0,2,1,8.88,11.21
Procaccini,927493193,LIBERATI OSSESSIONI MIX NATUR - - 927493193,1,0.33,0,6,2,12.79,15.96
Procaccini,927604518,FIOREGLUT MIX PIZZA 1KG - - 927604518,1,0.33,0,100,,5.71,6.97
Procaccini,927616033,FLOXEA LAVANDA VAGINALE 4FL - - 927616033,1,0.33,0,17,2,12.24,14.33
Procaccini,930010653,GUNA HE.MD-LUMBAR 10F INIETTABILI 2 - GUNA - 930010653,1,0.33,0,10,5,68.72,81.37
Procaccini,930213905,EUROGEL PLUS GEL 20ML - - 930213905,1,0.33,0,2,1,27.16,32.16
Procaccini,930244672,FARMACARE PESSARIO Latex Free 90mmF/CARE - FARMACARE - 930244672,1,0.33,0,34,5,12.22,14.17
Procaccini,930266996,TIORAL 600*INT 30CPR 33G - - 930266996,1,0.33,0,100,2,18.16,22.34
Procaccini,930276769,YABRO 10F 3ML - YABRO - 930276769,1,0.33,0,100,,13.83,17.98
Procaccini,930402894,DERMANA DERMANDET 250ML - DERMANA - 930402894,1,0.33,0,9,1,8.37,10.43
Procaccini,930404785,BIOPUR INTIMO DETERGENTE 250ML - BIOPUR - 930404785,1,0.33,0,100,3,12.41,14.52
Procaccini,930503723,ACILIP 600 INTEGRAT 20CPR - - 930503723,1,0.33,0,1,4,17.47,21.81
Procaccini,930547346,HOMEOSYN Q10 SELEN VIT NF 24CPS SYXYL - HOMEOSYN - 930547346,1,0.33,0,5,1,13.93,19.69
Procaccini,930861137,PROSAZIL 30 Cpr 800mg - - 930861137,1,0.33,0,19,1,15.90,19.33
Procaccini,930877497,MEDS ARDO Set Tiralatte Singolo - MEDS - 930877497,1,0.33,0,4,3,19.46,25.69
Procaccini,931005324,ZEFIRUS Lei 100ml STV - - 931005324,1,0.33,0,10,2,15.51,19.10
Procaccini,931028219,BIOTRICAL Sh.Del.250ml - - 931028219,1,0.33,0,9,,12.71,14.73
Procaccini,931035529,CLINNER UREA 30 CR TRATT 100ML - CLINNER - 931035529,1,0.33,0,17,4,17.65,21.44
Procaccini,931070421,PROVASEN 20CPR - PROVASEN - 931070421,1,0.33,0,100,5,9.85,11.55
Procaccini,931097416,EUPHIDRA filler suprema fluido antirughe 30 ml - EUPHIDRA - 931097416,1,0.33,4,0,,18.24,23.89
Procaccini,931097455,MEDISIN TRIPTOZIM 15CPR - MEDISIN - 931097455,1,0.33,0,9,1,13.21,17.42
Procaccini,931097556,MANNI'SANT'ANNA Pani 120g - - 931097556,1,0.33,0,100,2,7.79,9.25
Procaccini,931123830,CUTIDRA CREMA 200ML - - 931123830,1,0.33,0,37,1,19.73,24.15
Procaccini,931127993,VALDISPERT BUONANOTTE GTT 30ML - VALDISPERT - 931127993,1,0.33,10,19,1,5.50,6.99
Procaccini,931144481,MIRAFERRUM JUNIOR GOCCE 30ML - MIRAFERRUM - 931144481,1,0.33,0,100,5,13.86,16.09
Procaccini,931349993,KAMILA A-Tr.A-Regg.L-L - KAMILA - 931349993,1,0.33,0,1,1,16.47,21.73
Procaccini,931351593,KAMILA COMF.140 Coll.Nero 2 - - 931351593,1,0.33,0,1,1,13.38,17.24
Procaccini,931386270,PIAM FARMACEUTICI MILCO CIOK 200MLX6PZ - PIAM FARMACEUTICI - 931386270,1,0.33,0,75,1,25.34,32.34
Procaccini,931509044,FER FOL C Gtt 15ml - - 931509044,1,0.33,0,9,1,8.53,10.62
Procaccini,931524223,ORALIS Collut.Alcool-Free500ml - ORALIS - 931524223,1,0.33,0,30,1,10.30,13.66
Procaccini,931524615,MC STONE ITALIA PIROFER FORTE 30CPR - MC STONE ITALIA - 931524615,1,0.33,0,100,3,12.87,15.82
Procaccini,931543589,GUNA RESOURCE GOODNIGHT GTT 20ML - GUNA - 931543589,1,0.33,0,21,1,8.82,10.80
Procaccini,931571095,GLORIA LADY 12 GAMB PU/A DAI 3 - GLORIA - 931571095,1,0.33,0,4,1,9.36,12.14
Procaccini,931571119,GLORIA LADY 12 GAMB PU/A DAI 5 - GLORIA - 931571119,1,0.33,0,8,1,9.53,12.37
Procaccini,931571412,GLORIA LADY 18 GAMB PU/A DAI 5 - - 931571412,1,0.33,0,12,1,10.74,13.24
Procaccini,931571448,GLORIA LADYGLORIA 18 Gambaletto Punta Aperta Nero taglia 3 - GLORIA - 931571448,1,0.33,0,7,1,11.00,13.85
Procaccini,931581348,GLORIA Ladygloria 12 collant punta aperta sahara 1 - GLORIA - 931581348,1,0.33,0,2,1,13.93,17.83
Procaccini,931581401,GLORIA LADYGLORIA 18 Autoreggente Punta Aperta Sahara taglia 2 - GLORIA - 931581401,1,0.33,0,18,1,16.52,20.71
Procaccini,931581488,GLORIA LADYGLORIA 18 Collant Punta Aperta Sahara taglia 2 - GLORIA - 931581488,1,0.33,0,4,1,17.46,21.38
Procaccini,931581526,LADYGLORIA 18 Gambaletto Punta Aperta Sahara taglia 4 - - 931581526,1,0.33,0,4,1,10.46,13.63
Procaccini,931637603,TERMODREN 30CPR - TERMODREN - 931637603,1,0.33,0,100,1,12.19,14.16
Procaccini,931645612,ETAS REMOVE 150ML - ETAS - 931645612,1,0.33,0,7,1,11.41,14.41
Procaccini,931770693,VISCRIN PLUS SH ANTIFORF 200ML - - 931770693,1,0.33,0,100,2,12.44,15.26
Procaccini,931808149,UROLIN SOL ORALE 150ML - - 931808149,1,0.33,0,65,1,12.84,15.35
