Pager usage is off.
Output format is csv.
sku,prod,stk,ss,val,pos,clk,cost30,vende_rete,prot_stock,categoria
908925795,SAUBER COL 140 MICR NE 4,3,18,18.89,1,1,0.28,f,f,MAGAZZINO_netto
926574613,CH ANTIZANZ ULTRASUONI SPINA,0,76,10.89,11,1,0.28,t,f,GROSSISTA_netto
934643154,KERATO VITA UNGUENTO OFTALMICO,0,348,11.25,6,1,0.28,t,f,HELD_rete_pos
926421684,PURES GEL FRESC CIRC 125ML,0,46,14.15,10,1,0.28,f,f,GROSSISTA_netto
927025421,LADY PRESTERIL DPIU'EXTRA 10PZ,0,226,4.61,9,1,0.28,f,f,GROSSISTA_netto
935253664,MICRAVEN PLUS 20CPR,0,36,14.83,10,1,0.28,t,f,HELD_basket
935190393,ENTEROGERMINA GONFIORE 10BUST,11,360,9.31,6,1,0.28,t,f,HELD_rete_pos
935329223,ESPERSOL SPRAY NASALE 100ML,0,2275,13.52,6,1,0.28,t,f,HELD_rete_pos
923785695,STRUVIPET PASTA 100G,0,19,14.81,6,1,0.28,f,f,GROSSISTA_netto
909271025,VITAMINICO LIQUIDO 20ML,0,25,5.31,5,1,0.28,t,f,HELD_rete_pos
970538791,PASSIFLORA ESTR INTEGRALE200ML,0,39,15.84,7,1,0.28,f,f,GROSSISTA_netto
970994923,RESTAX SHAMPOO SEBO CARE 200ML,0,396,12.29,10,1,0.28,t,f,HELD_rete_pos
926231756,BIOKERATIN ACH8 SH PRODIGE,0,6,11.64,5,1,0.28,f,f,GROSSISTA_netto
971215037,HIPP BIO OMOG PERA WILL 6X80G,0,13,10.22,11,1,0.28,t,f,GROSSISTA_netto
927123950,CONDRO24 30CPR,0,15,18.12,8,1,0.28,f,f,HELD_basket
971258037,TUSSALT 10BUSTE,0,4,10.26,2,1,0.28,f,f,GROSSISTA_netto
944137518,GERMISDIN IGIENE CORPO ORIG 1L,0,34,14.50,5,1,0.28,t,f,HELD_basket
926876766,FLEBOMIX CREMA GEL 100ML,0,26,11.43,5,1,0.28,t,f,HELD_rete_pos
936024936,IODIM GOCCE OCULARI 10ML STER,0,22,17.03,5,1,0.28,f,f,GROSSISTA_netto
971992401,XERON COLLUTORIO 50ML,0,4,14.74,5,1,0.28,f,f,GROSSISTA_netto
938056975,PROLIFE 10 FORTE 10FL 8ML,0,258,6.72,6,1,0.28,f,f,HELD_basket
903966113,CHERAMED EMOL UN/PIEDE 15ML,0,77,10.98,7,1,0.28,f,f,HELD_basket
938776883,COLLAGENIL LIFTENSIVE PERFECT,0,9,44.37,9,1,0.28,f,f,GROSSISTA_netto
927385219,CONVEEN OPTIMA GUAINA 28MM 30P,0,12,58.28,6,1,0.28,t,f,HELD_rete_pos
935768693,NUTRIREGULAR NAUXEN 20CPR,0,25,6.81,1,1,0.28,f,f,GROSSISTA_netto
970449322,TENA WASH GLOVE 50PZ,0,119,7.64,9,1,0.28,f,f,HELD_basket
972602522,ICTYANE BALSAMO LABBRA DUCRAY,0,398,5.83,7,1,0.28,t,f,HELD_rete_pos
926819172,SCREEN TEST HELICOBACTER PYLOR,0,52,9.59,7,1,0.28,t,f,HELD_rete_pos
971981105,BIO STRATH ELIXIR 500ML,0,37,40.22,4,1,0.28,t,f,HELD_rete_pos
974381093,REV IDRAX BOTU' PLUS CR 50ML,0,126,66.97,4,1,0.28,t,f,HELD_rete_pos
908862244,CRYOS SPRAY GHIACCIO SINT400ML,0,100,5.53,5,1,0.28,f,f,GROSSISTA_netto
975082153,ICONTROL G STRISCE GLIC 25STR,0,102,7.40,5,1,0.28,t,f,HELD_rete_pos
937494502,CONVEEN OPTIMA GUAINA 35MM 30P,0,29,58.35,7,1,0.28,t,f,HELD_rete_pos
971980723,MEDIPRESTERIL CUSC CA/FR 11X11,0,24,4.42,6,1,0.28,f,f,GROSSISTA_netto
933644066,DEONAT FRESH STICK UOMO 100G,0,8,9.87,6,1,0.28,t,f,HELD_rete_pos
945030714,VITICIST MIRTILLO 20CPR RIV,0,47,7.15,1,1,0.28,t,f,HELD_rete_pos
971068628,MOM BIPACK TERAPIA 250ML+100G,18,0,10.68,2,1,0.28,f,t,MAGAZZINO_netto
984649828,VENOFLEB 30CPR,0,42,12.98,7,1,0.28,f,f,GROSSISTA_netto
942801150,LESSTAT FORTE 60CPR,0,257,36.26,5,1,0.28,t,f,HELD_rete_pos
034447045,"CELLUVISC*COLL 30F 0,4ML5MG/ML",0,181,18.02,2,1,0.28,t,f,HELD_rete_pos
947240976,DER-MYC DETERGENTE 400ML,0,251,18.25,6,1,0.28,t,f,HELD_rete_pos
974762724,MAGNESIO E POTASSIO 30BUST,0,37,10.69,5,1,0.28,t,f,HELD_rete_pos
940321476,AFROGIN 30CPR,0,181,20.99,9,1,0.28,f,f,GROSSISTA_netto
921723843,ALTOP 20CPR,0,269,17.95,8,1,0.28,t,f,HELD_rete_pos
942358805,ALVENEX PLUS 14BUST,0,243,15.29,4,1,0.28,t,f,HELD_rete_pos
977021258,AMUCHINA GEL X-GERM 250ML,0,231,4.73,7,1,0.28,f,f,GROSSISTA_netto
900106776,GARZA BACTIGRAS 10X10CM 10PZ,0,325,7.65,8,1,0.28,t,f,HELD_rete_pos
983373010,ESI BIOCOLLAGENIX AMPOLLA SING,28,222,2.21,7,1,0.28,f,f,MAGAZZINO_netto
940884671,BIOLIFTAN EYE CONTOUR CR 15ML,0,110,32.63,6,1,0.28,t,f,HELD_rete_pos
931091680,BIOPULVER POLVERE 180G,0,137,15.79,3,1,0.28,f,f,GROSSISTA_netto
934408648,BIOTHYMUS AC ACT D SH RISTRUTT,7,139,8.84,5,1,0.28,t,t,HELD_basket
932234750,MICOBAT CREMA 50ML BRADERM,0,69,16.39,5,1,0.28,f,f,GROSSISTA_netto
941790584,CALCIO+MAGNESIO B6+VITD3 60CPS,0,62,13.40,5,1,0.28,t,f,HELD_rete_pos
934794773,CARDIOMEGA SHEDIR 30CPS MOLLI,0,208,12.06,5,1,0.28,f,f,GROSSISTA_netto
980192417,CATALITIC CU-AU-AG 250ML,0,25,17.65,5,1,0.28,f,f,GROSSISTA_netto
910852692,CLINNIX AKNE CREMA SEBOREG,0,14,19.70,6,1,0.28,t,f,HELD_rete_pos
984360343,CLOREXYDERM SOL 200ML,0,134,12.56,6,1,0.28,t,f,HELD_rete_pos
989050416,CONDRONIL IALQUATTRO SIR2% 4ML,0,3,87.41,3,1,0.28,f,f,GROSSISTA_netto
982999219,DEFENCE SUN DOPOSOLE IDRAT,0,22,23.14,9,1,0.28,t,f,HELD_rete_pos
981963147,DERMALIBOUR + CICA CREMA 100ML,0,150,15.32,7,1,0.28,f,f,HELD_basket
981504602,DIGETOP 14BUST,0,151,12.32,1,1,0.28,t,f,HELD_rete_pos
985827791,ECZEANE OLIO DETERGENTE 1L,0,85,18.71,9,1,0.28,f,f,GROSSISTA_netto
910828932,EFFACLAR LOZIONE ASTRINGENTE,11,205,12.48,8,1,0.28,t,f,HELD_rete_pos
981453362,EKINAVIS 200ML,0,31,14.75,2,1,0.28,t,f,HELD_rete_pos
932732213,ESCINA PLUS 20CPR,0,104,13.42,7,1,0.28,f,f,GROSSISTA_netto
982178117,ESI SERENESI NOTTE GOCCE 50ML,0,14,10.56,6,1,0.28,f,f,GROSSISTA_netto
942260302,EUPHIDRA AMIDO INTIMO DET500ML,0,218,6.19,13,1,0.28,t,f,HELD_basket
936048065,EUPH COLORPRO XD435 CAST F,4,156,6.64,7,1,0.28,f,f,MAGAZZINO_netto
936048091,EUPH COLORPRO XD535 CA CIO,4,278,6.86,5,1,0.28,t,f,HELD_rete_pos
942937970,EUPH SH CAPELLI TRAT 250ML,0,27,5.68,15,1,0.28,f,f,GROSSISTA_netto
039436023,"EUSTAMYL*COLL 25FL 0,5ML 0,05%",0,36,15.52,1,1,0.28,f,f,GROSSISTA_netto
926571922,"EXCILOR SOL UNGUEALE 3,3ML",0,117,14.87,7,1,0.28,f,f,GROSSISTA_netto
939468753,FIBRAID POLVERE 20BUST,0,111,14.06,10,1,0.28,f,f,GROSSISTA_netto
945138941,FLORYAN 10CPS,11,510,14.77,2,1,0.28,f,f,HELD_basket
905858003,FLUVADIN DET PH NEUTRO S/SAP,0,885,13.80,11,1,0.28,t,f,HELD_basket
924729268,CH FORBICINE ARANCIO,0,81,6.33,10,1,0.28,f,f,GROSSISTA_netto
980787194,GLICINA PURA POLVERE SOLUB250G,0,183,17.62,5,1,0.28,t,f,HELD_rete_pos
933015238,GUM ORTHO FLOSS FILO SPUGNOSO,0,81,4.48,7,1,0.28,t,f,HELD_rete_pos
942868504,HYLO FRESH COLLIRIO 10ML,0,110,9.73,6,1,0.28,f,f,GROSSISTA_netto
973336783,IAP PHARMA 65 UOMO 150ML,4,0,11.60,2,1,0.28,f,f,MAGAZZINO_netto
932178395,INTERPROX PLUS SUPERMICRO 6PZ,6,892,5.47,2,1,0.28,f,t,MAGAZZINO_netto
984177927,ISOMAR FLACONCINI DECONG20X5ML,5,245,5.49,4,1,0.28,t,f,HELD_rete_pos
908574635,KERATOPLASTICA LABIALE 10G,0,132,6.96,5,1,0.28,f,f,GROSSISTA_netto
907116659,KPHOS 30BUST,0,182,18.63,6,1,0.28,f,f,GROSSISTA_netto
979049804,LACTOSOLUTION 15000 30CPR,0,375,12.58,6,1,0.28,t,f,HELD_rete_pos
980523726,LACTOVIS PREBIOTICO PROB 100G,0,81,16.79,6,1,0.28,t,f,HELD_rete_pos
978115792,LAEVOLAC REGOLA 20BUSTE,0,236,7.04,14,1,0.28,f,f,GROSSISTA_netto
978939938,LAVONASE SIR 20ML IRRIG NASALE,0,27,8.15,6,1,0.28,f,f,GROSSISTA_netto
038081042,LISOMUCIL TOSSE MUC UNID*10BS,0,16,8.71,9,1,0.28,f,f,GROSSISTA_netto
944633611,LONGLIFE OLIO ORIGANO BIO60PRL,0,108,13.76,4,1,0.28,f,f,GROSSISTA_netto
947333353,LONGLIFE PROSTA-10 30PRL,0,106,25.85,8,1,0.28,f,f,GROSSISTA_netto
935750986,LONGLIFE SX FACTORS 60CPS,0,28,18.38,8,1,0.28,f,f,GROSSISTA_netto
020702229,MAALOX*S/Z 30CPR LIMO400+400MG,6,241,11.91,9,1,0.28,t,f,HELD_rete_pos
973623008,MAVALA SCIENTIFIQUE K+ 5ML,0,26,17.81,7,1,0.28,f,f,GROSSISTA_netto
945008252,MAYASPRINT 10FL,0,741,13.41,6,1,0.28,t,f,HELD_rete_pos
908691227,MEDIKER SH ANTIPEDICULOSI 100M,0,182,6.74,5,1,0.28,t,f,HELD_rete_pos
944888712,MEDUSE HELP GEL MARINO DOPO PU,0,42,5.42,4,1,0.28,t,f,HELD_rete_pos
982171605,MISURATORE PRESSIONE ANDON,0,14,23.35,6,1,0.28,t,f,HELD_rete_pos
035618077,MOMENTACT*OS SOSP 8BUST 400MG,3,237,6.71,4,1,0.28,t,f,HELD_basket
900411188,MOST CREMA LENITIVA 50ML,0,14,16.14,3,1,0.28,t,f,HELD_rete_pos
024428195,MUCOSOLVAN*20PASTL 15MG,12,101,6.38,2,1,0.28,t,t,HELD_rete_pos
931487274,NORMAC+ PLUS 30CPR FILMATE,0,73,23.59,6,1,0.28,f,f,GROSSISTA_netto
949875088,NUROXX PLUS 28CPR RIVESTITE,0,149,25.57,4,1,0.28,t,f,HELD_rete_pos
986864510,NUTILIS AQUA GEL ARA 4PZ,0,393,4.43,8,1,0.28,t,f,HELD_basket
986625818,OILFREE ATTIVO 300ML,0,140,12.24,6,1,0.28,t,f,HELD_rete_pos
933402808,OMOMETIL 30CPS,0,904,13.46,6,1,0.28,t,f,HELD_rete_pos
923302487,OTOACT 100ML,0,101,10.96,5,1,0.28,t,f,HELD_basket
971484682,PANCIA PIATTA ACT FORTE 500ML,12,136,7.08,4,1,0.28,t,t,HELD_rete_pos
989374083,PEDIACOLIN GOCCE 15ML,0,217,15.85,5,1,0.28,f,f,GROSSISTA_netto
926417559,PEDIALUT GOCCE 5ML,0,229,16.50,1,1,0.28,t,f,HELD_rete_pos
926671785,PENTAVEN FAST 500 20CPR,0,189,19.60,8,1,0.28,t,f,HELD_rete_pos
935678918,PERIDO NATURAL FORTE 30CPS MOL,0,1854,13.88,5,1,0.28,t,f,HELD_rete_pos
934868845,PERLAVOMIT GOCCE 15ML,8,119,13.28,1,1,0.28,f,f,MAGAZZINO_netto
985980349,PHYTOCYANE SHAMPOO ENERG DONNA,0,214,9.22,9,1,0.28,t,f,HELD_rete_pos
987437225,POLASE LIMONE 24BUST PROMO,21,153,8.95,7,1,0.28,t,f,HELD_rete_pos
944547924,PRINCIPIUM CALCIO K D VEG60CPR,0,356,13.66,4,1,0.28,t,f,HELD_rete_pos
904556976,PROKTIS-M PLUS UNG RETT 30G+CA,0,992,12.70,6,1,0.28,t,f,HELD_rete_pos
938896279,PSILLO CUTICOLA P 100G,0,85,6.02,4,1,0.28,f,f,GROSSISTA_netto
905857532,RADICALIA 30CPR,0,100,22.45,8,1,0.28,t,f,HELD_rete_pos
909029023,REBIOGER DETERGENTE 150ML,0,130,21.03,6,1,0.28,t,f,HELD_rete_pos
971967866,RENALIT COMBI COLIC 120ML,0,2084,22.66,10,1,0.28,t,f,HELD_basket
036397026,REPARIL*GEL 40G 2%+5%,9,120,5.49,9,1,0.28,t,t,HELD_basket
982733661,REVEE SCAR GEL 60G,0,51,85.71,6,1,0.28,t,f,HELD_rete_pos
975867755,OMEGA 3 KRILL OIL SALUGEA60PRL,0,246,36.66,8,1,0.28,t,f,HELD_rete_pos
904378597,SAPIGEN K SAPONE LIQ INT 250ML,0,342,13.31,3,1,0.28,t,f,HELD_rete_pos
974047969,SAUBER GAMB OPTOE 140 MIC NE 2,0,7,15.02,1,1,0.28,f,f,GROSSISTA_netto
902968167,SCHOLL DEO CONTROL SPR PIEDI,0,171,8.45,11,1,0.28,t,f,GROSSISTA_netto
976828133,SERIPNOL CRONO 28STICK POLVERE,0,191,25.31,8,1,0.28,f,f,GROSSISTA_netto
932652365,NATURE'S SOL ACCELERATORE ABBR,0,69,21.59,6,1,0.28,t,f,HELD_rete_pos
971376532,STEFORT SOL ORALE 10FL 10ML,0,827,12.71,3,1,0.28,t,f,HELD_rete_pos
980450439,TOPIALYSE PALPEBRAL CREMA 15ML,0,236,13.95,8,1,0.28,t,f,HELD_rete_pos
024851026,VISUGLICAN*COLL 25D 40+2MG/ML,0,221,18.38,3,1,0.28,t,f,HELD_basket
982460634,VITAMINA D3 2000UI OROSOL60CPR,0,719,8.58,9,1,0.28,f,f,HELD_basket
931096681,VIVIFLUX 20CPR,0,205,26.60,8,1,0.28,f,f,GROSSISTA_netto
988712473,ZERINOMUCIL 10BUST,5,35,7.68,8,1,0.28,f,f,MAGAZZINO_netto
901430672,MAN SUPPORT 15COT GAMB 15 NE 5,0,28,17.41,1,1,0.28,t,f,HELD_rete_pos
970358180,VITA D DETERGENTE INTIMO DEL,0,18,10.84,1,1,0.28,f,f,GROSSISTA_netto
976203238,NERVATIL 60CPR,0,51,32.52,6,1,0.28,t,f,HELD_rete_pos
943112639,SIMBIDOL 20BUST,0,93,16.05,4,1,0.28,t,f,HELD_rete_pos
924862802,P'ANTICELL LEGG FAS/A GRI L/XL,0,4,47.69,1,1,0.28,f,f,GROSSISTA_netto
977446335,MELATOSIN 2MG 150CPR,0,44,17.39,7,1,0.28,t,f,HELD_rete_pos
976322608,VITIS MEDIUM ACCESS+GINGIVAL,6,71,4.38,8,1,0.28,f,t,MAGAZZINO_netto
975983329,DUALSAN SLIP CONTENITIVO UOMO6,4,5,51.85,7,1,0.28,f,f,HELD_basket
987900002,"KEEN WHISP W-CAYEN/BRICK 8,5W",0,110,55.41,4,1,0.28,t,f,HELD_rete_pos
981080979,Q10 ACTIVE 100 30CPS,0,70,16.44,8,1,0.28,f,f,HELD_basket
923363788,POLAR FROST GEL 150ML,0,73,11.97,1,1,0.28,f,f,GROSSISTA_netto
981463615,EMOFTAL 30CPR,0,137,18.56,5,1,0.28,t,f,HELD_rete_pos
983699962,OVOSICARE FERTILITY 30CPS,0,100,24.36,6,1,0.28,t,f,HELD_rete_pos
947251738,ENERPLUS RICARICA 15BUST,0,218,12.98,8,1,0.28,t,f,HELD_rete_pos
983760644,IOSEDI' 30CPR,0,150,13.65,4,1,0.28,t,f,HELD_rete_pos
984506600,LEUKOMED SKIN SENS STER 8X10,0,133,4.24,5,1,0.28,t,f,HELD_rete_pos
985722610,MULTINATURAL 30BUST,0,58,26.60,10,1,0.28,t,f,HELD_rete_pos
985608189,ANACAPS REACTIV TRIO 3PZ 30CPS,3,60,38.35,3,1,0.28,f,f,HELD_basket
978837716,FDR BURRO VISO/MANI 30ML,0,44,8.88,5,1,0.28,f,f,GROSSISTA_netto
944912512,CURAFLUX RAPID SOSP 30BUST,12,1129,6.45,8,1,0.28,t,t,HELD_basket
989362633,CONDROSTRESS MOBILITY 90CHEWS,0,471,54.34,8,1,0.28,t,f,HELD_rete_pos
902091368,MANOPOLA MON LAV PARZIALI 20PZ,0,70,5.83,6,1,0.28,f,f,GROSSISTA_netto
973197876,MELATONIN COMPLEX 180CPR,0,34,16.24,3,1,0.28,f,f,GROSSISTA_netto
923352785,HARPAGOPHYTUM PRO TM GTT 100ML,0,5,17.45,4,1,0.28,f,f,GROSSISTA_netto
903982445,BIMBI TALCO LIQUIDO 100ML,0,42,8.62,7,1,0.28,f,f,GROSSISTA_netto
981389416,DERMON IDRATANTE MANI EFF BARR,22,0,4.09,2,1,0.28,f,t,MAGAZZINO_netto
984520306,DERMACOTONE SLIP PROT ASS L 8P,0,83,7.19,4,1,0.28,f,f,GROSSISTA_netto
904343439,MONOI BURRO SUPERABBRONZANTE,0,16,18.94,6,1,0.28,f,f,GROSSISTA_netto
988772240,BILIVER 30CPR,0,178,16.08,7,1,0.28,t,f,HELD_rete_pos
949645384,DR VITI DRENANTE TE VE 28STICK,0,55,8.19,8,1,0.28,f,f,HELD_basket
949645372,DR VITI DRENANTE MIRT 28STICK,0,34,11.17,14,1,0.28,t,f,GROSSISTA_netto
950361992,NODONE 30CPR,0,379,22.08,7,1,0.28,t,f,HELD_rete_pos
951268768,QUIXX DELICATE SOL IRRIG NAS,3,335,9.52,6,1,0.28,t,f,HELD_rete_pos
931086971,PROFAR GHIACCIO SPRAY 400ML,3,0,4.11,1,1,0.28,f,f,MAGAZZINO_netto
944100445,TAU MARIN DENT GEL BB 2-6A50ML,9,8,3.08,2,1,0.28,f,t,MAGAZZINO_netto
971251160,KAMILA GAMB BAS NEW 70D VIS 5,3,0,9.24,1,1,0.28,f,f,MAGAZZINO_netto
989021009,MELATONINA ACT FORTE SPRAY15ML,10,12,5.25,1,1,0.28,f,t,MAGAZZINO_netto
989260878,KELUAL SQUANORM SH A/FORF GR,27,329,11.28,6,1,0.28,t,f,HELD_rete_pos
989264039,VAGISIL DETERGENTE PH BAL OFS,1,0,4.88,1,1,0.28,f,f,MAGAZZINO_netto
989869096,DEO PRO ALLERGY ROLL 50G PROMO,6,0,6.19,5,1,0.28,t,f,HELD_basket
908575259,KERODEX10 CREMA BARRIERA 75ML,0,1,12.20,1,1,0.28,f,f,GROSSISTA_netto
971223767,ARNICA 100'S GEL EX FT RAFF500,0,17,24.94,9,1,0.28,f,f,GROSSISTA_netto
984795791,ESI ALOE VERA GEL PURO 100ML,0,100,9.02,12,1,0.28,t,f,GROSSISTA_netto
950458303,LACTO PIU 3MILIARDI 15CPR,0,57,9.68,3,1,0.28,t,f,HELD_rete_pos
950978864,REUFLOR JUNIOR 10FL,26,124,5.44,6,1,0.28,t,f,HELD_rete_pos
970489860,FLOCARE SOND NASOG PUR CH14 1,0,7,45.69,1,1,0.28,f,f,GROSSISTA_netto
942264957,KERAMINE H BALSAMO EXPRESS,0,4,5.05,4,1,0.28,f,f,GROSSISTA_netto
950071884,OXANTIN MED LIPID REDUCE 60CPR,0,75,9.04,9,1,0.28,t,f,HELD_rete_pos
920801255,ALIANT MICO SPRAY 80ML,0,72,19.37,5,1,0.28,f,f,GROSSISTA_netto
930617194,ASTHIMAP 60CPR,0,37,21.95,10,1,0.28,t,f,HELD_rete_pos
947153971,BALNEUM BASIS OLIO BAGNO 500ML,0,12,17.20,4,1,0.28,f,f,GROSSISTA_netto
984356295,BIOSTATINE ACTIVE 60CPR,0,183,8.22,10,1,0.28,f,f,HELD_basket
980802033,BUTIRRATO PURO LIQ ANALCO500ML,0,65,26.99,4,1,0.28,f,f,GROSSISTA_netto
987842224,DEXYANE MED 100ML,0,175,16.83,9,1,0.28,t,f,HELD_rete_pos
989014244,EFFACLAR DUO +M UNIF DEEP 40ML,0,102,17.07,6,1,0.28,f,f,GROSSISTA_netto
046080026,ENTEROGERMINA*OS 10FL 2MLD/5ML,29,0,9.08,1,1,0.28,t,t,HELD_basket
902603442,EVITA UNGUENTO 30ML,0,213,20.61,8,1,0.28,t,f,HELD_rete_pos
947147827,FOTOULTRA100 SPOT PREVENT COL,0,76,26.51,7,1,0.28,t,f,HELD_rete_pos
949966927,FOTOULTRA100 SOLAR ALLERGY 50+,0,126,25.33,10,1,0.28,f,f,GROSSISTA_netto
985625464,SENSINITRYL PRO GUANTO NITR S,0,75,4.16,3,1,0.28,t,f,HELD_rete_pos
037466024,KETONOVA*SHAMPOO 120ML 20MG/G,0,229,15.85,2,1,0.28,t,f,HELD_rete_pos
980485662,KURAFER PLUS 30CPS,0,118,16.63,4,1,0.28,t,f,HELD_rete_pos
944959218,MULTI 45 100CPR,0,66,19.06,7,1,0.28,t,f,HELD_rete_pos
944959206,MULTI 45 50CPR,0,32,13.29,4,1,0.28,f,f,GROSSISTA_netto
980523462,MYOOPS 15CPR,4,0,15.50,1,1,0.28,f,f,MAGAZZINO_netto
903012577,NEOCOMPLEX PLUS 10FL MONOD10ML,0,231,14.57,5,1,0.28,t,f,HELD_rete_pos
981536788,NEOTAD 20BUST,0,244,14.41,6,1,0.28,t,f,HELD_rete_pos
970493464,OSTEOART 30CPS,0,1,16.03,10,1,0.28,f,f,HELD_basket
973291925,OSTEORAL 30CPS MOLLI,0,204,23.72,10,1,0.28,t,f,HELD_rete_pos
900959317,PLAKKONTROL 15 SECONDI 250ML,0,100,6.02,4,1,0.28,f,f,GROSSISTA_netto
943263931,PRINCIPIUM ENZIMI NO GAS 24CPR,0,293,11.13,8,1,0.28,t,f,HELD_basket
934545423,PRINCIPIUM EPA-3 FISH 90CPS,0,276,21.35,7,1,0.28,t,f,HELD_basket
935566707,REFALGIN GEL ORALE 14BUST,0,1720,14.06,9,1,0.28,t,f,HELD_basket
981248305,TOPIALYSE BAUME PROTECT 200ML,0,79,14.28,7,1,0.28,f,f,GROSSISTA_netto
980247860,XIPAG 20CPR,0,432,22.92,9,1,0.28,t,f,HELD_basket
925336428,AQUACEL AG+ EXTRA 10X10CM 10P,0,419,88.40,6,1,0.28,f,f,GROSSISTA_netto
047656347,NUX VOMICA DYN*30CH GR,6,0,5.95,1,1,0.28,f,t,MAGAZZINO_netto
047521024,"MAALOX*OS SOSP 250ML 4%+3,5%",0,396,10.19,1,1,0.28,f,f,GROSSISTA_netto
987413162,ANDROFRESH DET INT MASCH 200ML,0,125,17.66,3,1,0.28,t,f,HELD_rete_pos
949645360,DR VITI DRENANTE ANANAS28STICK,0,77,8.09,4,1,0.28,t,f,HELD_basket
950838247,SUPRADYN EXPERT VIT D 30CPR,3,100,6.64,4,1,0.28,f,f,MAGAZZINO_netto
951889930,APTODIN ESO 30STICKPACK,0,242,36.17,8,1,0.28,t,f,HELD_basket
984789901,EUPHRALIA IGIENE BABY MONO10PZ,0,113,9.29,11,1,0.28,f,f,GROSSISTA_netto
976306454,NUTRICAP PLUS 30COMPRESSE,0,21,13.95,6,1,0.28,f,f,GROSSISTA_netto
927098830,NEUTROGENA N/F INT REP BODY LO,12,25,7.12,5,1,0.28,f,f,HELD_basket
978463747,DECONOVA 20CPR,0,45,16.10,5,1,0.28,f,f,GROSSISTA_netto
979015308,PEAMAG 1200 14STICK,0,636,26.40,8,1,0.28,f,f,GROSSISTA_netto
980525188,ACNO' DETERGENTE 200ML,0,89,17.26,9,1,0.28,f,f,GROSSISTA_netto
981565928,BAULI FREE TORTA CIOC 400G,0,45,6.90,5,1,0.28,f,f,GROSSISTA_netto
981045507,ISTANGIAL DREN 30CPR FILMATE,0,287,25.56,10,1,0.28,t,f,HELD_rete_pos
980503751,RECUPERA C RETARD 60CPR,0,11,13.50,2,1,0.28,f,f,GROSSISTA_netto
982452373,HONOS VENUM 30CPR,0,100,16.31,1,1,0.28,t,f,HELD_rete_pos
983282373,GASTRIGEN DM 30CPR,0,38,12.54,6,1,0.28,t,f,HELD_rete_pos
947323832,FLEBOMIX MICROCIRCOLO 30CPR,0,35,18.34,7,1,0.28,t,f,HELD_rete_pos
986473066,PENATEN PASTA PROTETTIVA 150ML,0,337,6.76,3,1,0.28,t,f,HELD_rete_pos
050429012,"DUOFILM*COLLODIO 15ML16,7%+15%",0,185,12.48,3,1,0.28,t,f,HELD_rete_pos
987330661,APROTEN LINGUINE 500G,0,180,7.40,1,1,0.28,f,f,GROSSISTA_netto
987864156,REMARGIN COLOSTRUM CREMA 30ML,0,49,12.17,7,1,0.28,t,f,HELD_rete_pos
983533643,ERIGO 20STICK,0,102,26.72,7,1,0.28,f,f,GROSSISTA_netto
986708600,CHILLY DETERGENTE FRESCO 300ML,0,57,4.13,4,1,0.28,f,f,GROSSISTA_netto
988952141,ANDROSIL 16BUST OROSOLUBILI,0,107,20.93,10,1,0.28,t,f,HELD_rete_pos
986128243,NAMMAN MUAY ACTIVE CREAM 100G,0,100,14.42,4,1,0.28,t,f,HELD_rete_pos
949644241,EASY POUR SACCA CONS LATTE 25P,0,131,9.22,4,1,0.28,t,f,HELD_rete_pos
989021934,APROME' PENNE 500G,0,58,5.87,1,1,0.28,f,f,GROSSISTA_netto
989657337,LIPOBERINA 90CPS 750MG,0,122,41.77,6,1,0.28,t,f,HELD_rete_pos
989878703,DUALDRY ASSORBENTE UOMO,2,0,10.79,1,1,0.28,f,f,MAGAZZINO_netto
989606900,ANGSTROM LATTE SOL LE SPF50+,5,36,11.48,5,1,0.28,t,f,HELD_basket
908464302,REMOVER PASTA 20G,0,232,8.97,5,1,0.28,f,f,HELD_basket
922373699,BOSWELLIA 50OPR,0,73,9.60,6,1,0.28,t,f,HELD_rete_pos
925630725,BARDANADREN MACERATO CAIRA GTT,0,14,15.34,6,1,0.28,f,f,GROSSISTA_netto
931171007,EIE BIANCOSPINO 60ML GTT,0,51,20.20,6,1,0.28,t,f,HELD_rete_pos
932208414,MAGNESIO+ 160 COMPRESSE,0,71,25.59,7,1,0.28,t,f,HELD_rete_pos
971123841,OLEOLITO DI IPERICO 100ML,0,9,9.99,3,1,0.28,t,f,HELD_rete_pos
935848489,BIOKAP NUTRICDEL SPRAY RIT CS,0,199,11.48,5,1,0.28,t,f,HELD_rete_pos
970929675,MIGLIOCRES SHAMPOO RIEQ BIPACK,11,35,6.21,5,1,0.28,t,t,HELD_rete_pos
973650765,COLLAGENAT NO-AGE 10FL,0,28,14.31,4,1,0.28,f,f,GROSSISTA_netto
974890372,COMPENSA Q DIET POLVERE 250G,0,21,18.11,8,1,0.28,f,f,HELD_basket
930502000,CONTRATTURE GEL MINERALE 150G,0,10,21.11,1,1,0.28,t,f,HELD_rete_pos
941802290,TAUMAG FORTE 60CPS,0,18,18.81,1,1,0.28,f,f,GROSSISTA_netto
979052293,TOTABI PASTA EVO 15ML,0,239,11.30,3,1,0.28,t,f,HELD_basket
980247112,LECIVIS 100G 80SOFTGEL,0,23,16.53,4,1,0.28,f,f,GROSSISTA_netto
047748797,RHUS TOX DYN*30CH GL,0,16,7.83,5,1,0.28,f,f,GROSSISTA_netto
