tenant,minsan,prodotto,n_click,costo_click,erp_stock,supplier_stock,pos
SubitoFarma,949494999,PEIRONIMEV PLUS 30CPR,1,0.33,0,41,5
SubitoFarma,949502049,DICOFLOR 30 AAD 30CPS,1,0.33,0,34,6
SubitoFarma,949502785,APIX SEDIGOLA ACTIV SPRAY 30ML,1,0.33,0,10,1
SubitoFarma,949505073,LARIMUCIL FLUIDIFIC 600 10BUST,1,0.33,0,30,2
SubitoFarma,949506873,DIXY HAIR 30CPS,1,0.33,0,20,1
SubitoFarma,949514867,LEVUDIN DETERGENTE INTIMO150ML,1,0.33,0,13,2
SubitoFarma,949535900,PROLIFE 10 FORTE 20CPS,1,0.33,0,213,11
SubitoFarma,949645408,DR VITI DRENANTE MIRTILLO500ML,1,0.33,0,7,12
SubitoFarma,949703793,REXOFLUS 200ML,1,0.33,0,3,2
SubitoFarma,949733822,FERTYSOD UOMO 30CPS,1,0.33,0,0,
SubitoFarma,949842328,DICOVIT PLUS GOCCE 15ML,1,0.33,0,38,2
SubitoFarma,949862383,NEDEMAX 30CPR,1,0.33,0,10,10
SubitoFarma,949869349,MACULVIST 20CPR RIVESTITE,1,0.33,0,28,1
SubitoFarma,949870000,DERMOLIVO LUBRIFICANTE INT12BU,1,0.33,0,7,1
SubitoFarma,949883072,FERFOLIX FORTE 20BUST,1,0.33,0,19,1
SubitoFarma,949887032,UTILEN 14BUST,1,0.33,0,14,2
SubitoFarma,949897882,PRONTEX BRACCIALE COMFORT,1,0.33,0,1,1
SubitoFarma,949922114,DRENALASE PET 30CPR,1,0.33,0,13,5
SubitoFarma,949923229,PENTA OZ OLIO LENITIVO 50ML,1,0.33,0,1,
SubitoFarma,949924928,ACNIBEN FACIA CREAM 40ML,1,0.33,0,15,7
SubitoFarma,949963134,LUXFLUIRES AEROSOL 10F 5ML,1,0.33,0,11,2
SubitoFarma,949970558,UREADIN CREAM10 300ML,1,0.33,0,10,6
SubitoFarma,949973503,DIABEC 60CPS MOLLI,1,0.33,0,11,4
SubitoFarma,949975546,HUMANA 1 5HMO 1100G MP,1,0.33,0,42,1
SubitoFarma,949976245,SAUGELLA MEDIT DERMOLIQ+POCH,1,0.33,32,52,8
SubitoFarma,949976866,PRONTEX SOFT PAD MEDIC 10X8,1,0.33,0,25,6
SubitoFarma,949976878,"PRONTEX SOFT PAD MEDIC 10X12,5",1,0.33,0,49,5
SubitoFarma,949993479,RALAVIS 30CPR,1,0.33,0,9,1
SubitoFarma,949994178,ACICARE 30CPR GASTROPROTETTE,1,0.33,0,3,1
SubitoFarma,950028593,STITICOL 20BUST 20ML,1,0.33,0,29,2
SubitoFarma,950036956,AVENE ANTIROUGEURS ROSAMED 50+,1,0.33,0,83,8
SubitoFarma,950045031,SENSIBIO AR+ CREAM 40ML,1,0.33,0,14,
SubitoFarma,950045056,SENSIBIO AR+ SOS SPRAY 70ML,1,0.33,0,6,
SubitoFarma,950055210,CH TAZZA ACTIVE AZZURRA 14M+,1,0.33,0,6,1
SubitoFarma,950055323,CH CIOTOLA PIAT PIANO 12M+ RA,1,0.33,0,3,2
SubitoFarma,950055400,CH SET PAPPA 12M+ ROSA,1,0.33,0,1,3
SubitoFarma,950059776,PAXABELGO 12BUST,1,0.33,0,23,8
SubitoFarma,950061414,ADFQ10 30CPS,1,0.33,0,253,1
SubitoFarma,950063471,SONNOMEL 20STICK,1,0.33,0,2,4
SubitoFarma,950065957,MITOCOLIN 30CPR DIVISIBILI,1,0.33,0,3,3
SubitoFarma,950073700,VEMAG IDRA BOCCA GOLA MEN40CPR,1,0.33,0,20,2
SubitoFarma,950125791,MEGAN 1000 60SOFTGEL,1,0.33,0,4,2
SubitoFarma,950150680,BIOSCALIN TOTAL CARE ATT CA2PZ,1,0.33,0,26,5
SubitoFarma,950152405,NOFLOGO EMULGEL 100G,1,0.33,0,44,1
SubitoFarma,950211666,NHCO AMINOPERIOD 45CPR,1,0.33,0,1,3
SubitoFarma,950219562,APOVARY 20CPS,1,0.33,0,4,2
SubitoFarma,950225971,DIETFORMPIC 30CPS VEGETALI,1,0.33,0,16,3
SubitoFarma,950239400,FPR PIU' FLORA PANCIA PI10BUST,1,0.33,4,0,1
SubitoFarma,950247940,HIPP AN 30ML,1,0.33,0,73,4
SubitoFarma,950268730,PEACTIVE 14STICK,1,0.33,0,2,
SubitoFarma,950276737,GIBAUD ORTHO CORS LOMB ACT V 4,1,0.33,0,2,2
SubitoFarma,950298873,ORALB MAN FILO SUPERFLOSS NEW,1,0.33,0,246,12
SubitoFarma,950304117,PODOKER 40 GEL 40ML,1,0.33,2,28,5
SubitoFarma,950406520,SOMADIN 30SOFTGEL,1,0.33,0,17,1
SubitoFarma,950406898,DR FILLERMAST SPRAY 50+ 100ML,1,0.33,0,2,1
SubitoFarma,950407609,MOONILA COLLANA ORO SYLVIA,1,0.33,1,0,1
SubitoFarma,950456362,SPIRIAL ROLL ON REFILL 50ML,1,0.33,0,6,8
SubitoFarma,950456766,POPULEO POMATA 50ML,1,0.33,0,0,
SubitoFarma,950478127,GSH-VA GLUTATIONE 60CPS ACIDO,1,0.33,0,87,7
SubitoFarma,950479244,COMPLESSO B SPRAY 20ML,1,0.33,0,3,1
SubitoFarma,950479257,MELATONINA LIPOSOMIALE 20ML,1,0.33,0,3,1
SubitoFarma,950497368,IALARTI 20CPS,1,0.33,0,2,2
SubitoFarma,950577395,SCHAR PITA 150G,1,0.33,0,10,5
SubitoFarma,950612034,DEFLUX FAST 30CPR MASTIC,1,0.33,0,63,1
SubitoFarma,950832055,BIOREPAIR ADV PROT COMPLETA50+,1,0.33,0,45,
SubitoFarma,950836181,LIOFERRINA 30ML,1,0.33,0,5,1
SubitoFarma,950836205,MAVOSTEN MAGNESIO 60CPS,1,0.33,2,16,4
SubitoFarma,950837195,KIJIMEA K53 ADVANCE 10CPS,1,0.33,0,1,9
SubitoFarma,950841712,CRIOCUT EMULSIONE 30ML,1,0.33,0,62,3
SubitoFarma,950849885,TIOBEC 40CPR,1,0.33,0,28,1
SubitoFarma,950909871,CROTAMITON PLUS 10% + 5% LOZ,1,0.33,0,1,8
SubitoFarma,950913588,VINOPURE FLUIDO MAT IDRAT 60ML,1,0.33,0,4,1
SubitoFarma,950944773,TENDINART TRIACT 20BUST,1,0.33,0,15,1
SubitoFarma,950953669,PEDIAKD PLUS 150 5ML,1,0.33,0,11,1
SubitoFarma,950975654,RESOURCE ENERGY VANIGLIA 200ML,1,0.33,0,0,
SubitoFarma,950975678,RESOURCE ENERGY FRAGOLA LAMPON,1,0.33,0,0,
SubitoFarma,950980856,ESI ARTIGLIO DIAVOLO GEL 100ML,1,0.33,0,59,6
SubitoFarma,950990150,REGOLART 30CPR,1,0.33,0,6,5
SubitoFarma,951029305,SINCROLIPID 20CPR,1,0.33,0,3,1
SubitoFarma,951034952,BYOMIND PRO 10FL 15ML,1,0.33,0,6,1
SubitoFarma,951034990,BYOARTRO BOOSTER 20BUST,1,0.33,0,3,3
SubitoFarma,951035029,BYOSPRINT POWER 14BUST,1,0.33,0,6,1
SubitoFarma,951035031,BYONERV PAIN SOSTENIUM 30CPS,1,0.33,0,6,1
SubitoFarma,951035056,BYOFORCE PLUS 20STICK,1,0.33,0,6,1
SubitoFarma,951038746,KROMIA FB LIPOSOMIALE 15ML,1,0.33,0,14,3
SubitoFarma,951044421,SOLUZIONE SCHOUM ADVANCE 500ML,1,0.33,0,190,5
SubitoFarma,951044433,SOLUZIONE SCHOUM ADVANCE FORTE,1,0.33,1,447,
SubitoFarma,951064524,CERAVE SKIN RENEWING SIERO VIT,1,0.33,0,17,11
SubitoFarma,951064551,CERAVE SKIN RENEWING CONT OCCH,1,0.33,0,4,6
SubitoFarma,951084957,NUTRIREGULAR REFLUX 20STICKGEL,1,0.33,0,15,4
SubitoFarma,951091913,EUCERIN DC SIERO TRIPLA AZ40ML,1,0.33,0,9,7
SubitoFarma,951094376,VERODOL TAPE 250X4CM,1,0.33,0,6,2
SubitoFarma,951094388,AGLUTEN COUS COUS RISO INTEGR,1,0.33,0,5,2
SubitoFarma,951105840,AVENE CLEANANCE COMEDOMED+,1,0.33,0,107,11
SubitoFarma,951118862,ZENTRON 30BUST,1,0.33,0,44,1
SubitoFarma,951124458,PODIDRAL AD CREMA 100ML,1,0.33,0,16,1
SubitoFarma,951176231,PLAS RELAX 20STICK PACK,1,0.33,0,2,3
SubitoFarma,951176243,PLAS SONNO 20STICK PACK,1,0.33,0,3,2
SubitoFarma,951211642,SARCO MU 140CPR,1,0.33,0,0,
SubitoFarma,951216252,CUTIMED SORBACT CONT 4X6CM 5PZ,1,0.33,0,8,7
SubitoFarma,951241900,GLICEM STOP COMPLETE 60CPS,1,0.33,0,3,
SubitoFarma,951246457,GINELUX 30CPR,1,0.33,0,4,1
SubitoFarma,951305046,HIPP*COMBIOTIC 2 500ML B O   @,1,0.33,0,11,6
SubitoFarma,951306531,MEDEL ONE MISURATORE PRESSIONE,1,0.33,27,0,1
SubitoFarma,951330657,VIT D3+K2 56CPR,1,0.33,0,18,4
SubitoFarma,951334729,KERATRENE 14BUST,1,0.33,0,9,3
SubitoFarma,951337866,MIOAPP 20BUST,1,0.33,0,1,2
SubitoFarma,951358290,SALIPIL BIOME 50ML,1,0.33,0,37,2
SubitoFarma,951360522,ERANERV 800 20BUST,1,0.33,0,6,1
SubitoFarma,951364811,GLAUCOCIT PRO 20CPR DIVISIBILI,1,0.33,0,15,2
SubitoFarma,951366778,DICOFLOR GOCCE 6ML,1,0.33,0,582,10
SubitoFarma,951367174,COBAFOL+ 30CPR,1,0.33,0,31,1
SubitoFarma,951375601,LINFOBACTER 30CPR,1,0.33,0,52,1
SubitoFarma,951378076,XANTOPIX AD CREMA 250ML,1,0.33,0,10,1
SubitoFarma,951378506,VITA C MASTICABILE 90CPR MAST,1,0.33,0,1,12
SubitoFarma,951383049,IGLOO UTS1034/03 OCCHIALE SOLE,1,0.33,2,0,1
SubitoFarma,951384116,TONIMER ISOTONIC 300 NORM100ML,1,0.33,0,2,1
SubitoFarma,951385208,THEALOZ GEL GOCCE OCULARI 15G,1,0.33,0,4,4
SubitoFarma,951455551,UTILISSIMI 0193 C01 D+3,1,0.33,1,0,1
SubitoFarma,951456817,SENSIFINE HYDRA CREME 40ML,1,0.33,0,5,2
SubitoFarma,951457629,ERITRIL PRO 20CPS,1,0.33,0,6,1
SubitoFarma,951459231,PSICOBIOTIC 20CPS GASTRORESIST,1,0.33,0,6,2
SubitoFarma,951459243,COLOBUTIR 30CPS GASTRORESISTEN,1,0.33,0,2,2
SubitoFarma,951464320,DERMOLIVO METABOLICO 30STICK,1,0.33,0,14,1
SubitoFarma,951468711,PELVIXAN 12SUPP,1,0.33,0,11,1
SubitoFarma,951484625,NEUROTRIX ALA 14BUST,1,0.33,0,14,1
SubitoFarma,951486214,PEDIATRICS BODY LOTION SPF50,1,0.33,0,0,
SubitoFarma,951500836,AVENE XERACALM AD BALS LI200ML,1,0.33,0,58,4
SubitoFarma,951501408,ADCMYFOLIC 30CPR,1,0.33,0,73,1
SubitoFarma,951506043,STOMEK SOSPENSIONE 30STICK,1,0.33,0,3,2
SubitoFarma,951507425,ESENTA STOMAHESIVE PASTA 60G,1,0.33,2,35,1
SubitoFarma,951551302,ENTONIL CREMA 10ML,1,0.33,0,6,6
SubitoFarma,951800794,STEROZEN FORTE 60CPS,1,0.33,0,0,
SubitoFarma,951873189,DICLOREUM JOINT PLUS 20BUST,1,0.33,0,6,11
SubitoFarma,951881539,ADIPROX FLUIDO CS 1+1,1,0.33,0,0,
SubitoFarma,951890209,AGIPROST FORTE 90CPS,1,0.33,0,5,1
SubitoFarma,951998968,DICOELLE REPAIR 10OV,1,0.33,0,137,11
SubitoFarma,952004099,TELEANGYL PROTECT SPF50+ PHARC,1,0.33,0,52,1
SubitoFarma,952050678,GASTROVOM 30STICK PACK,1,0.33,0,7,6
SubitoFarma,952058358,VEA OFT GEL OLEOSO CONT OCCHI,1,0.33,0,0,
SubitoFarma,952070720,GYNEDRAL OVULI VAGINALI 10OV,1,0.33,0,0,
SubitoFarma,952108544,TROFINIX 10FL,1,0.33,0,3,1
SubitoFarma,970148894,GLUCOMANNANO 90CPR 500MG,1,0.33,0,23,3
SubitoFarma,970155711,TRICOLOR BIOND CH 8          @,1,0.33,0,6,1
SubitoFarma,970175598,SERBLEND 60CPR,1,0.33,0,4,6
SubitoFarma,970176513,BIATAIN SIL LITE ADES 5X5CM,1,0.33,0,1,1
SubitoFarma,970216089,OMEOST 30CPR,1,0.33,0,23,1
SubitoFarma,970224313,AUXILIE IMMUPLUS J SOLU30STICK,1,0.33,0,1,4
SubitoFarma,970281782,DISABITUANTE SPRAY 300ML,1,0.33,0,2,1
SubitoFarma,970283952,MELATONINA ZN-S PIERPAOLI60CPR,1,0.33,0,105,5
SubitoFarma,970283964,PROVISION PIERPAOLI 60CPR,1,0.33,0,15,7
SubitoFarma,970326841,CISTAVIT 30CPS,1,0.33,0,3,1
SubitoFarma,970326930,PROMOVIA SIRINGA*INTRA-ART 4 @,1,0.33,0,3,1
SubitoFarma,970378574,THERAMICOTIC SPRAY 200ML,1,0.33,0,16,1
SubitoFarma,970385314,AVIUR RETARD 10CPS,1,0.33,0,1,1
SubitoFarma,970408062,NEO MINERALSALZ REINTEGRANTE,1,0.33,0,3,3
SubitoFarma,970424368,TREGORD 20STICK PACK 10ML,1,0.33,0,24,3
SubitoFarma,970429700,DEFENCE COLOR OMBR MONO 415,1,0.33,0,1,1
SubitoFarma,970429902,DEFENCE SUN 30 BAB&KID LAT P/A,1,0.33,0,0,
SubitoFarma,970432795,RUMMO LINGUINE N13 RISO I/MAIS,1,0.33,0,41,4
SubitoFarma,970439838,SENNAB 60CPR,1,0.33,0,27,2
SubitoFarma,970441844,XEMOSE C8+ CR 200ML,1,0.33,0,16,7
SubitoFarma,970443329,NEOGALENO PASTA L-MOD 250ML,1,0.33,0,3,
SubitoFarma,970444877,VELVET SOFT RICAR ROLL EX ESFO,1,0.33,0,2,7
SubitoFarma,970448700,BETBERRY 80 10BUST,1,0.33,0,9,2
SubitoFarma,970448849,CARCIOFO ESTRATTO INTEGR 200ML,1,0.33,0,6,3
SubitoFarma,970450235,VISCHIO ESTRATTO INTEGR 200ML,1,0.33,0,5,10
SubitoFarma,970451124,OCTILIA LACRIMA 10ML,1,0.33,0,62,10
SubitoFarma,970452049,VITAMINA D 2000 UI 168CPR MAST,1,0.33,0,30,11
SubitoFarma,970454346,PIC BRACCIALE RIG MISUR PRESS,1,0.33,0,1,2
SubitoFarma,970484818,SEROMILK PLUS 15CPR,1,0.33,0,53,1
SubitoFarma,970487219,LEUKOPLAST ELASTIC 1MX6CM,1,0.33,0,15,1
SubitoFarma,970488197,CRONASSIAL 30CPR,1,0.33,0,28,2
SubitoFarma,970488868,HYDRO FUEL ARANCIA 480G,1,0.33,0,8,6
SubitoFarma,970503114,TIAGIN FAST 10CPS VAGINALI SOF,1,0.33,0,234,4
SubitoFarma,970524942,PROVITA MAMMA 50CPS,1,0.33,0,6,1
SubitoFarma,970525705,SANISPIRA ALLERGIA NAS S 10PZ,1,0.33,0,9,2
SubitoFarma,970538551,VETRAMIL DERMASHAMPOO 150ML,1,0.33,0,0,
SubitoFarma,970702054,STERILIZZATORE PORT BLU/VE,1,0.33,0,10,1
SubitoFarma,970708119,FITOSTILL PLUS GTT OCUL 10F MO,1,0.33,0,74,7
SubitoFarma,970726574,MIRRA ESTRATTO INTEGRALE 200ML,1,0.33,0,1,1
SubitoFarma,970771390,CLOREXYDERM OTO PIU' 150ML,1,0.33,0,60,2
SubitoFarma,970795100,RENAL P 70G,1,0.33,0,12,2
SubitoFarma,970795175,RENAL N 70G,1,0.33,0,15,9
SubitoFarma,970802512,EOS BIOVERDE 1000ML,1,0.33,0,11,5
SubitoFarma,970928178,SPEEDICATH FLEX AUTOLUB CH12 N,1,0.33,0,35,1
SubitoFarma,970936403,REPLANA ANTIAGE 50ML,1,0.33,0,3,1
SubitoFarma,970982892,MELISSA ESTRATTO INTEGR 200ML,1,0.33,0,1,2
SubitoFarma,970988059,STERI STRIP SKIN 6X75MM 6STR,1,0.33,0,7,9
SubitoFarma,970991826,ESI GARCINIA CAMBOGIA 60CPR,1,0.33,0,52,11
SubitoFarma,970996841,WINTUSS SCIROPPO 170ML,1,0.33,0,83,4
SubitoFarma,971010653,BIO ESSENZE ALLUME POTASSIO SP,1,0.33,0,12,3
SubitoFarma,971051281,LEVIOR FLORA10 100CPR,1,0.33,0,1,1
SubitoFarma,971052042,SANISPIRA ALLERGIA NAS L 10PZ,1,0.33,0,5,4
SubitoFarma,971055468,EAU THERMALE LAIT CORPO 500ML,1,0.33,0,0,
SubitoFarma,971055470,EAU THERMALE BALSAMO CORPO,1,0.33,0,13,5
SubitoFarma,971060456,AURICULARIA GHEOS 90CPS,1,0.33,0,3,1
SubitoFarma,971060898,TENA MEN LEVEL 2 10PZ,1,0.33,3,97,
SubitoFarma,971061902,FUMARIA ESTRATTO INTEGR 200ML,1,0.33,0,1,1
SubitoFarma,971064225,METARELAX NEW 40BUST,1,0.33,0,5,
SubitoFarma,971068871,OMEGOR KIDS 60CPS MASTICABILI,1,0.33,0,24,1
SubitoFarma,971086273,KIT PAPPA 6 MESI+ AZZURRO,1,0.33,0,6,1
SubitoFarma,971086285,KIT PAPPA 6 MESI+ ROSA,1,0.33,0,1,1
SubitoFarma,971086297,KIT PAPPA 12 MESI+ AZZURRO,1,0.33,0,2,
SubitoFarma,971086309,KIT PAPPA 12 MESI+ ROSA,1,0.33,0,5,1
SubitoFarma,971092248,PROCOMBO 10CPS,1,0.33,0,32,6
SubitoFarma,971101706,IALURASE PLUS 48CPR,1,0.33,0,7,
SubitoFarma,971114590,PILOSELLA ESTRATTO INTEGR200ML,1,0.33,0,1,2
SubitoFarma,971170699,PROXERA DOCCIA CREMA 300ML,1,0.33,0,23,4
SubitoFarma,971179989,BIOCARBONE RAPIDO 8FL,1,0.33,0,12,7
SubitoFarma,971192859,TIGLIO ESTRATTO INTEGRALE200ML,1,0.33,0,5,1
SubitoFarma,971197177,EQUISETO ESTRATTO TIT 60PAST,1,0.33,0,1,1
SubitoFarma,971197292,MACA PERUVIANA ESTR TIT 60PAST,1,0.33,0,4,1
SubitoFarma,971256122,SERENICUM GOCCE 30ML,1,0.33,0,2,1
SubitoFarma,971260308,CLEARBLUE RILEVAZIONE PRECOCE,1,0.33,1,585,
SubitoFarma,971262542,BABYSTAR PANN 16/30KG T6 14PZ,1,0.33,0,69,5
SubitoFarma,971268937,ATODERM HUILE DE DOUCHE 200ML,1,0.33,0,8,11
SubitoFarma,971272481,BARIEDERM CICA-CREMA 40ML,1,0.33,0,27,6
SubitoFarma,971272594,ESI MELATONIN PURA RETARD90TAV,1,0.33,0,65,7
SubitoFarma,971298803,ANSIMEL 40CPS,1,0.33,0,5,6
SubitoFarma,971299944,PERIO AID INTENSIVE CARE GEL,1,0.33,0,20,1
SubitoFarma,971302005,FLOXEA GEL VAGINALE 6 APPLIC,1,0.33,0,10,1
SubitoFarma,971325220,PEDIATRE GOCCE 7ML,1,0.33,0,45,1
SubitoFarma,971325232,PEDIAFLUOR 7ML,1,0.33,0,76,1
SubitoFarma,971325271,PEDIAKD PLUS 5ML,1,0.33,0,11,7
SubitoFarma,971333620,ERITROSE CREMA 50ML,1,0.33,0,9,6
SubitoFarma,971337403,DOLAREN EMULGEL 200ML,1,0.33,0,6,1
SubitoFarma,971338037,NUCRON PASTA 30G,1,0.33,0,23,3
SubitoFarma,971347606,GEHWOL CUSC CALCAGNO L PAIO,1,0.33,0,0,
SubitoFarma,971347620,BIOREPAIR PLUS DENTI SENSIBILI,1,0.33,0,151,
SubitoFarma,971347657,BIOREPAIR PLUS PROT TOTALE75ML,1,0.33,0,74,
SubitoFarma,971357013,OTTOCID PLUS 300ML,1,0.33,1,159,6
SubitoFarma,971369513,PHITOCREMA PRURISTOP 30ML,1,0.33,0,1,1
SubitoFarma,971373182,ANSIOTEN OROSOLUBILE 30CPR,1,0.33,0,99,4
SubitoFarma,971373954,ICROSS GEL GOCCE OCUL 15PZ,1,0.33,0,11,2
SubitoFarma,971377559,BASE LAVANTE 273 300ML,1,0.33,0,18,3
SubitoFarma,971393931,REFEEL CREMA 30ML,1,0.33,0,190,3
SubitoFarma,971399617,INTENSIVE HYALURONIC MASQUE,1,0.33,0,1,1
SubitoFarma,971484593,DILATATORE NASALE,1,0.33,0,19,1
SubitoFarma,971485901,ANGSTROM PROT CREMA SOL SPF15,1,0.33,0,19,4
SubitoFarma,971486105,ANGSTROM PROT LATTE DOPOS200ML,1,0.33,0,6,1
SubitoFarma,971550900,EISENACT 20CPR,1,0.33,0,9,1
SubitoFarma,971559479,AVEENO BABY SR BAGNETTO CREMA,1,0.33,0,2,1
SubitoFarma,971621937,ACQUA ALLE ROSE TONICO CL300ML,1,0.33,0,51,9
SubitoFarma,971635089,OLIO DI COCCO BIO 500ML,1,0.33,0,4,3
SubitoFarma,971655067,BARIEDERM UNGUENTO 40G,1,0.33,0,128,7
SubitoFarma,971664533,STREP A ANTIGEN HOME TEST 2PZ,1,0.33,0,32,4
SubitoFarma,971664558,SCREEN TEST NICOTINA/COTIN UR,1,0.33,0,1,1
SubitoFarma,971695515,EUCERIN UREAREP 10% CREMA PIED,1,0.33,0,136,11
SubitoFarma,971724265,CURCUMINASOL 185 30CPS,1,0.33,0,1,3
SubitoFarma,971735408,NALKEVIT D GOCCE 9ML,1,0.33,0,5,1
SubitoFarma,971737566,AXIMAGNESIO 100CPR,1,0.33,0,36,12
SubitoFarma,971739798,BEDREN MIRTILLO 500ML,1,0.33,0,3,1
SubitoFarma,971739800,BEDREN ACE 500ML,1,0.33,0,1,1
SubitoFarma,971741754,PEDIAPEG 400G,1,0.33,0,12,3
SubitoFarma,971748429,NUCRON PASTA 15G,1,0.33,0,41,4
SubitoFarma,971752112,VITA ACT CALCIO+VIT D 60CPR,1,0.33,0,31,12
SubitoFarma,971752264,B-VITAL TOTALE SOLUZIONE 100ML,1,0.33,0,33,5
SubitoFarma,971754128,MISCELA 3 OLII LASS 500ML MD,1,0.33,0,6,8
SubitoFarma,971755018,FILORIN GOLA SPRAY ORALE 50ML,1,0.33,0,14,1
SubitoFarma,971755792,ICOPIUMA BENDA AD TNT 10X25 2P,1,0.33,1,16,4
SubitoFarma,971804568,PROTOCOL BONE 30BUST,1,0.33,0,29,5
SubitoFarma,971811308,PRIMO CONFORTO 20ML,1,0.33,0,1,2
SubitoFarma,971931997,REFLUREX 20BUST MONODOSE 15ML,1,0.33,0,6,1
SubitoFarma,971952763,CH PARACAPEZZOLI SIL SMALL,1,0.33,0,43,1
SubitoFarma,971957446,ARNICA 10% GEL F 50 72ML,1,0.33,0,9,12
SubitoFarma,971979113,SAUBER AREG OPTOE 70 LIS NEU 5,1,0.33,0,2,3
SubitoFarma,971980469,NUXE HP ORO 50ML OLIO SECCO,1,0.33,0,5,11
SubitoFarma,972001503,KAMILLA 400ML,1,0.33,38,454,1
SubitoFarma,972035416,FLOGOSPIR ACT 10CPS,1,0.33,0,11,2
SubitoFarma,972036331,"GUM TRAVLER 1618 SCOVO 2,0 6PZ",1,0.33,0,55,12
SubitoFarma,972036750,EUCERIN PH5 SOFT CREAM 450ML,1,0.33,0,5,12
SubitoFarma,972133262,LACRIVET GTT OCUL STRIP 10FL,1,0.33,0,23,5
SubitoFarma,972150445,ROSELIANE CR SPF30 40ML,1,0.33,0,33,12
SubitoFarma,972254167,ZIMER 20BUST 3G ARANCIA,1,0.33,0,3,1
SubitoFarma,972260614,RIGEAVIT 30CPR,1,0.33,0,11,2
SubitoFarma,972264410,YOVIS STICK 10BUST,1,0.33,0,977,
SubitoFarma,972264648,BLEFASTOP PLUS GARZA COT RX28P,1,0.33,0,35,2
SubitoFarma,972269599,ONYCOPHASE K SOLUZ UNGHIE 15ML,1,0.33,0,11,5
SubitoFarma,972293169,LEVASTEN 10FL 10ML,1,0.33,0,48,1
SubitoFarma,972300091,RESCUE ORIG SPRAY S/ALCOL 20ML,1,0.33,0,25,6
SubitoFarma,972320574,PREMIERE CREME MIN SPF50+ 50ML,1,0.33,0,9,9
SubitoFarma,972320776,COLLAGENE MARINO LIQUIDO 500ML,1,0.33,0,3,12
SubitoFarma,972352470,BEBE C SLIP USA E GETTA 38/42,1,0.33,0,22,1
SubitoFarma,972394668,MAVENDREN 20CPR,1,0.33,0,23,1
SubitoFarma,972455036,MACA NERA POLVERE BIO 200G,1,0.33,0,5,1
SubitoFarma,972458083,MINERAL 89 SIERO 50ML,1,0.33,0,7,12
SubitoFarma,972462749,CLINNIX CREMAGEL 5X25ML,1,0.33,0,1,1
SubitoFarma,972495550,PRIOVIT 12 FORTE 36CARAM,1,0.33,0,14,3
SubitoFarma,972501047,AZN CREMA 30ML BRADERM,1,0.33,0,119,2
SubitoFarma,972509018,XEMOSE C8+ OLIO DET 500ML,1,0.33,0,79,
SubitoFarma,972515314,PROBIOTIC P-450 12STICK MONOD,1,0.33,0,3,1
SubitoFarma,972532651,PEPTIVIS LIMONE 20BUST,1,0.33,0,6,6
SubitoFarma,972539872,FLOGOX 30CPS,1,0.33,0,36,2
SubitoFarma,972591806,ACTIV MU 45CPS,1,0.33,0,3,2
SubitoFarma,972592238,ARKOCPS GRIFFONIA 45CPS,1,0.33,0,5,7
SubitoFarma,972594182,PIC MISUR PRES MOBILERAPID,1,0.33,0,5,8
SubitoFarma,972680918,INULINA DA CICORIA 200G,1,0.33,0,11,1
SubitoFarma,972730562,IBLADOL 20BUST,1,0.33,0,0,
SubitoFarma,972760425,MANGANESE OLIMENTOVIS 200ML,1,0.33,0,4,1
SubitoFarma,972790416,NEO MOM SHAMPOO ANTIPARAS150ML,1,0.33,0,46,3
SubitoFarma,973076223,FANPROST TEVA 30CPS SOFTGEL,1,0.33,0,28,9
SubitoFarma,973078621,DOCCIA&SHAMPOO ARANCIA 150ML,1,0.33,0,1,6
SubitoFarma,973147818,PROXIAN 30STICK,1,0.33,0,248,6
SubitoFarma,973148707,RISALIX 20BUST 3G,1,0.33,0,81,1
SubitoFarma,973188067,OVOFERT FAST CPS,1,0.33,0,5,2
SubitoFarma,973191479,NEOVADIOL ROSE PLATINIUM 50ML,1,0.33,0,17,10
SubitoFarma,973257456,MURNIL SENSITIVE DERMA 40CPR,1,0.33,0,2,2
SubitoFarma,973260312,TIMOGLICAN CAPELLI UNGHIE GRAN,1,0.33,0,13,5
SubitoFarma,973292954,ACNAID CE SAPONE LIQUIDO 300ML,1,0.33,0,1,
SubitoFarma,973293145,FIXOMULL STRETCH M10X10CM,1,0.33,0,0,
SubitoFarma,973321906,METACLEAR 30CPR,1,0.33,0,9,6
SubitoFarma,973321920,CANDEX 45CPS,1,0.33,0,15,7
SubitoFarma,973344157,ARNICA ECHINACEA POLVERE 20G,1,0.33,0,12,11
SubitoFarma,973344450,IALOZON GEL 15ML,1,0.33,0,47,2
SubitoFarma,973353016,CLINNIX COLESTEROLO 60CPS,1,0.33,0,3,1
SubitoFarma,973363652,REV ACNOSAL ORAL 30CPS,1,0.33,0,8,3
SubitoFarma,973476498,BLANX WHITE SHOCK TRATTAMENTO,1,0.33,0,0,
SubitoFarma,973476575,ERAVEN EMO 20BUST,1,0.33,0,11,3
SubitoFarma,973609528,CH IL MANGIAPANNOLINI 2017,1,0.33,0,2,4
SubitoFarma,973622703,VIDLIFE 30CPR,1,0.33,0,72,1
SubitoFarma,973623869,FORTIF3 30CPS,1,0.33,0,34,4
SubitoFarma,973641095,LYSOFORM PROT MANI CLASS 250ML,1,0.33,0,3,6
SubitoFarma,973648886,LENET MICO 400ML,1,0.33,0,8,4
