"minsan";"name";"keyword";"description"
"978106565";"ELMEX COLLUTORIO JUNIOR 400ML";"Collutorio elmex 400 ml";"<h1>ELMEX COLLUTORIO JUNIOR</h1> <div align=""justify""><b>Descrizione</b><br> Collutorio che completa il sistema per la protezione dalla carie ad ogni et&agrave;. La formula del collutorio forma uno scudo attivo che remineralizza e protegge efficacemente dalla carie. &Egrave; ideale per bambini portatori di apparecchi ortodontici. Gusto delicato di menta (senza alcool), studiato appositamente per i bambini.<br> <br> <b>Formato</b><br> Flacone da 400 ml.</div>"
"978240897";"CERAVE SA CREMA LEVIGANTE 340G";"Crema acido salicilico e urea";"<h2>CeraVe</h2> <h1>SA Crema Levigante</h1> <div align=""justify""> <b>Descrizione</b><br> Crema levigante per pelle molto secca, ruvida e screpolata. Esfolia, ammorbidisce e lenisce la pelle screpolata e aiuta a ripristinare la barriera protettiva della pelle.<br> Con 3 ceramidi essenziali, urea e acido salicilico.<br> Prodotto non comedogeno, ipoallergenico e senza profumo.<br> <br> <b>Modalit&agrave; d'uso</b><br> Applicare ogni volta che se ne sente il bisogno.<br> <br> <b>Componenti</b><br> Aqua/water, urea, cetyl alcohol, glyceryl stearate SE, cetearyl alcohol, niacinamide, Butyrospermum parkii (shea) butter, C12-13 alkyl lactate, PEG-100 stearate, glycerin, behentrimonium methosulfate, dimethicone, triacetin, ceramide NP, ceramide AP, ceramide EOP, carbomer, sodium lactate, salicylic acid, sodium hydroxide, sodium lauroyl lactylate, sodium hyaluronate, cholesterol, phenoxyethanol, disodium EDTA, capryloyl salicylic acid, hydroxyacetophenone, citric acid, lactic acid, phytosphingosine, xanthan gum, ethylhexylglycerin.<br> <br> <b>Avvertenze</b><br> Evitare il contorno occhi. In caso di contatto con gli occhi, risciacquare immediatamente e abbondantemente.<br> <br> <b>Conservazione</b><br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Vasetto da 340 g.<br> <br> <b>Cod.</b> MB190500</div>"
"978240909";"CERAVE SA CREMA LEVIGANTE177ML";"Crema idratante corpo per pelle molto secca";"<h2>CeraVe</h2> <h1>SA Crema Levigante</h1> <div align=""justify""> <b>Descrizione</b><br> Crema levigante per pelle molto secca, ruvida e screpolata. Esfolia, ammorbidisce e lenisce la pelle screpolata e aiuta a ripristinare la barriera protettiva della pelle.<br> Con 3 ceramidi essenziali, urea e acido salicilico.<br> Prodotto non comedogeno, ipoallergenico e senza profumo.<br> <br> <b>Modalit&agrave; d'uso</b><br> Applicare ogni volta che se ne sente il bisogno.<br> <br> <b>Componenti</b><br> Aqua/water, urea, cetyl alcohol, glyceryl stearate SE, cetearyl alcohol, niacinamide, Butyrospermum parkii (shea) butter, C12-13 alkyl lactate, PEG-100 stearate, glycerin, behentrimonium methosulfate, dimethicone, triacetin, ceramide NP, ceramide AP, ceramide EOP, carbomer, sodium lactate, salicylic acid, sodium hydroxide, sodium lauroyl lactylate, sodium hyaluronate, cholesterol, phenoxyethanol, disodium EDTA, capryloyl salicylic acid, hydroxyacetophenone, citric acid, lactic acid, phytosphingosine, xanthan gum, ethylhexylglycerin.<br> <br> <b>Avvertenze</b><br> Evitare il contorno occhi. In caso di contatto con gli occhi, risciacquare immediatamente e abbondantemente.<br> <br> <b>Conservazione</b><br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Tubo da 177 ml<br> <br> <b>Cod.</b> MB190900</div>"
"978242954";"TEA TREE OE BIO 10ML";"Olio essenziale tea tree";"<h1>BIOEARTH<br> Tea tree</h1> <div align=""justify""><b>Descrizione</b><br> Integratore alimentare a base di olio essenziale di tea tree [Melaleuca alternifolia (Maiden & Betche) cheel] indicato per sostenere la funzionalit&agrave; delle prime vie respiratorie.<br> <br> <b>Ingredienti</b><br> Tea tree [Melaleuca alternifolia (Maiden & Betche) cheel olio essenziale biologico.<br> <br> <b>Caratteristiche nutrizionali</b><br> <table border=""1""cellspacing=""0""cellpadding=""1"" width=""350""> <tr><th colspan=""2"" align=""center""><b>Tenore medio per dose massima giornaliera <br> consigliata (9 gocce pari a circa 0,265 ml)</b></th></tr> <tr><td>Olio essenziale</td><td align=""center"">238 mg</td></tr> </table><br> <b>Modalit&agrave; d'uso</b><br> Si consiglia di assumere 3 gocce diluite in un cucchiaino di olio vegetale o zucchero, 2-3 volte al giorno, dopo i pasti.<br> <br> <b>Avvertenze</b><br> Gli oli essenziali sono sostanze concentrate e non vanno usate pure, ma diluite. Evitare il contatto con occhi e mucose. Non superare la dose giornaliera consigliata. Gli integratori alimentari non vanno intesi come sostituti di uno stile di vita sano. Non assumere in gravidanza e durante l'allattamento. Tenere fuori dalla portata dei bambini di et&agrave; inferiore a 3 anni. Per l'uso del prodotto in gravidanza, allattamento e nei bambini si consiglia di sentire il parere del medico.<br> <br> <b>Conservazione</b><br> Conservare ben chiuso in luogo fresco ed asciutto, al riparo dalla luce solare diretta e da fonti di calore. La data di fine validit&agrave; si riferisce al prodotto correttamente conservato, in confezione integra.<br> <br> <b>Formato</b><br> Flacone da 10 ml.<br> <br> <b>Cod.</b> OETEA10</div>"
"978242966";"TEA TREE OE BIO 30ML";"Olio essenziale tea tree 30 ml";"<h1>BIOEARTH<br> Tea tree</h1> <div align=""justify""><b>Descrizione</b><br> Integratore alimentare a base di olio essenziale di tea tree [Melaleuca alternifolia (Maiden & Betche) cheel] indicato per sostenere la funzionalit&agrave; delle prime vie respiratorie.<br> <br> <b>Ingredienti</b><br> Tea tree [Melaleuca alternifolia (Maiden & Betche) cheel olio essenziale biologico.<br> <br> <b>Caratteristiche nutrizionali</b><br> <table border=""1""cellspacing=""0""cellpadding=""1"" width=""350""> <tr><th colspan=""2"" align=""center""><b>Tenore medio per dose massima giornaliera <br> consigliata (9 gocce pari a circa 0,265 ml)</b></th></tr> <tr><td>Olio essenziale</td><td align=""center"">238 mg</td></tr> </table><br> <b>Modalit&agrave; d'uso</b><br> Si consiglia di assumere 3 gocce diluite in un cucchiaino di olio vegetale o zucchero, 2-3 volte al giorno, dopo i pasti.<br> <br> <b>Avvertenze</b><br> Gli oli essenziali sono sostanze concentrate e non vanno usate pure, ma diluite. Evitare il contatto con occhi e mucose. Non superare la dose giornaliera consigliata. Gli integratori alimentari non vanno intesi come sostituti di uno stile di vita sano. Non assumere in gravidanza e durante l'allattamento. Tenere fuori dalla portata dei bambini di et&agrave; inferiore a 3 anni. Per l'uso del prodotto in gravidanza, allattamento e nei bambini si consiglia di sentire il parere del medico.<br> <br> <b>Conservazione</b><br> Conservare ben chiuso in luogo fresco ed asciutto, al riparo dalla luce solare diretta e da fonti di calore. La data di fine validit&agrave; si riferisce al prodotto correttamente conservato, in confezione integra.<br> <br> <b>Formato</b><br> Flacone da 30 ml.<br> <br> <b>Cod.</b> OETEA30</div>"
"978244743";"PROFAR SPAZZOLINO J 7-12ANNI";"Profar dentifricio";"<h1>SPAZZOLINO JUNIOR 7-12 ANNI</h1> <div align=""justify""> <b>Descrizione</b><br> Con testina compatta dalle setole morbide e arrotondate. Le setole centrali colorate aiutano a dosare la giusta quantit&agrave; di dentifricio. Il manico ergonomico antiscivolo garantisce una presa sicura.<br> <br> <b>Formato</b><br> 1 pezzo.<br> <br> </div>"
"978250239";"GUAM LEGGINGS ACTIVE XS/S";"Guam leggings notte";"<h1> GUAM LEGGINGS ACTIVE </h1>"
"978251977";"NIVEA HYALURON CELL A/GRAV GG";"Crema anti macchia";"<h1>NIVEA<br> HYALURON CELLULAR FILLER ANTI GRAVIT&Agrave; RICOMPATTANTE</h1> <div align=justify> <b>Descrizione</b><br> Crema cellular filler, effetto anti-et&agrave;, azione ricompattante durante il giorno. Riduce le rughe, aiuta a prevenire le macchie cutanee, ricarica la pelle, rende la pelle luminosa ed elastica.<br> <br> <b>Componenti</b><br> Acido ialuronico e booster di collagene e di elastina.<br> <br> <b>Conservazione</b><br> Validit&agrave; a confezionamento integro: 30 mesi<br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Vasetto da 50 ml.<br> <br> <b>Cod.</b> 82612"
"978268682";"SENSIBIO H20 AR ACQ MICEL250ML";"Sensibio h2o acqua micellare 500 ml";"<h1>Sensibio H2O AR</h1> <div align=""justify""><b>Descrizione</b><br> Detergente e struccante che favorisce la diminuzione dei rossori. Sensibio H2O AR &egrave; l'unica e sola acqua micellare dermatologica a presentare una perfetta compatibilit&agrave; con la pelle. I suoi esteri di acidi grassi, elementi costitutivi delle micelle, sono simili ai fosfolipidi delle membrane delle cellule cutanee e aiutano a ricostruire in modo naturale il film idrolipidico della pelle. Il suo esclusivo brevetto Rosactiv agisce direttamente sul VEGF, una delle cause principali della dilatazione e dell'indebolimento dei capillari, fonti di rossori. L'estratto di Cucumis Sativus lenisce immediatamente. Formula senza profumo, senza alcool, senza parabeni, ipoallergenico.<br><br> <b>Componenti</b><br> Aqua/water/eau, PEG-6 caprylic/capric glycerides, Aloe barbadensis leaf extract, Cucumis sativus (Cucumber) fruit extract, mannitol, xylitol, rhamnose, fructo-oligosaccharides, lecithin, Ginkgo biloba leaf extract, Camellia sinensis leaf extract, propylene glycol, disodium EDTA, cetrimonium bromide, sodium hydroxide, citric acid.<br> <br> <b>Modalit&agrave; d'uso</b><br> <b>1)</b> Imbevere un batuffolo di cotone con Sensibio H2O AR.<br> <b>2)</b> Detergere e/o struccare viso e occhi.<br> <b>3)</b> Ripetere l'applicazione fino a che il cotone non risulti pulito.<br> <b>4)</b> Tamponare il vostro viso con un batuffolo di cotone pulito.<br> <br> <b>Conservazione</b><br> Validit&agrave; a confezionamento integro: 36 mesi.<br> <br> <b>Formato</b><br> Flacone da 250 ml.<br> <br> </div>"
"978269153";"DERCOS KERASOL SHAMPOO 250ML";"Dercos shampoo anticaduta 400 ml";"<h1>Dercos Kera-Solutions<br> SHAMPOO</h1> <div align=justify> <b>Descrizione</b><br> Una gamma progettata per riparare la fibra capillare rimanendo delicata sul cuoio capelluto sensibile. Infatti, il tempo, i raggi UV, le aggressioni meccaniche, termiche e chimiche possono danneggiare la struttura della fibra degradando la cheratina dei capelli. Kera-Solutions ripara i danni causati dalla perdita di cheratina grazie a formule arricchite con tecnologia Micro-Filling, Pro-Keratin Complex e componenti ispirati ai trattamenti skincare.<br> <br> <b>Modalit&agrave; d'uso</b><br> Applicare lo shampoo sul cuoio capelluto e sui capelli bagnati. Massaggiare delicatamente e risciacquare. Per una riparazione ottimale, usare shampoo + maschera + siero: -63% di danni superficiali dopo 1 applicazione (test strumentale).<br> <br> <b>Componenti</b><br> Aqua (water), sodium laureth sulfate, cocamidopropyl betaine, dimethicone, sodium chloride, parfum (fragrance), acetic acid, allantoin, amodimethicone, carbomer, CI 77891 (titanium dioxide), citric acid, coco-betaine, <i>Cocos nucifera</i> oil (coconut oil), fumaric acid, glycol distearate, guar hydroxypropyl trimonium chloride, hexylene glycol, hydrolyzed corn protein, hydrolyzed soy protein, hydrolyzed wheat protein, mica, PEG-100 stearate, phenoxyethanol, salicylic acid, sodium benzoate, sodium hydroxide, steareth-6, trideceth-10, trideceth-3.<br> <br> <b>Avvertenze</b><br> In caso di contatto con gli occhi, risciacquare immediatamente e abbondantemente.<br> <br> <b>Conservazione</b><br> Validit&agrave; post-apertura: 12 mesi<br> <br> <b>Formato</b><br> Flacone da 250 ml<br> <br> <b>Cod.</b> MB171900"
"978305516";"VITIS JUNIOR GEL 75ML INTL";"Vitis gengive sane dentifricio";"<h1>VITIS JUNIOR DENTAL GEL TUTTI FRUTTI</h1> <div align=""justify""><b>Descrizione</b><br> Il dentifricio quotidiano Vitis Junior Gel, dal sapore Tutti Frutti, &egrave; stato formulato appositamente per l'igiene orale in questa fase speciale, in cui inizia lo sviluppo della dentizione adulta. La sua formulazione con fluoro, xilitolo e pantenolo, insieme ad una corretta spazzolatura, aiuta ad eliminare la placca dentale (biofilm orale) e detriti alimentari per prevenire la formazione di carie, mentre rimineralizza lo smalto dei denti e cura le gengive nei bambini oltre i 6 anni di et&agrave;. Allo stesso modo, a causa della sua bassa abrasivit&agrave; non danneggia i denti durante la spazzolatura. <br> -Bassa abrasivit&agrave;<br> -Senza zucchero.<br><br> <b>Componenti</b><br> Aqua, sorbitol, silica, glycerin, sodium benzoate, panthenol, xylitol, cellulose gum, PEG-40 hydrogenated castor oil, sodium lauroyl sarcosinate, sodium fluoride, propylene glycol, sodium saccharin, benzoic acid, mica, citric acid, titanium dioxide, tetrasodium EDTA, neohesperidin dichalcone, aroma, CI 16035.<br> <br> Senza <b>glutine</b> e senza <b>lattosio</b>. <br> <br> <b>Modalit&agrave; d'uso</b><br> Applicare una quantit&agrave; equivalente alla dimensione di 2 piselli del gel dentale Vitis Junior su uno spazzolino adatto con filamenti morbidi e arrotondati come il pennello Vitis junior. Lavarsi accuratamente i denti almeno 2 volte al giorno, per almeno 2 minuti, preferibilmente dopo i pasti e prima di andare a letto.<br> <br> <b>Avvertenze</b><br> Non ingerire.<br> La spazzolatura deve essere controllata da un adulto al fine di ridurre al minimo il rischio di ingestione. <br> Indicato per bambini di et&agrave; superiore ai 6 anni.<br> Tenere fuori dalla portata dei bambini. <br> Se si sta ricevendo una riserva extra di fluoruro attraverso altre fonti, consultare il dentista o il medico di famiglia.<br>Contiene sodio fluoruro (1.450 ppm).<br> <br> <b>Conservazione</b><br> Validit&agrave; a confezionamento integro: 36 mesi.<br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Tubetto da 75 ml.<br> <br> <b>Cod.</b> 32662</div>"
"978305682";"SAGINIL IN 10 CANNULE TUBO60ML";"Saginil gel";"<h1>Saginil in<br> Cannule vaginali</h1> <div align=""justify""><b>Descrizione</b><br> Dispositivo medico normalizzante della reattivit&agrave; della mucosa vaginale. Trova utile indicazione nel trattamento della sintomatologia da iper-reattivit&agrave; mucosale indotta da utilizzo di antisettici in corso di vaginiti e da manovre di posizionamento di sistemi contraccettivi. Risulta particolarmente indicato nel controllo della sintomatologia vaginale conseguente all'uso di farmaci anti-estrogenici per il trattamento adiuvante in donne affette da neoplasia mammaria.<br> Saginil in cannule vaginali interviene sul mantenimento dell'integrit&agrave; morfo-funzionale della mucosa vaginale per contrastare l'innesco e l'amplificazione della sequela di eventi tissutali che caratterizzano, a livello locale, l'iper-reattivit&agrave; mastocitaria.<br> Saginil in cannule vaginali &egrave; in grado, inoltre, di controllare i fenomeni di ricorrenza che frequentemente si instaurano in seguito a vaginiti di differente eziologia. <br> <br> <b>Modalit&agrave; d'uso</b><br> In caso di trattamento per vaginiti, si consiglia l'uso di una cannula a giorni alterni (preferibilmente la sera) per 10 o 20 giorni o secondo indicazioni dello specialista. In caso di trattamento in donne in terapia anti-estrogenica, si consiglia una cannula al giorno fino ad attenuazione o remissione sintomatologica. L'uso del prodotto pu&ograve; essere effettuato in associazione al trattamento farmacologico in corso.<br> 1) Lavarsi accuratamente le mani. Al primo utilizzo, svitare il tappo del tubo, ruotarlo e usare la parte appuntita per forare il sigillo di alluminio. Non utilizzare se il sigillo &egrave; rotto.<br> 2) Estrarre una cannula dall'involucro protettivo e avvitarla all'imboccatura del tubo facendo attenzione a mantenere in asse i due componenti.<br> 3) Premere sul tubo in modo da riempire la cannula con il gel fino a completo riempimento, ossia fino a quando il pistoncino si arresta.<br> 4) Svitare la cannula dal tubo e riposizionare il tappo sul tubo.<br> 5) Per l'applicazione, sdraiarsi, inserire delicatamente l'estremit&agrave; della cannula in profondit&agrave; in vagina e svuotare il contenuto spingendo lentamente il pistone fino in fondo. Estrarre la cannula e gettarla dopo l'utilizzo.<br> <br> <b>Avvertenze</b><br> Evitare il contatto con gli occhi, risciacquare abbondantemente in caso di contatto oculare accidentale. Non ingerire. Tenere fuori dalla portata dei bambini. Il prodotto non &egrave; indicato per i soggetti gi&agrave; sensibilizzati ai componenti presenti nella formulazione. Usare preferibilmente entro la data indicata sulla confezione.<br>Saginil in cannule vaginali non interagisce con i trattamenti farmacologici comunemente adottati nella terapia delle vaginiti; per il suo uso contemporaneo consultare comunque il proprio medico. Nel periodo di trattamento, si consiglia l'uso del detergente Saginil Detergente intimo.<br><br> <b>Conservazione</b><br> Conservare ad una temperatura non superiore a 40&deg;C.<br> Validit&agrave; a confezionamento integro: 36 mesi.<br> <br> <b>Formato</b><br> Gel vaginale tubo da 60 ml + 10 cannule vaginali monouso riempibili a 5 ml.<br> <br> <b>Cod.</b> 6029</div>"
"978306393";"PODALUX SCARPA POSTOP II L";"Scarpe post operatorie alluce valgo";"<h1> DONJOY <br> PODALUX II </h1> <div align=""justify""> <b>Descrizione</b><br> Dispositivo Medico CE Classe I (Dir 93/42/CEE). Non sterile. <br> Scarpa post-operatoria dalla  rigidit&agrave; variabile. Per alluce valgo. <br> Piastra rigida brevettata rimovibile  per solidit&agrave; e sostegno all&rsquo;arcata. La soletta pu&ograve; variare da rigida  a semi-rigida, in base ai protocolli riabilitativi post-operatori. Protezione del tallone e stabilit&agrave; della caviglia, per ridurre il carico sull&rsquo;avampiede. Suola  oscillante antiscivolo per ulteriore stabilit&agrave; a piede e caviglia durante la  deambulazione. Forma ampia dell&rsquo;avampiede: il bordo anteriore ripara le dita per  una maggiore protezione e si pu&ograve; rifilare in caso di necessit&agrave;. Contatto  pieno sotto le dita che ne riduce l&rsquo;arricciamento e migliora l&rsquo;equilibrio.  Fodera traspirante a microreticolo e imbottitura caviglia. Chiusura a strappo facili da  indossare e regolare. Fascia aggiuntiva rimovibile per bendaggi voluminosi. Mascherina  rimovibile per copertura dita (inclusa). Ambidestra <br> <br> Particolarmente indicata  per alluce valgo, alluce rigido, bunionectomia, dita a martello, dita ad artiglio,  fratture da stress, lesioni del metatarso, lesioni o interventi ai tessuti molli. <br>  Mantiene piede, dita e avampiede in posizione corretta durante la riabilitazione. <br>  <br> <b>Modalit&agrave; d'uso</b><br> La scarpa post operatoria Podalux II consente di  adattarne la rigidit&agrave;. Se il protocollo post operatorio richiede una  rigidit&agrave; minore, rimuovere la piastra rigida per il piede. <br> 1) Aprire le  fascette di chiusura a contatto. <br> 2) Per rimuovere la piastra per il piede, estrarre  la soletta, rimuovere la piastra per il piede e riposizionare la soletta. <br> 3)  Inserire il piede nella scarpa. <br> 4) Chiudere le cinghie di chiusura a contatto a  partire dalla cinghia distale, proseguendo con la cinghia prossimale. <br> 5) Testare la  scarpa camminando per una breve distanza e regolare nuovamente le fascette di chiusura,  se necessario. <br> Se le cinghie per la chiusura della scarpa sono troppo corte o non si raggiunge un'aderenza corretta, usare la cinghia rimovibile. Piazzare la cinghia  rimovibile sulla parte superiore della scarpa e far aderire le cinghie di chiusura. Nella confezione &egrave; incluso anche un calzino corto per la protezione  dell&rsquo;avampiede. Non fissare le cinghie di chiusura sul calzino. <br> <br>  <b>Mantenimento</b><br> Lavare a mano in acqua fredda con sapone neutro e risciacquare  accuratamente. Asciugare all&rsquo;aria. Non asciugare a macchina o candeggiare. <br>  <br> <b>Componenti</b><br> Rivestimento esterno: poliestere / poliammide <br> Podalux  Soletta: PU + PVC <br> Podalight Soletta: PU <br> <br> <b>Avvertenze</b><br> Il prodotto  &egrave; destinato a essere utilizzato da un medico professionista, dal paziente o dal  caregiver del paziente. L&rsquo;utente deve poter leggere, comprendere ed essere  fisicamente in grado di rispettare tutte le indicazioni, le avvertenze e le precauzioni  fornite nelle istruzioni per l&rsquo;uso. <br> Non utilizzare se si &egrave; allergici a  uno qualsiasi dei materiali contenuti in questo prodotto. <br> Non usare su ferite  aperte. Non usare il dispositivo se risulta danneggiato e/o se la confezione &egrave;  stata aperta. In caso di dolore, gonfiore, variazioni di sensibilit&agrave; o altre  reazioni insolite durante l&rsquo;uso del prodotto, contattare immediatamente il medico.  <br> Contattare il produttore e l&rsquo;autorit&agrave; competente in caso di gravi  incidenti dovuti all&rsquo;uso di questo dispositivo. <br> <br> <b>Formato</b><br> <table border=""1""cellspacing=""0""cellpadding=""3""> <tr align=center><td> Codice interno </td><td>  Misura scarpa </td><td> Taglia </td></tr> <tr align=center><td> 82-0042-1 </td><td> 35 -  36 </td><td> S </td></tr> <tr align=center><td> 82-0042-2 </td><td> 37 - 38 </td><td> M  </td></tr> <tr align=center><td> 82-0042-3 </td><td> 39 - 40 </td><td> L </td></tr> <tr  align=center><td> 82-0042-4 </td><td> 41 - 42 </td><td> XL </td></tr> <tr  align=center><td> 82-0042-5 </td><td> 43 - 45 </td><td> XXL </td></tr> <tr  align=center><td> 82-0042-6 </td><td> >45 </td><td> XXXL </td></tr> </table> </div>"
"978306405";"PODALUX SCARPA POSTOP II M";"Scarpe post operatorie alluce valgo";"<h1> DONJOY <br> PODALUX II </h1> <div align=""justify""> <b>Descrizione</b><br> Dispositivo Medico CE Classe I (Dir 93/42/CEE). Non sterile. <br> Scarpa post-operatoria dalla  rigidit&agrave; variabile. Per alluce valgo. <br> Piastra rigida brevettata rimovibile  per solidit&agrave; e sostegno all&rsquo;arcata. La soletta pu&ograve; variare da rigida  a semi-rigida, in base ai protocolli riabilitativi post-operatori. Protezione del tallone e stabilit&agrave; della caviglia, per ridurre il carico sull&rsquo;avampiede. Suola  oscillante antiscivolo per ulteriore stabilit&agrave; a piede e caviglia durante la  deambulazione. Forma ampia dell&rsquo;avampiede: il bordo anteriore ripara le dita per  una maggiore protezione e si pu&ograve; rifilare in caso di necessit&agrave;. Contatto  pieno sotto le dita che ne riduce l&rsquo;arricciamento e migliora l&rsquo;equilibrio.  Fodera traspirante a microreticolo e imbottitura caviglia. Chiusura a strappo facili da  indossare e regolare. Fascia aggiuntiva rimovibile per bendaggi voluminosi. Mascherina  rimovibile per copertura dita (inclusa). Ambidestra <br> <br> Particolarmente indicata  per alluce valgo, alluce rigido, bunionectomia, dita a martello, dita ad artiglio,  fratture da stress, lesioni del metatarso, lesioni o interventi ai tessuti molli. <br>  Mantiene piede, dita e avampiede in posizione corretta durante la riabilitazione. <br>  <br> <b>Modalit&agrave; d'uso</b><br> La scarpa post operatoria Podalux II consente di  adattarne la rigidit&agrave;. Se il protocollo post operatorio richiede una  rigidit&agrave; minore, rimuovere la piastra rigida per il piede. <br> 1) Aprire le  fascette di chiusura a contatto. <br> 2) Per rimuovere la piastra per il piede, estrarre  la soletta, rimuovere la piastra per il piede e riposizionare la soletta. <br> 3)  Inserire il piede nella scarpa. <br> 4) Chiudere le cinghie di chiusura a contatto a  partire dalla cinghia distale, proseguendo con la cinghia prossimale. <br> 5) Testare la  scarpa camminando per una breve distanza e regolare nuovamente le fascette di chiusura,  se necessario. <br> Se le cinghie per la chiusura della scarpa sono troppo corte o non si raggiunge un'aderenza corretta, usare la cinghia rimovibile. Piazzare la cinghia  rimovibile sulla parte superiore della scarpa e far aderire le cinghie di chiusura. Nella confezione &egrave; incluso anche un calzino corto per la protezione  dell&rsquo;avampiede. Non fissare le cinghie di chiusura sul calzino. <br> <br>  <b>Mantenimento</b><br> Lavare a mano in acqua fredda con sapone neutro e risciacquare  accuratamente. Asciugare all&rsquo;aria. Non asciugare a macchina o candeggiare. <br>  <br> <b>Componenti</b><br> Rivestimento esterno: poliestere / poliammide <br> Podalux  Soletta: PU + PVC <br> Podalight Soletta: PU <br> <br> <b>Avvertenze</b><br> Il prodotto  &egrave; destinato a essere utilizzato da un medico professionista, dal paziente o dal  caregiver del paziente. L&rsquo;utente deve poter leggere, comprendere ed essere  fisicamente in grado di rispettare tutte le indicazioni, le avvertenze e le precauzioni  fornite nelle istruzioni per l&rsquo;uso. <br> Non utilizzare se si &egrave; allergici a  uno qualsiasi dei materiali contenuti in questo prodotto. <br> Non usare su ferite  aperte. Non usare il dispositivo se risulta danneggiato e/o se la confezione &egrave;  stata aperta. In caso di dolore, gonfiore, variazioni di sensibilit&agrave; o altre  reazioni insolite durante l&rsquo;uso del prodotto, contattare immediatamente il medico.  <br> Contattare il produttore e l&rsquo;autorit&agrave; competente in caso di gravi  incidenti dovuti all&rsquo;uso di questo dispositivo. <br> <br> <b>Formato</b><br> <table border=""1""cellspacing=""0""cellpadding=""3""> <tr align=center><td> Codice interno </td><td>  Misura scarpa </td><td> Taglia </td></tr> <tr align=center><td> 82-0042-1 </td><td> 35 -  36 </td><td> S </td></tr> <tr align=center><td> 82-0042-2 </td><td> 37 - 38 </td><td> M  </td></tr> <tr align=center><td> 82-0042-3 </td><td> 39 - 40 </td><td> L </td></tr> <tr  align=center><td> 82-0042-4 </td><td> 41 - 42 </td><td> XL </td></tr> <tr  align=center><td> 82-0042-5 </td><td> 43 - 45 </td><td> XXL </td></tr> <tr  align=center><td> 82-0042-6 </td><td> >45 </td><td> XXXL </td></tr> </table> </div>"
