sku,nome,click7,pos,stock,domanda_glob,vend_rete_30g,rete_90g,categoria_traffico
906355425,UVA URSINA ESTRATTO T 30ML,1,99,0,0.00,0,no,MORTO_vero
023475080,ACETAMOL*BB 10SUPP 250MG,1,2,6,0.00,0,no,GIA_POSIZIONATO_top5
983040546,ERISIMO 60CPS,1,9,0,0.00,0,no,MORTO_vero
908960558,SAUGELLA SOLIDO ZOLFO 100G,1,6,3,0.00,0,no,MAGAZZINO_senza_domanda
971090434,Q-ON STIMOLATORE MAGNETICO,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
908012659,CARMELITANI SCALZI AC MEL 50ML,1,99,0,0.00,0,no,MORTO_vero
974989028,BIONAIF PLANTARE ATT RELA34-38,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
975414069,GIBAUD GINOCCHIERA EL BLU 1,1,1,2,0.00,0,no,GIA_POSIZIONATO_top5
986895480,EKEEP H3 MALLEOKEEP CAVIGL 4,1,4,2,0.00,0,no,GIA_POSIZIONATO_top5
913175598,"LEUKOTAPE K TAPING 2,5X500 BLU",1,7,0,0.00,0,no,MORTO_vero
976785562,OMNI BIOTIC 6 7BUST,1,12,0,0.00,0,no,MORTO_vero
901292146,MIRTILLO BACCHE 60CPS,1,99,0,0.00,0,no,MORTO_vero
909462754,RECKEWEG R64 GOCCE 22ML,1,9,0,0.00,0,no,MORTO_vero
972516835,SUCCO 100% MELA ARA CAR LIM,1,99,0,0.00,0,no,MORTO_vero
034740035,NEOBOROCIL FLUID TOS*SCIR200ML,1,1,23,0.00,0,no,GIA_POSIZIONATO_top5
975972946,GIBAUD ORTHO ACT H35 CORS LS 1,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
935057392,"BIOKAP NUTRIC 7,4 BIO RAMATO",1,99,0,0.00,0,no,MORTO_vero
978940171,LFP ATTIVO MANDELICO 20ML,1,2,3,0.00,0,no,GIA_POSIZIONATO_top5
970154643,MODASANA 140 AD PU/A NATURE 3,1,6,0,0.00,0,no,MORTO_vero
909916987,SALVAGESSO GAMBA 6PZ BUST,1,7,3,0.00,0,no,MAGAZZINO_senza_domanda
941617538,ACCU-FINE AGO G31 8MM 100PZ,1,99,0,0.00,0,no,MORTO_vero
970449334,TENA WASH MOUSSE 400ML,1,8,0,0.00,0,no,MORTO_vero
911178059,SERENOA 100ML TM,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
987750712,LFP SOL SPRAY FRESCO 50+ 150ML,1,1,21,0.00,0,no,GIA_POSIZIONATO_top5
949976866,PRONTEX SOFT PAD MEDIC 10X8,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
903052138,OLIGOLITO OSTEUM 20F 2ML,1,8,0,0.00,0,no,MORTO_vero
905318895,PLAKKONTROL 30GG COLLUTORIO,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
901218343,CLOREXYDERM SHAMPOO FORTE200ML,1,99,0,0.00,0,no,MORTO_vero
985621349,MUSTELA STELATOPIA+ CREMA150ML,1,99,0,0.00,0,no,MORTO_vero
987853494,SPACE UP NASTRO TRASPARENTE,1,2,4,0.00,0,no,GIA_POSIZIONATO_top5
971169976,SAUBER COL 140 LIS NE 3,1,99,6,0.00,0,no,MAGAZZINO_senza_domanda
949886788,MYCLI C RECHARGE SIERO 15ML,1,1,10,0.00,0,no,GIA_POSIZIONATO_top5
902170149,SCHAR MIX B PREP PANE 1KG+20G,1,99,0,0.00,0,no,MORTO_vero
972059796,FLOCARE SACCA C/DEFLUS 2L INF,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
940386434,LONGLIFE SAMBUCO FORTE 60CPS,1,99,0,0.00,0,no,MORTO_vero
925943565,VIRAFER NEO 200ML,1,99,0,0.00,0,no,MORTO_vero
986466377,PROBIOS MAGIC PILLOW EX DARK,1,99,0,0.00,0,no,MORTO_vero
932519186,CISTIGELAR DUO 24CPS,1,99,0,0.00,0,no,MORTO_vero
912312129,LIEVITO ALIMEN FIOCCHI 200G,1,99,0,0.00,0,no,MORTO_vero
901335404,MAN SUPPORT 18 GAMB 18 NE 2,1,10,0,0.00,0,no,MORTO_vero
913213740,SKINSAN AKNE CR 30ML,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
976307948,REABILAX 16BUST,1,99,0,0.00,0,no,MORTO_vero
906989138,FOLINGRAV 60CPR,1,8,0,0.00,0,no,MORTO_vero
908169333,ELEUTEROCOCCO 20STICK 10ML,1,99,0,0.00,0,no,MORTO_vero
908740739,NOKSAN PARACALLI 9PZ,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
987864194,DURACELL EASY TAB 675 BLU,1,99,0,0.00,0,no,MORTO_vero
944959257,PRINCIPIUM COMPLESSO B FT24CPS,1,99,0,0.00,0,no,MORTO_vero
984862324,PROBIOS BIO CRISPY 3CE MUESLI,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
984733648,BAKEL NUTRI-REMEDY CASE&REFILL,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
986478713,DIGEST EV ENZYME 30CPR,1,99,0,0.00,0,no,MORTO_vero
986709184,LFP ATTIVO NIACINAMIDE 20ML,1,5,5,0.00,0,no,GIA_POSIZIONATO_top5
971748429,NUCRON PASTA 15G,1,6,0,0.00,0,no,MORTO_vero
908188927,GIBAUD CAVIGL INCROC TAGLIA 8,1,2,1,0.00,0,no,GIA_POSIZIONATO_top5
950457820,BILANCIA BABY DIGITAL MEDIFIT,1,8,0,0.00,0,no,MORTO_vero
906561966,EDERA OLIO MASSAGGIO 250ML,1,10,0,0.00,0,no,MORTO_vero
983784024,CLIVON CIST 20CPS,1,2,0,0.00,0,no,GIA_POSIZIONATO_top5
985827791,ECZEANE OLIO DETERGENTE 1L,1,6,0,0.00,0,no,MORTO_vero
983356496,"TRICOLOR CLASSIC 5,3 CACAO",1,11,0,0.00,0,no,MORTO_vero
981510112,ASHWAGANDHA BIO 60CPS,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
909492528,GIBAUD ORTHO COLL CERV MORB M1,1,9,2,0.00,0,no,MAGAZZINO_senza_domanda
984867325,BAKEL RELIEF-THER CASE&REFILL,1,1,1,0.00,0,no,GIA_POSIZIONATO_top5
935057366,"BIOKAP NUTRIC 7,0 BIO MEDIO",1,99,0,0.00,0,no,MORTO_vero
984780128,PROMODERM ACNE 400ML,1,99,0,0.00,0,no,MORTO_vero
985985593,GUSTO APROTEICO MACCHERONI RIG,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
981391182,KLORANE CREMA DOCCIA FIORE CUP,1,10,0,0.00,0,no,MORTO_vero
970451124,OCTILIA LACRIMA 10ML,1,12,0,0.00,0,no,MORTO_vero
989406741,INTERPROX PLUS 2G SUPERCONIC4P,1,9,0,0.00,0,no,MORTO_vero
947153971,BALNEUM BASIS OLIO BAGNO 500ML,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
982177937,DOLOMIA MU FOND 33 COL IDEA,1,4,3,0.00,0,no,GIA_POSIZIONATO_top5
944162357,NOVA SANIGEL ACTIVE MANI 400ML,1,1,497,0.00,0,no,GIA_POSIZIONATO_top5
925379190,SLIPPERS VALENTINE MOUSE,1,7,0,0.00,0,no,MORTO_vero
927254591,MISURATORE PRESSIONE DS-11,1,10,0,0.00,0,no,MORTO_vero
932178395,INTERPROX PLUS SUPERMICRO 6PZ,1,1,6,1.00,0,no,DOMANDA_VIVA
910069564,COLLARE ELISABETTA CLASS 40CM,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
908395027,ENERGEN 9 PLUS 10FL 10ML,1,99,0,0.00,0,no,MORTO_vero
985495199,LIFTACTIV R SERUM 30ML,1,1,6,0.00,0,no,GIA_POSIZIONATO_top5
925633048,PERSONAL TEST PIC 1PZ,1,1,27,0.00,0,no,GIA_POSIZIONATO_top5
908494432,GIBAUD CAVIGL CALZINO SOT COT1,1,6,1,0.00,0,no,MAGAZZINO_senza_domanda
902270697,NORMON K CR BARR MANI 75ML,1,6,0,0.00,0,no,MORTO_vero
905508798,GIBAUD ORTHO REGGIBRACCIO NE 3,1,3,4,0.00,0,no,GIA_POSIZIONATO_top5
982821086,EKEEP N2 ELBOWKEEP ROM GOM DX,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
942314283,DICOSON GOCCE 25ML,1,9,0,0.00,0,no,MORTO_vero
930552942,GUAM DUO UOMO RIDUCENTE CR RIS,1,99,0,0.00,0,no,MORTO_vero
989353368,VIRGINIANA DEO FRESH 100ML,1,8,0,0.00,0,no,MORTO_vero
972525190,GIBAUD ORTHO INTELLISLING 15 1,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
031103029,ZOLFO E POT CARB NEW F*UNG 1KG,1,2,0,0.00,0,no,GIA_POSIZIONATO_top5
975354921,PROBACTIOL STIPS ITA 20BUST,1,8,0,0.00,0,no,MORTO_vero
903204131,EUPHIDRA SKIN REVEIL CR RID RI,1,99,0,0.00,0,no,MORTO_vero
950055436,CH CUCCHIAIO ANGOL 8M+ AZZ,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
905508711,GIBAUD ORTHO REGGIBRACCIO NE 1,1,3,4,0.00,0,no,GIA_POSIZIONATO_top5
900589666,NEO CRILOIDIN SHAMPOO DOLCE,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
938766526,GLUCOMEN AREO SENSOR STR 10PZ,1,9,0,0.00,0,no,MORTO_vero
972525188,GIBAUD ORTHO LOMBOGIB LADY26 5,1,12,4,0.00,0,no,MAGAZZINO_senza_domanda
931600631,STILVEN SMP 30CPR,1,6,0,0.00,0,no,MORTO_vero
905508697,GIBAUD ORTHO REGGIBRACCIO NE 0,1,1,1,0.00,0,no,GIA_POSIZIONATO_top5
942943097,MASSIGEN DOCCIAGEL TONIF,1,13,0,0.00,0,no,MORTO_vero
971337454,GASTRO ENZYME 30CPS VEGETALI,1,8,0,0.00,0,no,MORTO_vero
031066020,ICTAMMOLO NEW F*10% UNG 1000G,1,7,0,0.00,0,no,MORTO_vero
975427360,GIBAUD CLASSIC CINT POSTOP LE6,1,6,3,0.00,0,no,MAGAZZINO_senza_domanda
932217072,STEVIA EDULCOR 200CPR,1,99,0,0.00,0,no,MORTO_vero
983810666,FDC FRESELLE INTEGRALI MIN220G,1,99,0,0.00,0,no,MORTO_vero
902243474,SCUDOVARIS GAMB TROM M 4,1,1,0,0.00,0,no,GIA_POSIZIONATO_top5
989875505,CEF REIMAG BIPACCO 40STICKPACK,1,1,25,0.00,0,no,GIA_POSIZIONATO_top5
987879309,NUVENIA IW HEAVY HIPSTER BLK L,1,1,6,0.00,0,no,GIA_POSIZIONATO_top5
979016437,LFP ORALFLU GOLA 20CPR,1,3,10,0.00,0,no,GIA_POSIZIONATO_top5
950841712,CRIOCUT EMULSIONE 30ML,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
986497687,ANNURMETS HAIR BALSAMO 200ML,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
911157865,SAUBER COL 70 PREM MICR NBEI 5,1,10,0,0.00,0,no,MORTO_vero
900280037,BENPED DITA A MARTELLO SX GR 1,1,7,0,0.00,0,no,MORTO_vero
949886776,MYCLI ALFACALL SIERO 15ML,1,2,2,0.00,0,no,GIA_POSIZIONATO_top5
981070889,CICATRIOIL 5F 5ML,1,2,0,0.00,0,no,GIA_POSIZIONATO_top5
903887230,MAGNESIO MARINO 30BUST,1,99,0,0.00,0,no,MORTO_vero
903527176,BARKRIM CREMA BARRIERA 75ML,1,99,0,0.00,0,no,MORTO_vero
978845648,CARDO MAR 60CPR TERRANATA,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
979237118,"CONTROL NATURE 2,0 XL 6PZ",1,4,6,0.00,0,no,GIA_POSIZIONATO_top5
933162632,"CONTACTA DAILY LENS Y 30 -2,00",1,1,6,0.00,0,no,GIA_POSIZIONATO_top5
935093599,MILICE PIDOKO SPRAY PREVENTIVO,1,1,15,0.00,0,no,GIA_POSIZIONATO_top5
926830668,GEL ELETTROCONDUTTIVO 1000ML,1,99,0,0.00,0,no,MORTO_vero
983391297,EKEEP B3 SURGICAL BRA POST 06,1,3,1,0.00,0,no,GIA_POSIZIONATO_top5
975743081,"ERART 20BUSTE 4,8G",1,9,0,0.00,0,no,MORTO_vero
982178016,DOLOMIA MU FOND 44 OIL FREE,1,3,5,0.00,0,no,GIA_POSIZIONATO_top5
975201361,MULTIVITALEX 30CPR,1,10,0,0.00,0,no,MORTO_vero
046254013,GELSEMIUM COMPLEXE L70*1FL30ML,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
971088582,QUINOA REAL 400G,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
932348725,NASALIN SPRAY NASALE 20ML,1,9,0,0.00,0,no,MORTO_vero
904793609,PHYTOYAM 60CPS,1,99,0,0.00,0,no,MORTO_vero
983361623,GIBAUD ORTHO RHIZOGIB ORT SX 1,1,10,5,0.00,0,no,MAGAZZINO_senza_domanda
926045574,DEFENCE B-LUCENT A/MACCH SPF50,1,9,0,0.00,0,no,MORTO_vero
939434181,DUALSAN GAMB KKL1 NE P CH 2,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
987864170,DURACELL EASY TAB 13 ARANCIO,1,7,0,0.00,0,no,MORTO_vero
987670015,NORMADERM NO PEEL CLEANSE125ML,1,7,6,0.00,0,no,MAGAZZINO_senza_domanda
942860038,STAR OF BETHL ORIG 20ML,1,99,0,0.00,0,no,MORTO_vero
911173060,GALIUM 60ML TM,1,99,0,0.00,0,no,MORTO_vero
973293210,DETOX WHITE GOCCE 50ML,1,8,0,0.00,0,no,MORTO_vero
974088837,EKEEP K1 POSTURE KEEPER D BI 2,1,3,4,0.00,0,no,GIA_POSIZIONATO_top5
924289465,EUCERIN HYAL FILL VOL NTT 50ML,1,2,3,0.00,0,no,GIA_POSIZIONATO_top5
926022789,IAP PHARMA 9 DONNA 150ML,1,4,4,0.00,0,no,GIA_POSIZIONATO_top5
986971291,GIBAUD ORTHO ARTIGIB 3D GIN 3,1,4,4,0.00,0,no,GIA_POSIZIONATO_top5
986873394,ALGASIV PASTA ADESIVA PROMO,1,1,43,0.00,0,no,GIA_POSIZIONATO_top5
904718398,REHA 24 AREG MLU,1,99,0,0.00,0,no,MORTO_vero
933064471,AGO PENNA G31 5MM 100PZ,1,9,0,0.00,0,no,MORTO_vero
976785511,OMNI BIOTIC STRESS REPAIR 7BUS,1,8,0,0.00,0,no,MORTO_vero
983689187,CERAMOL BASE DETERSIVA 500ML,1,8,0,0.00,0,no,MORTO_vero
982752875,DUALSAN GAMB TERAP KKL1 RAL 3,1,5,1,0.00,0,no,GIA_POSIZIONATO_top5
904682984,GEHWOL BALS RISCALDANTE 75ML,1,9,0,0.00,0,no,MORTO_vero
984845038,SOFFISOF LADY CLASSIC SUPER15P,1,7,0,0.00,0,no,MORTO_vero
987881822,DOLOMIA OSX 24 06 SMALTO,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
982935316,FILORIN SPRAY NASALE IPER 3%,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
922948423,KAMILA GAMB BAS EASY 140D PLA4,1,1,8,0.00,0,no,GIA_POSIZIONATO_top5
926054127,MERIDOL WHITENING DENTIF 75ML,1,99,13,0.00,0,no,MAGAZZINO_senza_domanda
984515888,SCHOLL CER VESCICHE TALLONE,1,13,0,0.00,0,no,MORTO_vero
982447157,CH BM ACQUA PROFUMATA DEL100ML,1,99,0,0.00,0,no,MORTO_vero
986904516,GIBAUD FASCIA POSTOP CLA H30 3,1,7,0,0.00,0,no,MORTO_vero
989666526,DUALSAN SLIP U CONTENIT GRI 2,1,4,2,0.00,0,no,GIA_POSIZIONATO_top5
975067695,SEMI DI ZUCCA DECORTICATI 200G,1,7,0,0.00,0,no,MORTO_vero
984158307,DEPURLAX 12BUST,1,99,0,0.00,0,no,MORTO_vero
979810126,REV EFFACE ACQUA 100ML,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
902887140,CLIMASOL LIQUIDO 50ML,1,99,0,0.00,0,no,MORTO_vero
976335695,KALEIDON PROBIOTIC ACTIVE AGE,1,99,0,0.00,0,no,MORTO_vero
926858667,PURES MENTA PIPER OE BIO10ML,1,8,0,0.00,0,no,MORTO_vero
901570616,PLAKKONTROL 15 COLLUT SPR 50ML,1,8,0,0.00,0,no,MORTO_vero
902508530,DETOXIMAP 60CPR,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
989814470,NG HB NIACINAMIDE SIERO 30ML,1,99,5,0.00,0,no,MAGAZZINO_senza_domanda
985571278,TOLERIANE TEINT FLUIDO 14,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
925513893,DUALSAN CALZA A/TROMB S/TASS 3,1,1,6,0.00,0,no,GIA_POSIZIONATO_top5
985520978,EUCERIN HYAL FILL+EL MANI A/MA,1,2,3,0.00,0,no,GIA_POSIZIONATO_top5
908792409,M-AID ROLLTEX SKIN CER 5X5,1,99,0,0.00,0,no,MORTO_vero
988958070,PROFAR LADY/C TEST GRAVID 1PZ,1,8,12,0.00,0,no,MAGAZZINO_senza_domanda
935760619,EUMILL NASO BABY SPRAY 100ML,1,11,0,0.00,0,no,MORTO_vero
931950479,LONGLIFE OKG 100CPS,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
975025053,BIOCLIN BIO COLORIST 8,1,99,0,0.00,0,no,MORTO_vero
923786887,SAUBER CALZA U70 COT BLU S/M,1,3,6,0.00,0,no,GIA_POSIZIONATO_top5
981410121,LFP CREMA NOTTE OSMOTICA 50ML,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
982942258,HAIR VOLUME SHAMPOO 250ML,1,99,0,0.00,0,no,MORTO_vero
926988080,CER PIC CLASSIC STR 10X8CM 10P,1,99,0,0.00,0,no,MORTO_vero
970231991,EOS BOSWELLIA PH S 30CPR,1,99,0,0.00,0,no,MORTO_vero
987038294,BAKEL PEP TECH CASE&REFILL30ML,1,1,2,0.00,0,no,GIA_POSIZIONATO_top5
981443120,ARKOVITAL ACEROLA 1000 20CPR,1,7,0,0.00,0,no,MORTO_vero
933872739,RINOWASH KIT RICAMBIO,1,99,0,0.00,0,no,MORTO_vero
920014077,SOMNOLIS ANTIRUSSAMENTO 1PZ,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
904560428,QUILENE GEL 50ML,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
987327083,BAKEL BHA SOLUTION 50ML,1,1,1,0.00,0,no,GIA_POSIZIONATO_top5
985581040,"LFP GOCCE OCULARI 0,2% 10ML",1,3,15,0.00,0,no,GIA_POSIZIONATO_top5
982544316,CH GIOCO ALL AROUND ACQUAMARIN,1,7,0,0.00,0,no,MORTO_vero
927762587,BIOKERATIN ACH8 6/CF BION S CA,1,10,0,0.00,0,no,MORTO_vero
975448337,SCHAR SAVOIARDI 200G,1,99,0,0.00,0,no,MORTO_vero
903340863,BAYGON SCARAFAGGI/FORMICHE PLU,1,99,0,0.00,0,no,MORTO_vero
971682923,PARAOSSIMIX 60CPS 510MG,1,9,0,0.00,0,no,MORTO_vero
974036675,MIODOL 20CPR BLISTER 10G,1,9,0,0.00,0,no,MORTO_vero
944313081,DERMOLIVO DETERGENTE OLIO150ML,1,12,0,0.00,0,no,MORTO_vero
901312429,GIBAUD POLS RIGH BEI 6CM 3,1,3,5,0.00,0,no,GIA_POSIZIONATO_top5
988049829,ALTRAPELLE NUTRISKO DET 500ML,1,10,0,0.00,0,no,MORTO_vero
904090293,GENITAL DETERGENTE 200ML,1,9,0,0.00,0,no,MORTO_vero
029134018,PRIVITUSS*OS SOSP FL 200ML,1,3,15,0.00,0,no,GIA_POSIZIONATO_top5
931091680,BIOPULVER POLVERE 180G,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
950221135,BONAMI' PASTICCIOTTO CR NOCC,1,2,5,0.00,0,no,GIA_POSIZIONATO_top5
983674615,EXOMEGA SPRAY EMOLLIENTE 50ML,1,13,0,0.00,0,no,MORTO_vero
982454872,FORMULA D3 ORO 60CPR,1,7,0,0.00,0,no,MORTO_vero
974655401,ALGEM MANUKA MIKO LEN GEL 15ML,1,9,0,0.00,0,no,MORTO_vero
951318841,LFP PRO MOUSSE DETERGENTE 50ML,1,1,40,0.00,0,no,GIA_POSIZIONATO_top5
984891717,MEDIPRESTERIL TERMO ECOL CLASS,1,99,0,0.00,0,no,MORTO_vero
975427295,GIBAUD CLASSIC CINT POSTOP ST6,1,3,4,0.00,0,no,GIA_POSIZIONATO_top5
972691733,ALLUXCARE SEPARATORE DIVAR S,1,6,0,0.00,0,no,MORTO_vero
975997901,EKEEP B1 POSTURAL BRA 6,1,2,1,0.00,0,no,GIA_POSIZIONATO_top5
934638242,RILASTIL RE-SLEEP BALSAMO 50ML,1,10,0,0.00,0,no,MORTO_vero
923676290,HIPP TISANA CAMOMILLA 200G,1,8,0,0.00,0,no,MORTO_vero
902880083,NUTRA C 1000 60CPR,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
988827097,MASTER-AID STERIBLOCK TAMP EMO,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
908459074,GIBAUD ORTHO CINT LOMBAR STEC2,1,3,1,0.00,0,no,GIA_POSIZIONATO_top5
925329361,ALOEVERA2 ALOE OIL,1,10,0,0.00,0,no,MORTO_vero
925513905,DUALSAN CALZA A/TROMB S/TASS 4,1,1,5,0.00,0,no,GIA_POSIZIONATO_top5
902603442,EVITA UNGUENTO 30ML,1,8,0,0.00,0,no,MORTO_vero
903701720,DERMABLEND FLUIDO 15 30ML,1,99,0,0.00,0,no,MORTO_vero
905849865,GIBAUD ORTHO GENUGIB TUTORE,1,8,0,0.00,0,no,MORTO_vero
989666565,DUALSAN SLIP U CONTENIT GRI 6,1,2,1,0.00,0,no,GIA_POSIZIONATO_top5
926819158,SCREEN TEST TIROIDE/TSH,1,99,0,0.00,0,no,MORTO_vero
971744646,"SYALOSET PLUS SIR 1,5% 4ML",1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
982823751,LFP ARGININA COLINA 10FL 15ML,1,5,6,0.00,0,no,GIA_POSIZIONATO_top5
900690090,OLIO DI GERME DI GRANO 200PRL,1,7,0,0.00,0,no,MORTO_vero
989896105,LITOPSOR GEL GENGIVALE 15ML,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
984789166,PHYTOCYANE FIALE D CAD TEMPOR,1,4,0,0.00,1.00,si,DOMANDA_VIVA
979806611,ASSENZIO ESTRATTO INTEGR 200ML,1,8,0,0.00,1.00,si,DOMANDA_VIVA
943507614,MYCLI HA PLAST PLURIATT 3 CR,1,4,15,0.00,0,si,GIA_POSIZIONATO_top5
982543985,GUM TRAV-LER SCOVOLINI 10PZ,1,99,0,0.00,3.00,si,DOMANDA_VIVA
950086076,EUCERIN SUN ACTINIC CONTROL NF,1,12,0,0.00,3.00,si,DOMANDA_VIVA
975453869,BIOREPAIR COLLUTORIO PROT GENG,1,14,0,0.00,6.00,si,DOMANDA_VIVA
005781048,MAGNESIA BISURATA AROM*80CPR,1,7,15,0.00,5.00,si,DOMANDA_VIVA
943257713,NOVA ENERGY+ 24BUST,1,13,0,0.00,0,si,MORTO_vero
984502993,VENADREM 30CPR,1,99,0,0.00,0,si,MORTO_vero
944160682,CHIROFERT ORO 30STICK PACK ORO,1,8,0,0.00,9.00,si,DOMANDA_VIVA
931770693,VISCRIN PLUS SH ANTIFORFORA,1,6,0,0.00,1.00,si,DOMANDA_VIVA
987418225,AQUAVIS SHAMPOO ANTICAD 150ML,1,99,0,0.00,1.00,si,DOMANDA_VIVA
978598821,FOOTCARE CORR VALGO NTT2PZ D10,1,6,0,0.00,0,si,MORTO_vero
908371267,SPACCAPIETRA 160CPR,1,99,0,0.00,0,si,MORTO_vero
926196054,ESOGEL 300ML,1,8,0,0.00,1.00,si,DOMANDA_VIVA
989234378,VITIS GENGIVE SANE DENTIF100ML,1,1,6,0.00,2.00,si,DOMANDA_VIVA
947271134,SIBEN SPRAY NASALE 30ML,1,3,4,0.00,0,si,GIA_POSIZIONATO_top5
984633519,DEAVOCADO CONCEIVE 30BUST NF,1,15,0,0.00,1.00,si,DOMANDA_VIVA
941577912,ENOXOFTAL SOLUZIONE OFTALMICA,1,6,0,0.00,1.00,si,DOMANDA_VIVA
984112591,CLOREXYDERM SOL 4% 200ML,1,11,0,0.00,1.00,si,DOMANDA_VIVA
926511698,FIBROSIL 30CPR,1,7,0,0.00,2.00,si,DOMANDA_VIVA
974012674,NEOBIANACID 14CPR MASTICABILI,1,32,0,0.00,1.00,si,DOMANDA_VIVA
982501468,ARTISALUS ACT FORTE PLUS 60CPS,1,10,0,0.00,4.00,si,DOMANDA_VIVA
900498460,CHITOSOL LATTE SOL SPF50 125ML,1,5,0,0.00,3.00,si,DOMANDA_VIVA
922327109,VASOX CREMA 200ML,1,8,0,0.00,2.00,si,DOMANDA_VIVA
926213176,MY NAILS KERATIN REPAIR FORTE,1,8,0,0.00,1.00,si,DOMANDA_VIVA
944959218,MULTI 45 100CPR,1,8,0,0.00,19.00,si,DOMANDA_VIVA
926830074,DOMINA OVULI VAGINALI 30OV,1,8,0,0.00,0,si,MORTO_vero
904365830,GIOIL SHAMPOO 200ML,1,4,0,0.00,0,si,GIA_POSIZIONATO_top5
900764325,GEHWOL PEDILUVIO POLVERE 400G,1,8,0,0.00,1.00,si,DOMANDA_VIVA
981114085,"BIOSCALIN NUTRICOL PL 6,43 BIO",1,6,11,0.00,0,si,MAGAZZINO_domanda90g
982003459,FERZYM 30CPS,1,8,0,0.00,2.00,si,DOMANDA_VIVA
046080026,ENTEROGERMINA*OS 10FL 2MLD/5ML,1,3,29,5.00,4.00,si,DOMANDA_VIVA
970257376,DERMABLEND 3D 15 30ML,1,1,7,0.00,0,si,GIA_POSIZIONATO_top5
982172619,RILASTIL ELASTICIZZANTE CR E/I,1,14,0,0.00,1.00,si,DOMANDA_VIVA
005556016,ORTODERMINA*CREMA 50G 5%,1,7,0,0.00,5.00,si,DOMANDA_VIVA
921723843,ALTOP 20CPR,1,11,0,0.00,4.00,si,DOMANDA_VIVA
900095528,BENEX POMATA 100ML,1,9,0,0.00,4.00,si,DOMANDA_VIVA
972353193,STRIAVEN CREMA GEL 100G,1,99,0,0.00,0,si,MORTO_vero
037028026,EDEVEN CM*GEL TUBO 40G 2%+5%,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
988195689,EOS BIOVERDE INTIMO C 300ML,1,8,0,0.00,8.00,si,DOMANDA_VIVA
800162582,LYMDIARAL 20ML GTT PASCOE,1,99,0,0.00,2.00,si,DOMANDA_VIVA
034283869,NIQUITIN*7CER TRANSD 21MG/24H,1,10,0,0.00,0,si,MORTO_vero
949970697,DR VITI COLLAGENE CR CRP 200ML,1,99,0,0.00,0,si,MORTO_vero
935236760,LONGLIFE CORDYCEPS BIO 60CPS,1,7,0,0.00,0,si,MORTO_vero
983696079,MAGSOL 5 EXTRA 60CPR,1,10,0,0.00,0,si,MORTO_vero
935634028,LONGLIFE 5-HTP 60CPS VEG,1,11,0,0.00,1.00,si,DOMANDA_VIVA
940481866,PUNTUALE 6MICROCLISMI 10G,1,99,0,0.00,2.00,si,DOMANDA_VIVA
970336398,PEPTIVET OTO GEL 25ML,1,12,0,0.00,1.00,si,DOMANDA_VIVA
982945622,OPTIVE SOLUZIONE OFTALMICA10ML,1,3,0,0.00,6.00,si,DOMANDA_VIVA
987904707,KALOIDON GEL CICATRICI 75ML,1,10,0,0.00,6.00,si,DOMANDA_VIVA
904317916,VISERGON 16BUST,1,4,0,0.00,3.00,si,DOMANDA_VIVA
925606840,WELLION LUNA CHOLES STRIPS10PZ,1,13,0,0.00,4.00,si,DOMANDA_VIVA
