tenant,sku,nome,click7g,spesa7,spesa_gg,vend_ten_7g,rete7,rete30,pos,stock,marg_eur,categoria
MPF,035953025,"LAXIPEG*OS POLV 20BUST 9,7G",1,0.3,0.05,0,no,si,11,11,2.24,no-vend-7g
MPF,935258537,LARIMUCIL TOSSE ADULTI SCIR,1,0.3,0.05,0,no,no,9,0,1.51,MORTO
MPF,980294514,RESOURCE AQUA+ORANGE 4X125G,1,0.3,0.05,0,no,no,14,0,1.06,MORTO
MPF,984876767,CERAMOL AK BARRIER 50ML,1,0.3,0.05,0,si,si,5,18,5.09,vende-rete
MPF,987669722,GIBAUD ORTHO WALKER BASSO TIB2,1,0.3,0.05,0,no,si,2,3,17.63,no-vend-7g
MPF,978594582,TRIDERM BABY SHAMPOO ULTRADEL,1,0.3,0.05,0,no,si,18,0,1.47,no-vend-7g
MPF,979383748,SODIO CLORURO 300CPS 500MG,1,0.3,0.05,0,no,si,12,0,5.68,no-vend-7g
MPF,945205298,NEVRALIP 600 RETARD 30CPR,1,0.3,0.05,0,no,si,12,0,3.89,no-vend-7g
MPF,905365894,LFP ENERSAL 20BUST,1,0.3,0.05,0,no,si,3,15,5.75,no-vend-7g
MPF,900438045,RESTOMYL GEL CANI GATTI 30ML,1,0.3,0.05,0,si,si,99,0,3.05,vende-rete
MPF,982391652,EKEEP H1 HALLUX VALGUS DIURNO2,1,0.3,0.05,0,no,si,11,3,4.08,no-vend-7g
MPF,924851328,GIBAUD ORTHO BLOCCA CLAVIC TU,1,0.3,0.05,0,no,si,7,0,4.88,no-vend-7g
MPF,974058051,ECLADERM CREMA CANOVA 50ML,1,0.3,0.05,0,no,si,4,0,3.97,no-vend-7g
MPF,939673796,BERBERINA ESTRATTO SECCO 60CPR,1,0.3,0.05,0,no,si,9,0,1.66,no-vend-7g
MPF,901430672,MAN SUPPORT 15COT GAMB 15 NE 5,1,0.3,0.05,0,no,si,5,0,2.80,no-vend-7g
MPF,976390524,MINERAL 89 SIERO 75ML,1,0.3,0.05,0,si,si,9,6,3.85,vende-rete
MPF,932719267,OMEPURE 1000 TG 90PRL,1,0.3,0.05,0,si,si,4,0,3.71,vende-rete
MPF,977803992,UTIFREE 30CPR+30STICK,1,0.3,0.05,0,no,si,9,0,4.68,no-vend-7g
MPF,939886216,HELAN FIOR DI TALCO ACQ IDRAT,1,0.3,0.05,0,no,no,4,0,1.47,MORTO
MPF,935600647,CISTIGELAR AKTIV 2 14BUST,1,0.3,0.05,0,no,si,4,0,1.98,no-vend-7g
MPF,040657013,FASTUM ANTIDOLORIFICO*1% 50G,1,0.3,0.05,0,si,si,1,13,1.17,vende-rete
MPF,938602570,AGEDIN SIERO IDROTENSORE 30ML,1,0.3,0.05,0,no,no,8,0,6.18,MORTO
MPF,979332879,FARMAPROST 30CPR,1,0.3,0.05,0,si,si,99,0,4.92,vende-rete
MPF,986464826,BIOKILL PIRETRO NATURALE 1L,1,0.3,0.05,0,no,si,99,0,7.01,no-vend-7g
MPF,949645360,DR VITI DRENANTE ANANAS28STICK,1,0.3,0.05,0,no,si,7,0,1.16,no-vend-7g
MPF,979944333,REGULOSIO FIBRE 20BUST,1,0.3,0.05,0,no,si,5,0,1.88,no-vend-7g
MPF,922354143,AMICO SOLUZIONE UNGUEALE 10ML,1,0.3,0.05,0,no,no,11,0,4.00,MORTO
MPF,910633623,KERIUM SH ANTIFORF CAP GRASS,1,0.3,0.05,0,no,si,99,0,1.83,no-vend-7g
MPF,943060703,MGK VIS RIC PLUS 14+14BUST,1,0.3,0.05,0,no,si,8,0,1.98,no-vend-7g
MPF,982532855,TOLERIANE DERMALLERGO FLUI40ML,1,0.3,0.05,0,no,si,7,3,3.00,no-vend-7g
MPF,975414069,GIBAUD GINOCCHIERA EL BLU 1,1,0.3,0.05,0,no,no,1,2,3.66,MORTO
MPF,943796110,LUXFLUIRES SPRAY NASALE 20ML,1,0.3,0.05,0,no,no,99,0,1.59,MORTO
MPF,980813962,HYALISTIL SYNFO SOL OFT 10ML,1,0.3,0.05,0,si,si,14,0,3.00,vende-rete
MPF,980770325,GIBAUD ORTHO LOMBOGIB LADY21 4,1,0.3,0.05,0,no,no,10,5,14.17,MORTO
MPF,989252325,CERAVE DETERGENTE IMPERF 473ML,1,0.3,0.05,0,no,si,7,5,2.33,no-vend-7g
MPF,942602956,UREADIN LOTION 10 400ML,1,0.3,0.05,0,si,si,19,0,3.71,vende-rete
MPF,904008137,GAMMA CALENDULA CREMA 75ML,1,0.3,0.05,0,no,si,7,0,3.80,no-vend-7g
MPF,935093599,MILICE PIDOKO SPRAY PREVENTIVO,1,0.3,0.05,0,no,no,1,15,2.19,MORTO
MPF,980029122,CONNETTIVINAVISO CREMA 50ML,1,0.3,0.05,0,no,si,6,6,2.91,no-vend-7g
MPF,978862439,AVEENO BAGNO DOCC VAN&AVE300ML,1,0.3,0.05,0,no,no,12,0,1.59,MORTO
MPF,990860266,NORMAST MPS MICROGRANULI30BUST,1,0.3,0.05,0,si,si,10,0,3.91,vende-rete
MPF,940225004,MONODERMA ET10 XL LIPOGEL30ML,1,0.3,0.05,0,si,si,9,0,3.58,vende-rete
MPF,984098691,REV EFFACE JOUR PLUS 30ML,1,0.3,0.05,0,no,no,99,0,3.61,MORTO
MPF,930502000,CONTRATTURE GEL MINERALE 150G,1,0.3,0.05,0,si,si,10,0,2.99,vende-rete
MPF,978919532,RESTOMYL SUPPLEMENTO CANE 60G,1,0.3,0.05,0,no,si,15,0,4.17,no-vend-7g
MPF,986179517,DAONIX 60CPS,1,0.3,0.05,0,si,si,8,0,3.68,vende-rete
MPF,989893019,REDIPET 30CPR,1,0.3,0.05,0,no,si,7,0,2.42,no-vend-7g
MPF,932165588,ARTAVIS 20BUST 8G,1,0.3,0.05,0,si,si,10,0,2.12,vende-rete
MPF,973989890,ONICOPOD TR GOCCE 15ML,1,0.3,0.05,0,si,si,9,0,1.97,vende-rete
MPF,947138107,MONOI TIKI FONDOTINTA COMPATTO,1,0.3,0.05,0,no,si,99,0,4.16,no-vend-7g
MPF,984733562,MONURELLE PLUS AF 15CPS,1,0.3,0.05,0,si,si,8,16,2.92,vende-rete
MPF,023907177,BETADINE*SOLUZ CUT FL 50ML 10%,1,0.3,0.05,0,si,si,99,0,0.81,vende-rete
MPF,981076108,THERMACARE VERSATILE FASCIA3PZ,1,0.3,0.05,0,si,si,7,15,1.29,vende-rete
MPF,988066890,IDRASTIN CREMA MULTIATTIVA75ML,1,0.3,0.05,0,no,si,14,0,3.84,no-vend-7g
MPF,932252632,BUONAVIT D3F 12ML,1,0.3,0.05,0,no,si,8,0,2.16,no-vend-7g
MPF,974652772,ETILE CLORURO SPRAY 175ML,1,0.3,0.05,0,si,si,10,0,1.82,vende-rete
MPF,926243407,FORHANS GENGIFOR 30CPR,1,0.3,0.05,0,no,si,10,0,2.04,no-vend-7g
MPF,978867974,BABY CREMA PROTETTIVA CAL 75ML,1,0.3,0.05,0,si,si,99,0,1.04,vende-rete
MPF,976014643,SYNOQUIN EFA L BREED 30CPR,1,0.3,0.05,0,no,si,10,0,3.98,no-vend-7g
MPF,900179540,MEHAREES CREMA CORPO 300ML,1,0.3,0.05,0,no,si,99,0,3.18,no-vend-7g
MPF,927099933,SENSURA MIO CL URO MA 15-33,1,0.3,0.05,0,no,no,6,0,8.57,MORTO
MPF,923738025,LFP PROSTACOMPLEX 30CPS,1,0.3,0.05,0,no,si,3,16,8.05,no-vend-7g
MPF,037184013,DICLOREUM UNIDIE*5CER 136MG24H,1,0.3,0.05,0,no,si,22,0,2.03,no-vend-7g
MPF,982596328,ZYMEREX GONFIORE PLUS 20CPR,1,0.3,0.05,0,si,si,14,0,1.33,vende-rete
MPF,944137518,GERMISDIN IGIENE CORPO ORIG 1L,1,0.3,0.05,0,no,no,7,0,1.99,MORTO
MPF,984592384,MICROSTAX 30CPR,1,0.3,0.05,0,no,no,99,0,2.85,MORTO
MPF,980514956,ALSIROYAL VITAMINA D3+K2 30CPR,1,0.3,0.05,0,si,si,6,0,2.09,vende-rete
MPF,987315811,SCREEN TEST CANDIDA SELFTEST1P,1,0.3,0.05,0,no,si,4,0,2.24,no-vend-7g
MPF,930400623,EUCERIN SUN SPRAY TRANSPAREN50,1,0.3,0.05,0,si,si,24,0,3.19,vende-rete
MPF,971215037,HIPP BIO OMOG PERA WILL 6X80G,1,0.3,0.05,0,si,si,11,0,1.55,vende-rete
MPF,980340261,CH NUOVO MINI ASCIUGACAPELLI,1,0.3,0.05,0,no,no,99,0,5.00,MORTO
MPF,926022789,IAP PHARMA 9 DONNA 150ML,1,0.3,0.05,0,no,no,4,4,3.19,MORTO
MPF,930605581,LONGLIFE MAGNESIUM K 60CPS,1,0.3,0.05,0,si,si,99,0,1.75,vende-rete
MPF,950612693,ESENTA DIAMONDS BUSTINE 100PZ,1,0.3,0.05,0,no,si,5,0,4.24,no-vend-7g
MPF,984789166,PHYTOCYANE FIALE D CAD TEMPOR,1,0.3,0.05,0,no,si,4,0,4.98,no-vend-7g
MPF,987900002,"KEEN WHISP W-CAYEN/BRICK 8,5W",1,0.3,0.05,0,no,si,5,0,9.51,no-vend-7g
MPF,904682984,GEHWOL BALS RISCALDANTE 75ML,1,0.3,0.05,0,no,no,9,0,1.29,MORTO
MPF,028700033,VAGISIL*CREMA 20G 2%,1,0.3,0.05,0,si,si,1,20,1.97,vende-rete
MPF,973915818,CICAPLAST GEL B5 40ML,1,0.3,0.05,0,no,si,9,9,1.72,no-vend-7g
MPF,983592369,KLORANE SH PURIFYING CEDRO,1,0.3,0.05,0,no,no,18,0,2.36,MORTO
MPF,988939397,VOIS PLUS 14STICK OROSOLUBILI,1,0.3,0.05,0,no,si,6,0,2.30,no-vend-7g
MPF,975979358,HYPEROIL TUBO GEL 30ML PROCTO,1,0.3,0.05,0,no,si,13,0,2.93,no-vend-7g
MPF,926065640,URIAGE DEO FRAICHEUR SPRAY,1,0.3,0.05,0,si,si,99,0,1.59,vende-rete
MPF,974890372,COMPENSA Q DIET POLVERE 250G,1,0.3,0.05,0,no,si,10,0,2.81,no-vend-7g
MPF,971528219,IRIDIUM A FREE 10ML,1,0.3,0.05,0,si,si,10,0,2.22,vende-rete
MPF,983391297,EKEEP B3 SURGICAL BRA POST 06,1,0.3,0.05,0,no,no,3,1,13.74,MORTO
MPF,979418340,VENOFLEB EMO 20CPR,1,0.3,0.05,0,no,si,4,0,1.68,no-vend-7g
MPF,037466024,KETONOVA*SHAMPOO 120ML 20MG/G,1,0.3,0.05,0,si,si,6,0,2.43,vende-rete
MPF,983679046,OLIO MANDORLE DOLCI PROF FIORI,1,0.3,0.05,0,no,no,7,0,1.28,MORTO
MPF,935190393,ENTEROGERMINA GONFIORE 10BUST,1,0.3,0.05,0,no,si,8,11,1.39,no-vend-7g
MPF,907106241,GLORIAM GAMB 142AD COT BEI SC,1,0.3,0.05,0,no,si,5,0,8.41,no-vend-7g
MPF,978573879,METADIGEST LACTO 15CPS,1,0.3,0.05,0,no,si,13,0,1.95,no-vend-7g
MPF,005556028,ORTODERMINA*CREMA 10G 5%,1,0.3,0.05,0,no,si,6,0,1.10,no-vend-7g
MPF,988897409,NEUTROGENA PROMO HYDRO LTT+SIE,1,0.3,0.05,0,no,no,2,3,3.50,MORTO
MPF,986861870,DTOPIC CREMA LIPOFILA 30ML,1,0.3,0.05,0,no,si,6,0,1.67,no-vend-7g
MPF,925383224,PHYSIOMANCE ALCALIANCE+ 30BUST,1,0.3,0.05,0,si,si,5,0,2.52,vende-rete
MPF,971752112,VITA ACT CALCIO+VIT D 60CPR,1,0.3,0.05,0,si,si,12,0,0.75,vende-rete
MPF,982946725,CERAMOL SUN PROT CREAM SPF30,1,0.3,0.05,0,no,no,1,4,4.30,MORTO
MPF,975743081,"ERART 20BUSTE 4,8G",1,0.3,0.05,0,no,no,9,0,3.73,MORTO
MPF,907139935,SOWASH IDROGETTO IGIENE ORALE,1,0.3,0.05,0,no,si,5,0,2.93,no-vend-7g
MPF,980770299,GIBAUD ORTHO LOMBOGIB LADY21 1,1,0.3,0.05,0,no,si,9,7,14.57,no-vend-7g
MPF,977705906,TILIA TOMENTOSA BOIRON MG 60ML,1,0.3,0.05,0,no,si,13,0,1.48,no-vend-7g
MPF,987362377,LAUTOSELLE 30STICK PACK,1,0.3,0.05,0,no,si,11,0,2.64,no-vend-7g
MPF,981475647,CERAVE OLIO DET IDRAT SCH236ML,1,0.3,0.05,0,no,no,4,11,1.38,MORTO
MPF,985581204,LFP SALVIETTE OCULARI 24PZ,1,0.3,0.05,0,no,no,2,21,5.00,MORTO
MPF,980448652,EFFACLAR SIERO 30ML,1,0.3,0.05,0,si,si,5,10,3.33,vende-rete
MPF,980248987,COLASIL 30CPS,1,0.3,0.05,0,si,si,12,0,2.00,vende-rete
MPF,939587376,PLURIGIN OVULI VAGINALI 10PZ,1,0.3,0.05,0,no,si,2,0,2.47,no-vend-7g
MPF,930062245,PROJOINT COMPLEX 60TAV,1,0.3,0.05,0,si,si,26,1,8.70,vende-rete
MPF,040231021,EUGASTROL REFLUSSO*14CPR 20MG,1,0.3,0.05,0,no,si,2,14,0.87,no-vend-7g
MPF,925565816,OBEVIS 180PAST,1,0.3,0.05,0,si,si,3,0,2.91,vende-rete
MPF,979021375,PEDIAFER SOLUZIONE ORALE 30ML,1,0.3,0.05,0,no,si,99,0,2.44,no-vend-7g
MPF,982539266,LFP LINEATAB 30CPR,1,0.3,0.05,0,no,no,6,12,10.68,MORTO
MPF,947384816,ZELUX MAMMA PLUS 30CPR+30CPS,1,0.3,0.05,0,no,si,8,0,2.89,no-vend-7g
MPF,974989028,BIONAIF PLANTARE ATT RELA34-38,1,0.3,0.05,0,no,no,5,0,8.72,MORTO
MPF,037028026,EDEVEN CM*GEL TUBO 40G 2%+5%,1,0.3,0.05,0,no,no,3,0,1.32,MORTO
MPF,986708194,TRICOMNIA OLIO RISTRUTTURANTE,1,0.3,0.05,0,no,si,5,0,1.70,no-vend-7g
MPF,046545012,VICKS FLU GIORNO NOTTE*12+4CPR,1,0.3,0.05,0,no,no,10,0,1.35,MORTO
MPF,975508779,EUCERIN SUN PIGMENT CONTROL50+,1,0.3,0.05,0,no,si,8,11,1.59,no-vend-7g
MPF,986150744,FLOMEL COLLAGEN 20BUST,1,0.3,0.05,0,no,si,7,0,3.25,no-vend-7g
MPF,905849865,GIBAUD ORTHO GENUGIB TUTORE,1,0.3,0.05,0,no,no,8,0,18.58,MORTO
MPF,979806611,ASSENZIO ESTRATTO INTEGR 200ML,1,0.3,0.05,0,si,si,8,0,2.78,vende-rete
MPF,912532278,DEODORANTE ANTITR AEROSOL125ML,1,0.3,0.05,0,si,si,1,97,1.36,vende-rete
MPF,923550418,BRAUN PRT1000 TERMOMETRO DIGIT,1,0.3,0.05,0,no,no,5,23,2.02,MORTO
MPF,909468112,AESCULUS COMP 30ML GTT HEEL,1,0.3,0.05,0,no,no,7,0,2.31,MORTO
MPF,975201361,MULTIVITALEX 30CPR,1,0.3,0.05,0,no,no,10,0,1.77,MORTO
MPF,987377090,VIDROSOL 1000 30CPR,1,0.3,0.05,0,si,si,9,0,1.95,vende-rete
MPF,973179120,BOLO VIA PASTA GATTI 50G,1,0.3,0.05,0,si,si,99,0,1.50,vende-rete
MPF,932348725,NASALIN SPRAY NASALE 20ML,1,0.3,0.05,0,no,no,9,0,1.32,MORTO
MPF,985713787,PURONERV DOL 60CPS,1,0.3,0.05,0,no,si,6,0,5.18,no-vend-7g
MPF,908012659,CARMELITANI SCALZI AC MEL 50ML,1,0.3,0.05,0,no,no,99,0,1.44,MORTO
MPF,976207973,OROBEN COLLUTORIO 150ML,1,0.3,0.05,0,si,si,15,0,1.54,vende-rete
MPF,971980697,MEDIPRESTERIL MED POSTOP 10X30,1,0.3,0.05,0,no,si,12,0,0.87,no-vend-7g
MPF,984952679,VITINIX VENE 30CPR,1,0.3,0.05,0,no,si,7,0,3.02,no-vend-7g
MPF,972594182,PIC MISUR PRES MOBILERAPID,1,0.3,0.05,0,no,no,99,0,13.58,MORTO
MPF,939065583,FLORIGEN DETERGENTE INTIMO,1,0.3,0.05,0,si,si,10,0,1.96,vende-rete
MPF,975813813,SWISSE MAXI COENZIMA Q10 30CPS,1,0.3,0.05,0,no,si,19,0,3.45,no-vend-7g
MPF,944547924,PRINCIPIUM CALCIO K D VEG60CPR,1,0.3,0.05,0,si,si,6,0,2.11,vende-rete
MPF,972533549,REDOX S 30CPS,1,0.3,0.05,0,no,si,8,0,3.95,no-vend-7g
MPF,983374000,PHOTODERM M SPF50+ DORE' 40ML,1,0.3,0.05,0,no,si,12,0,2.57,no-vend-7g
MPF,935543001,ROUGJ INTEGR SOLARE 30CPS,1,0.3,0.05,0,no,si,13,0,2.48,no-vend-7g
MPF,980628200,BUONA DIFESA FLACONCINI14X10ML,1,0.3,0.05,0,no,no,99,0,2.66,MORTO
MPF,024428195,MUCOSOLVAN*20PASTL 15MG,1,0.3,0.05,0,no,si,2,12,1.98,no-vend-7g
MPF,943257713,NOVA ENERGY+ 24BUST,1,0.3,0.05,0,no,no,13,0,2.05,MORTO
MPF,028424012,FLEBOSTASIN R*30CPS 50MG RM,1,0.3,0.05,0,no,no,4,0,2.38,MORTO
MPF,979362807,OMEGAL DHA 40CPS MOLLI,1,0.3,0.05,0,no,si,12,0,2.72,no-vend-7g
MPF,925654321,VITAMINE B COMPL 60CPR COLOURS,1,0.3,0.05,0,no,si,15,0,1.87,no-vend-7g
MPF,987411903,VIDERMINA 3-12 DET INT 250ML,1,0.3,0.05,0,no,si,7,4,1.40,no-vend-7g
MPF,921671412,AUDISPRAY ADULT IGIENE SPR50ML,1,0.3,0.05,0,no,si,5,5,0.93,no-vend-7g
MPF,037291097,CAREXIDIL*3FL SOLUZ CUT 60ML2%,1,0.3,0.05,0,no,si,11,0,6.98,no-vend-7g
MPF,934018298,KILOCAL BRUCIA GRASSI 15CPR,1,0.3,0.05,0,no,si,12,0,2.07,no-vend-7g
MPF,933644066,DEONAT FRESH STICK UOMO 100G,1,0.3,0.05,0,no,si,6,0,1.40,no-vend-7g
MPF,984622656,LFP CREMAGEL ALOE VERA 100ML,1,0.3,0.05,0,no,si,4,22,4.61,no-vend-7g
MPF,925606840,WELLION LUNA CHOLES STRIPS10PZ,1,0.3,0.05,0,si,si,13,0,3.54,vende-rete
MPF,985722483,KIJIMEA K53 ADVANCE 56CPS,1,0.3,0.05,0,si,si,8,0,5.95,vende-rete
MPF,974425516,CANDIDOPHILUS 30CPS,1,0.3,0.05,0,no,no,10,0,2.99,MORTO
MPF,977449026,COLLUTO3 COLLUTORIO OZONO250ML,1,0.3,0.05,0,no,si,6,0,1.75,no-vend-7g
MPF,984360343,CLOREXYDERM SOL 200ML,1,0.3,0.05,0,si,si,13,0,2.31,vende-rete
MPF,934408624,BIOMINERAL ONE LACTO PLUS30CPR,1,0.3,0.05,0,si,si,9,16,2.48,vende-rete
MPF,983660933,SERENAMENTE 30CPS,1,0.3,0.05,0,no,si,8,0,1.49,no-vend-7g
MPF,942845607,LIVEDREN CREMA 200ML,1,0.3,0.05,0,no,si,5,0,2.29,no-vend-7g
MPF,983034315,REFLUZERO 20CPR,1,0.3,0.05,0,no,si,10,0,2.00,no-vend-7g
MPF,930276769,"YABRO 10F 3ML AC IALUR 0,3%",1,0.3,0.05,0,no,si,7,0,2.23,no-vend-7g
MPF,976828311,HALIBORANGE VIT D3 20000 UI8ML,1,0.3,0.05,0,no,si,10,0,1.17,no-vend-7g
MPF,976864443,OMNI BIOTIC 10 AAD 30BUST,1,0.3,0.05,0,no,si,8,0,4.12,no-vend-7g
MPF,038140012,MYLICONGAS*50CPR MAST 40MG,1,0.3,0.05,0,si,si,17,14,2.04,vende-rete
MPF,971347620,BIOREPAIR PLUS DENTI SENSIBILI,1,0.3,0.05,0,si,si,6,10,0.49,vende-rete
MPF,975524240,XIOGLICAN GEL 50G,1,0.3,0.05,0,no,si,7,3,1.96,no-vend-7g
MPF,976329387,EMOFORM DENT FORTE CREMA ADES,1,0.3,0.05,0,no,si,4,10,1.57,no-vend-7g
MPF,926246024,ESI NO DOL 16 POCKET DRINK20ML,1,0.3,0.05,0,no,si,7,0,1.77,no-vend-7g
MPF,977825241,EKEEP H2 HALLUX VALGUS NOTT 1M,1,0.3,0.05,0,no,no,1,4,5.48,MORTO
MPF,971377559,BASE LAVANTE 273 300ML,1,0.3,0.05,0,no,si,5,0,2.02,no-vend-7g
MPF,974887743,NUTRIVA VEGAN B12 60CPR 1000MC,1,0.3,0.05,0,no,si,99,0,2.06,no-vend-7g
MPF,950276737,GIBAUD ORTHO CORS LOMB ACT V 4,1,0.3,0.05,0,no,si,8,3,17.36,no-vend-7g
MPF,983689187,CERAMOL BASE DETERSIVA 500ML,1,0.3,0.05,0,no,no,8,0,1.39,MORTO
MPF,925606079,CURASEPT COLLUT ECOBIO 300ML,1,0.3,0.05,0,no,si,10,0,0.97,no-vend-7g
MPF,979021639,CUTALGAN A-DERMA SPRAY 100ML,1,0.3,0.05,0,no,si,9,0,1.83,no-vend-7g
MPF,045625011,VOLTAREN EMULGEL*GEL 100G 1%,1,0.3,0.05,0,si,si,3,5,1.97,vende-rete
MPF,985581483,LFP CHROMASKIN 30CPR RIVESTITE,1,0.3,0.05,0,no,si,5,3,12.69,no-vend-7g
MPF,904317916,VISERGON 16BUST,1,0.3,0.05,0,si,si,4,0,2.27,vende-rete
MPF,987904707,KALOIDON GEL CICATRICI 75ML,1,0.3,0.05,0,si,si,10,0,3.91,vende-rete
MPF,935702466,SAME PLAST CEROTTO 7X20CM,1,0.3,0.05,0,si,si,8,0,2.17,vende-rete
MPF,986626024,HYDRALEN SIERO 30ML,1,0.3,0.05,0,no,si,11,0,4.04,no-vend-7g
MPF,923587428,LOXICOR 30CPR,1,0.3,0.05,0,no,no,11,0,2.88,MORTO
MPF,949970723,MASSIGEN PRONTA ENERG12BUS+TEL,1,0.3,0.05,0,no,si,3,8,2.01,no-vend-7g
MPF,979049804,LACTOSOLUTION 15000 30CPR,1,0.3,0.05,0,si,si,8,0,1.81,vende-rete
MPF,986971291,GIBAUD ORTHO ARTIGIB 3D GIN 3,1,0.3,0.05,0,no,no,4,4,11.62,MORTO
MPF,905123042,BIOGREEN OTO SPRAY SOL OTO13ML,1,0.3,0.05,0,no,si,12,0,2.03,no-vend-7g
MPF,945015143,CALEMA NIGHT 30CPS MOLLI,1,0.3,0.05,0,no,si,4,0,2.11,no-vend-7g
MPF,926830074,DOMINA OVULI VAGINALI 30OV,1,0.3,0.05,0,no,no,8,0,4.50,MORTO
MPF,970336400,SUNNERSKIN 40ML,1,0.3,0.05,0,no,si,5,0,1.59,no-vend-7g
MPF,980296279,CANDIDAS T 180PAST,1,0.3,0.05,0,no,si,3,0,3.07,no-vend-7g
MPF,978588919,EXTRACT NERVUM 50ML,1,0.3,0.05,0,si,si,6,0,1.23,vende-rete
MPF,988804389,INTRAVIT FORTE 30CPR,1,0.3,0.05,0,si,si,7,0,3.03,vende-rete
MPF,984812382,ALENIL Q 30CPR,1,0.3,0.05,0,no,no,10,0,3.26,MORTO
MPF,941999094,PROLIFE 10 FORTE 12FL 8ML,1,0.3,0.05,0,si,si,12,17,1.17,vende-rete
MPF,985778253,CITICOLINA PURA 125PAST,1,0.3,0.05,0,no,si,6,0,5.17,no-vend-7g
MPF,922948411,KAMILA GAMB BAS EASY 140D NE 4,1,0.3,0.05,0,no,no,1,4,1.80,MORTO
MPF,025319043,NEOOPTALIDON*8CPR RIV,1,0.3,0.05,0,no,si,11,0,0.62,no-vend-7g
MPF,984651380,ARNICA GEL 98% 300ML,1,0.3,0.05,0,no,si,13,0,3.14,no-vend-7g
MPF,922992918,BETOTAL CLASSICO 200ML,1,0.3,0.05,0,si,si,9,21,2.84,vende-rete
MPF,930376379,POLASE ARANCIA 24BUST,1,0.3,0.05,0,no,si,13,0,2.35,no-vend-7g
MPF,982815918,EPITACT QUERV'ACTIV DESTRO S,1,0.3,0.05,0,si,si,11,0,3.17,vende-rete
MPF,982945622,OPTIVE SOLUZIONE OFTALMICA10ML,1,0.3,0.05,0,no,si,3,0,1.71,no-vend-7g
MPF,927300689,INTERPROX4G NANO BLISTER 6U 6L,1,0.3,0.05,0,no,no,1,3,1.10,MORTO
MPF,979321318,DERMOVITAMINA MICO SMALTO NUDE,1,0.3,0.05,0,si,si,1,3,0.99,vende-rete
MPF,947428064,IAP PHARMA 32+ EDP D 150ML,1,0.3,0.05,0,no,no,4,3,2.69,MORTO
MPF,988153161,AQUAVIS AKTOREPAIR GEL 75ML,1,0.3,0.05,0,no,si,9,0,4.15,no-vend-7g
MPF,027668019,LATTULOSIO SAND*SCIR 180ML,1,0.3,0.05,0,si,si,15,17,0.86,vende-rete
MPF,910852692,CLINNIX AKNE CREMA SEBOREG,1,0.3,0.05,0,si,si,99,0,3.02,vende-rete
MPF,971216700,NATUR-GYM 60CPS VEGETALI,1,0.3,0.05,0,no,si,8,0,5.73,no-vend-7g
MPF,971055468,EAU THERMALE LAIT CORPO 500ML,1,0.3,0.05,0,no,si,99,0,3.25,no-vend-7g
MPF,931774119,CLIN 4000 30BUST,1,0.3,0.05,0,si,si,99,0,2.66,vende-rete
MPF,908174105,CALMOR TAPPO ANTIS 12PZ 22038,1,0.3,0.05,0,no,si,99,1,1.82,no-vend-7g
MPF,983531221,PURES SPRAY ACARICID PMC 150ML,1,0.3,0.05,0,no,si,12,0,1.64,no-vend-7g
MPF,970212508,LIPIKAR GEL LAVANT 400ML,1,0.3,0.05,0,si,si,2,54,1.58,vende-rete
MPF,004853038,VALERIANA DISPERT*100CPR 45MG,1,0.3,0.05,0,si,si,2,6,1.96,vende-rete
MPF,988031148,ENTEROLACTIS DUO POLV 20BUST,1,0.3,0.05,0,no,si,3,4,2.10,no-vend-7g
MPF,985917956,POLIDENT POWER MAX SUPER 70G,1,0.3,0.05,0,no,si,1,10,1.18,no-vend-7g
MPF,951306240,PSIPROTO FERT 30BUST,1,0.3,0.05,0,no,si,3,0,9.00,no-vend-7g
MPF,904793609,PHYTOYAM 60CPS,1,0.3,0.05,0,no,no,99,0,2.72,MORTO
MPF,981047196,ISIDE HPV 14OV,1,0.3,0.05,0,no,si,12,0,3.31,no-vend-7g
MPF,950088601,DOLOMIA MU OSE 25 BLUSH01 COR,1,0.3,0.05,0,no,no,1,3,4.47,MORTO
MPF,943330264,MASSIGEN SONNO GUMMY 60CARAM,1,0.3,0.05,0,si,si,7,0,0.70,vende-rete
MPF,974088852,EKEEP K1 POSTURE KEEPER D BI 4,1,0.3,0.05,0,no,no,6,4,17.70,MORTO
MPF,946431564,GLICOPER 30STICK,1,0.3,0.05,0,si,si,99,0,3.10,vende-rete
MPF,987317955,APROPOS MAGNESIO/POTASSIO S/ZU,1,0.3,0.05,0,no,no,15,0,1.83,MORTO
MPF,909317479,APTODIN PLUS RETARD 30CPR,1,0.3,0.05,0,si,si,9,0,4.04,vende-rete
MPF,908960558,SAUGELLA SOLIDO ZOLFO 100G,1,0.3,0.05,0,no,no,6,3,0.69,MORTO
MPF,987386101,ANTHELIOS SPRAY UVMUNE BB 50+,1,0.3,0.05,0,no,si,6,15,1.95,no-vend-7g
MPF,984746103,COGNIZANT 10FL 10ML,1,0.3,0.05,0,si,si,14,0,2.49,vende-rete
MPF,975508742,EUCERIN UREAREP BALS CRP 450ML,1,0.3,0.05,0,no,si,31,18,3.88,no-vend-7g
MPF,905987614,FITOESTRIL 30CPR,1,0.3,0.05,0,no,si,9,0,2.92,no-vend-7g
MPF,920177817,ANSIA INQUIETUDINE APPREN 30CA,1,0.3,0.05,0,no,no,99,0,1.48,MORTO
