minsan;nome;categoria;prezzo;domanda_rete_30g;best_mercato
943865523;HUMANA 3 470ML PROBAL BOTT;Latti;1.98;0.00;2.12
974835136;MELLIN PASTA TEMPESTINE 320G;Alimentazione prima infanzia;1.98;0.00;2.23
986718815;CEROTTO ACQUA 7X3 SOFARMAPIU';Cerotti;1.98;0.00;1.76
975015619;GAROFALO FUSILLONE 400G;Pasta;1.97;0.00;2.02
981155765;NEUTRO ROBERTS SAP IDRAT 200ML;Igiene;1.97;0.00;1.89
950065641;CHOCO ZERO TAVOLETTA CARAM SAL;Alimenti;1.97;0.00;3.77
927171898;WELLION LIQUID SUGAR 1SHOT;Alimentari;1.97;0.00;1.61
971341716;VET LIFE CAT GASTROINT 85G;Mangimi;1.97;0.00;3.90
971730787;SOLO VITELLO 100G;Mangimi;1.97;0.00;1.82
973293095;LEUKOMED MEDIC TNT 7,2X5CM;Disinfettanti e medicazioni;1.97;0.00;1.84
909286256;ZIGULI AMARENA 36PALLINE 22G;Alimentari;1.97;0.00;2.00
975015621;GAROFALO ANELLINI 400G;Pasta;1.97;0.00;2.02
913080812;SOLO GALETTOO CANI/GATTI 100G;Mangimi;1.97;0.00;1.82
975015633;GAROFALO GNOCCO SARDO S/G 400G;Pasta;1.97;0.00;2.02
975054836;RUMMO MACCHERONCELLI N7 LEN/RI;Pasta;1.97;0.00;2.23
989040276;KALUCY QUADROTTI 50PZ;Detergenti / struccanti;1.97;0.00;3.89
977770167;CURAPROX BE YOU PURE HAPPI10ML;Dentifrici;1.97;0.00;1.98
989238074;FARABELLA PERLE PATATE SPI250G;Salati;1.96;0.00;2.09
982528960;PD FELINE I/D CHICKEN 85G;Mangimi;1.96;0.00;1.94
975015607;GAROFALO MAFALDA S/GLUT 400G;Pasta;1.96;0.00;2.01
906832151;BENDA PIC CAMBRIC CM7X5M;Bende e garze;1.96;0.00;2.03
987249719;SIRINGA 5ML G23 10P SOFARMAPIU;Aghi e siringhe;1.96;0.00;2.15
909130357;MASCHERA OSSIGENO OXINOVA;Camera del malato/materiale da ospedale;1.96;0.00;2.30
909353132;CATETERE TIEMANN CH14;Cateteri e altri accessori;1.96;0.00;1.84
983373010;ESI BIOCOLLAGENIX AMPOLLA SING;Topici,Antirughe;1.96;0.00;2.14
927285217;FORHANS MINI DEO ALOE FRESH;Profumi / deodoranti;1.95;0.00;1.41
987032392;MELLIN OMOG FRUTTA MIX 3PZ;Alimentazione prima infanzia;1.95;0.00;2.05
972322756;FARABELLA TROFIE IR 250G;Pasta;1.95;0.00;2.19
986718866;CEROTTO CLASS 7X2 SOFARMAPIU';Cerotti;1.95;0.00;1.76
923212880;MEDIPRESTERIL GH ISTANT 1BUSTA;Ghiaccio istantaneo;1.95;0.00;1.73
976906471;FARABELLA MALTAGLIATI I REGION;Pasta;1.95;0.00;2.19
908086541;CRUSCA RICCIOLI BIO BIOFIBRE;Alimentari;1.95;0.00;2.12
984209611;GARZA MEDIPRESTERIL 12/8 18X40;Bende e garze;1.95;0.00;1.40
981255969;ICONTROL G MS LANCETS G30 25PZ;Presidi,Test;1.95;0.00;2.13
983172596;FARABELLA MACCARRUNI CASA 250G;Pasta;1.95;0.00;2.19
913661625;BENDA CEROXMED 8X450CM;Bende e garze;1.94;0.00;2.13
930411739;BENDA ICOPIUMA ORLATA 500X10CM;Bende e garze;1.94;0.00;1.05
984140741;GAROFALO FARFALLE 400G;Pasta;1.94;0.00;2.00
952130728;COMBO SELFTEST INFL A+B+COVID;Test;1.93;0.00;2.18
975015583;GAROFALO PENNE RIGATE 400G;Pasta;1.93;0.00;1.98
975015595;GAROFALO CASARECCE 400G;Pasta;1.92;0.00;1.97
901396059;RUSCH GOLD P AD 2V CH16 15 1PZ;Cateteri e altri accessori;1.92;0.00;1.97
926686965;BENDA CEROXMED ADER CM4X4M;Bende e garze;1.92;0.00;2.09
980427090;PUMILIO GEL IGIEN MANI 25ML;Igiene;1.92;0.00;1.86
970800532;HIPP BIO FRU FRULL MELA 90G;Alimentazione prima infanzia;1.91;0.00;1.92
971926148;TOTAL ENERGY FRUIT BAR CRA 35G;Alimentari;1.91;0.00;1.61
901554485;RUSCH GOLD P AD 2V CH20 50 1PZ;Cateteri e altri accessori;1.91;0.00;2.13
986718841;CEROTTO CICAT10X7,5 SOFARMAPIU;Cerotti;1.91;0.00;1.76
986718942;CEROTTO DEL ASSORT SOFARMAPIU';Cerotti;1.91;0.00;1.84
924414410;PIC REKOSAC COT ZIGZAG 100G NP;Cotone e tamponi;1.90;0.00;2.09
935224550;GORGOGLIATORI OSSIGENOTERAPIA;Naso;1.90;0.00;1.96
984112692;MEDIPRESTERIL COMPR TNT 18X40;Bende e garze;1.90;0.00;1.74
901396073;RUSCH GOLD P AD 2V CH18 15 1PZ;Cateteri e altri accessori;1.89;0.00;1.94
901396097;RUSCH GOLD P AD 2V CH20 15 1PZ;Cateteri e altri accessori;1.89;0.00;1.94
984818435;GIUSTO S/G CHIPS PIZZA 40G;Salati;1.89;0.00;1.90
986129916;MEDICARE CER DEL MEDI 20PZ;Cerotti;1.89;0.00;2.09
974892756;LYCIA 50 QUADROTTI COT STR12PZ;Trucco;1.88;0.00;1.57
944135108;SODIO BICARBONATO VITI 100G;Digestivi;1.88;0.00;1.75
900638356;LAMA RIC RASOIO TIPO CREDO10PZ;Piedi;1.88;0.00;2.06
977674961;FCN WET CARE URINARY 85G;Mangimi;1.88;0.00;1.99
934026028;HUMANA OMOG MELA BIO 2X100G;Alimentazione prima infanzia;1.88;0.00;1.43
906595881;SALE MARINO INT GROSSO SIC1KG;Alimentari;1.88;0.00;1.59
934026055;HUMANA OMOG PRUGNA BIO 2X100G;Alimentazione prima infanzia;1.88;0.00;1.43
905298156;STERILANCE LANCETTE PUNG 25PZ;Presidi,Test;1.87;0.00;1.61
972138059;CARAMELLE ZENZE LIMONE BIO;Alimentari;1.87;0.00;1.50
920304755;INCAROSE MAXI BRONZE SALV VI/D;Detergenti / struccanti;1.87;0.00;1.50
902273743;GRANIS FIUGGI 35G;Stipsi e transito intestinale;1.87;0.00;1.81
930853965;COTONE PRETAGL VISO 6X5CM 80PZ;Cotone e tamponi;1.87;0.00;1.82
987835853;STELLINE MAIS GIALLO/RISO 250G;Pasta;1.87;0.00;2.07
980299770;FARABELLA PERLE PAT C/RISO250G;Pasta;1.87;0.00;1.92
934821582;HUMANA GIOCHERINA BIOLOGICA;Alimentari;1.87;0.00;2.00
908423371;PETTININO FITTO BI;Accessori,Infanzia;1.87;0.00;2.06
900529645;FERULE ALL SAG 18/19MM 1PZ;Articoli contenitivi;1.86;0.00;1.92
986718930;CEROTTO DEL 7X3 SOFARMAPIU';Cerotti;1.86;0.00;1.76
908924095;BENDA PRONTEX AURICOLARE 2CM;Bende e garze;1.86;0.00;1.92
905751754;FARABELLA TAGLIATELLE 250G;Pasta;1.86;0.00;2.10
952056149;NIDINA SUPREME PRO 3 300ML;Latti;1.85;0.00;3.89
983234737;BHEALTHY CAMICE TNT BIANCO L;Calzature;1.85;0.00;1.33
907133932;FOLEY CATET LATT CH16X1;Cateteri e altri accessori;1.85;0.00;2.09
951589771;ENERZONA SNACK NOCC CACAO 33G;Alimentari;1.85;0.00;2.17
924927332;SALVIETTE DETERGENTI OCCHI 15P;Veterinaria;1.84;0.00;2.06
900940420;GUANTO COTONE BIANCO 7,5 BUSTA;D.P.I.;1.84;0.00;1.89
974061311;HERBATINT APPLICATION KIT;Accessori;1.84;0.00;1.85
900529696;FERULE ALL SAG 25MM 1PZ;Articoli contenitivi;1.84;0.00;1.85
923212551;BENDA MEDIPRESTERIL 7X4500;Bende e garze;1.84;0.00;2.06
908627110;7 ERBE DENTIFRICIO 50ML;Dentifrici;1.83;0.00;1.84
990047805;ORALB 3DW BIANCO GHIACCIO 75ML;Dentifrici;1.83;0.00;1.59
945104709;MASSIGEN SPORT AMINO GEL UP30P;Preparati;1.83;0.00;1.61
900819374;GUANTO COTONE BIANCO 7 BUSTA;D.P.I.;1.83;0.00;1.89
901087724;DERMATESS BENDA CAMBRIC 7X5;Disinfettanti e medicazioni;1.82;0.00;1.97
030556029;PARACETAMOLO NOV*30CPR 500MG;Febbre,Analgesici;1.82;0.00;1.83
906046331;DURACELL LR44 02X10BL ALKA/MAN;Materiale per Farmacie;1.82;0.00;1.60
986718789;CEROTTO ACQUA 7,5X5 SOFARMAPIU;Cerotti;1.82;0.00;1.84
976210005;CURAPROX ENZYCAL 1451 10ML;Spazzolini;1.82;0.00;1.98
927498535;SIR EXF 5CC G23 0,60X30 10PZ;Aghi e siringhe;1.82;0.00;2.03
908087253;LENTICCHIE PRONTE BIO 400G;Alimentari;1.82;0.00;1.65
921828745;DIETERBA OMOG MELA 3PZ 80G;Alimentazione prima infanzia;1.81;0.00;1.86
900394178;ENERVITENE GEL ARANCIA 25ML;Preparati;1.81;0.00;2.07
931988190;GARZA MEDS TNT 5X5CM P O 12PZ;Bende e garze;1.81;0.00;2.05
975866132;ALCOLPAD 70% ISOPROPILICO100PZ;Disinfettanti e medicazioni;1.81;0.00;1.83
906566967;ENERVIT PS COMPETITION CAC 1BA;Preparati;1.81;0.00;2.02
901559005;FIOR DI LOTO CRUSCA GRANO TENE;Alimentari;1.81;0.00;1.92
981644329;SCOTTEX ULTRA SOFT BOX 80PZ;Naso;1.81;0.00;1.86
920796543;ENERVIT PS COMPETITION ARA 1BA;Preparati;1.81;0.00;2.06
986130072;MEDICARE GARZA COT 18X40 12PZ;Bende e garze;1.80;0.00;1.90
931988024;BENDA MEDS ORLATA12/12 CM10X5M;Bende e garze;1.80;0.00;1.84
924194160;ENERVIT POWER TIME FRUT 1BARR;Alimentari;1.80;0.00;2.06
950248195;MELLIN ANELLINI CRL POMOD CAR;Alimentazione prima infanzia;1.80;0.00;3.70
909353120;CATETERE TIEMANN MON CH12;Cateteri e altri accessori;1.79;0.00;2.03
921828707;DIETERBA OMOG FRUTTA MIS 3X80G;Alimentazione prima infanzia;1.79;0.00;1.84
980527220;MELLIN SNACK BIO GALL RISO 30G;Tonici / idratanti;1.79;0.00;1.79
931507281;ALCOOL ETILICO DENATURATO250ML;Disinfettanti e medicazioni;1.79;0.00;7.70
934888126;TOTAL ENERGY FRUIT BAR FRU 35G;Alimentari;1.79;0.00;1.61
986818817;DENTIFRICIO ALITO SOFARMAPIU';Dentifrici;1.79;0.00;1.93
900531524;SONDA ALIM BB CH8 1PZ;Sondini per la nutrizione enterale;1.78;0.00;1.62
909847218;CATETERE FOLEY CH20 P/C 2V 1PZ;Cateteri e altri accessori;1.78;0.00;1.69
908423395;DITALE GOMMA RETTO 2;Medicazione;1.78;0.00;1.72
931985079;SIR MEDS 2,5ML G2 5/3 10PZ;Aghi e siringhe;1.78;0.00;1.85
030775047;SODIO CLORURO FKI*0,9% 500ML;Soluzioni fisiologiche;1.78;0.00;6.59
906595893;SALE MARINO INT FINO SICIL1KG;Alimentari;1.78;0.00;1.92
931972057;GARZA MEDS 12/8 18X40CM 12PZ;Bende e garze;1.78;0.00;1.64
923212486;BENDA MEDIPRESTERIL AURIC2X500;Bende e garze;1.77;0.00;1.31
930378676;M-AID SIR VENIPU 10ML G21 10PZ;Aghi e siringhe;1.77;0.00;1.98
900321555;ORALB 123 INDICATOR SPAZZ S40;Spazzolini;1.77;0.00;1.90
938993728;BENDA DERMATESS ORLATA 500X7CM;Bende e garze;1.77;0.00;1.68
900940432;GUANTO COTONE BIANCO 8,5 BUSTA;D.P.I.;1.77;0.00;2.01
979821396;LADYSTAR AS COT GIORNO ALI 10P;Assorbenti;1.77;0.00;1.65
903776639;PORTAPILLOLE 3SCO;Contenitori;1.76;0.00;1.94
905080887;MEFAR 2000 BOCCAGLIO AMPOLLA;Raffreddore,Tosse,Naso;1.76;0.00;1.60
987292455;GAROFALO DITALINI RIGATI 400G;Pasta;1.76;0.00;1.98
951032693;LISTERINE TOTAL CARE 80ML;Collutori;1.75;0.00;0.68
984818411;GIUSTO S/G CHIPS OLIO EVO 40G;Salati;1.75;0.00;1.90
909385039;BENDA PRONTEX ORL 20FILI10X500;Bende e garze;1.75;0.00;1.98
909972933;GUANTO CHIR STER 8,5 1PA;D.P.I.;1.74;0.00;1.76
902981467;BENDA ICOPIUMA EL UNIV 8X450CM;Bende e garze;1.74;0.00;1.60
931985081;SIR MEDS 5ML G14 10PZ;Aghi e siringhe;1.74;0.00;1.78
901396111;RUSCH GOLD P AD 2V CH22 15 1PZ;Cateteri e altri accessori;1.74;0.00;2.00
908423419;DITALE GOMMA RETTO 4;Medicazione;1.74;0.00;1.93
930864792;ETILTEST ALCOL TEST SALIVA 1PZ;Test;1.74;0.00;1.89
976910188;ENERVIT SPORT COMP FRUITS 30G;Preparati;1.74;0.00;1.75
982441560;LINES IDEA SOTT RIP ALI 12PZ;Assorbenti;1.73;0.00;3.64
951359090;PORTA APPARECCHI ORTODONTICI;;1.73;0.00;1.93
904360169;GAMMADIS SIR SOFT 10ML G21 10P;Aghi e siringhe;1.73;0.00;1.65
987493119;SPORT GEL ORANGE 25ML;Preparati;1.73;0.00;1.30
913661613;BENDA CEROXMED 6X450CM;Bende e garze;1.73;0.00;1.86
931988366;MEDS PORE MEDIC OCULARE 5PZ;Disinfettanti e medicazioni;1.72;0.00;1.97
902981416;GARZA TNT ICOPIUMA10X10CM 100P;Bende e garze;1.72;0.00;1.11
989040264;KALUCY DISCHETTI STRUCC 120PZ;Detergenti / struccanti;1.72;0.00;1.77
932000969;GHIACCIO ISTANT COMFORT TNT;Ghiaccio istantaneo;1.72;0.00;1.77
986872226;SELFTEST ALCOL SOFARMAPIU';Test;1.71;0.00;1.76
908423407;DITALE GOMMA RETTO 3;Medicazione;1.71;0.00;1.72
910861448;SOLO QUAGLIA CANI/GATTI 100G;Mangimi;1.71;0.00;1.82
913233843;SOLO MAIALE ALIM CANI/GATTI100;Mangimi;1.71;0.00;1.82
901396034;RUSCH GOLD P AD 2V CH12 15 1PZ;Cateteri e altri accessori;1.71;0.00;3.80
984463063;AZ 3D ULTRAWHITE DENTIF 65ML;Dentifrici;1.70;0.00;1.93
909089878;M-AID COMPRIDERM BENDA EL 6X5;Bende e garze;1.70;0.00;1.85
931191047;FARABELLA FIGURINE 250G;Pasta;1.70;0.00;1.54
900581885;CATETERE FOLEY LATT SIL CH16;Cateteri e altri accessori;1.70;0.00;1.65
971755715;COMPRESSA ADES TNT 7,5X5CM 5PZ;Bende e garze;1.70;0.00;1.14
932731526;FARABELLA BUCATINI PASTA 250G;Pasta;1.70;0.00;1.73
973179082;DRENAX SLIM DIMAGRANTE 9GUM;Drenanti;1.70;0.00;1.94
902981341;GARZA TNT ICOPIUMA 10X10CM 16P;Bende e garze;1.70;0.00;0.95
927091367;PIACERI MEDIT CANESTRELLI 36G;Dolci;1.70;0.00;1.88
920652029;TAGLIA UN BABY SICUREZZA;Accessori;1.70;0.00;3.62
032182038;SODIO CLORURO EUROS*0,9% 500ML;Soluzioni fisiologiche;1.69;0.00;6.60
908423421;DITALE GOMMA RETTO 5;Medicazione;1.69;0.00;1.70
930877131;TRUDI BABY C SALVIETTE M/L 72P;Igiene;1.69;0.00;1.86
988663579;CH SALV 72PZ PLAQ;Detergenti;1.69;0.00;1.72
901484129;AGO CANNULA G16 GRI;Aghi e siringhe;1.68;0.00;2.00
983678881;CLIADENT SPAZZOLINO SOFT BASIC;;1.68;0.00;1.10
986130033;MEDICARE COTONE IDROFILO 100G;Cotone e tamponi;1.68;0.00;3.43
908868540;PRONTEX BENDA CAMBRIC 5CM;Bende e garze;1.67;0.00;1.90
986867024;COTTON FIOC 200PZ SOFARMAPIU';Orecchio;1.67;0.00;1.82
900530155;AGO CANNULA RACCORDO PERM CH18;Aghi e siringhe;1.67;0.00;1.72
933083471;PRONTEX QUICK COLD GH ISTANT1P;Ghiaccio istantaneo;1.67;0.00;1.86
951380740;SCHAR MAXI BREAK 38G;Dolci;1.67;0.00;1.89
980527194;MELLIN SNACK BIO ROT PISEL 20G;Idratanti;1.67;0.00;1.63
951032681;LISTERINE DENTI&GENG DEL 80ML;Collutori;1.67;0.00;1.12
970492548;RICOLA EUCALIPTOLO S/ZUCCH 50G;Alimentari,Controllo del peso;1.67;0.00;1.89
990047793;ORALB 3DW BIANCO PERLA DENTIF;Dentifrici;1.67;0.00;1.59
930366772;UNICO SALV UMIDIF POP-UP 72PZ;Corpo;1.66;0.00;1.70
909847206;CATETERE FOLEY CH18 P/C 2V 1PZ;Cateteri e altri accessori;1.66;0.00;1.69
900485374;BENDA ELASTOMULL 4X400CM;Bende e garze;1.66;0.00;0.95
904360017;GAMMADIS SIR SOFT 2,5MLG23 10P;Aghi e siringhe;1.66;0.00;1.53
983776713;SARS-COV-2 AG RAPID AUTOTEST;Test;1.65;0.00;1.66
972254561;CURADENT ULTRACLEAN SPAZZ DURO;Spazzolini;1.65;0.00;15.99
972254546;CURADENT SUPERWHITE SPAZZ MEDI;Spazzolini;1.65;0.00;11.48
912970478;HYDRA BRONZE AUTOABBR SALV 1PZ;Corpo,Corpo;1.64;0.00;1.78
907133957;FOLEY CATET LATT CH20X1;Cateteri e altri accessori;1.64;0.00;1.84
980513168;LEUKOPLAST ELASTIC 72X28 20PZ;Cerotti;1.64;0.00;1.90
931988378;MEDS PORE MEDIC 5X7CM 5PZ;Disinfettanti e medicazioni;1.63;0.00;2.05
984463075;AZ COMPLETE PROT PUL DENT 65ML;Dentifrici;1.63;0.00;1.84
921828760;DIETERBA OMOG PERA 3PZ 80G;Alimentazione prima infanzia;1.62;0.00;1.84
980527182;MELLIN SNACK BIO ANEL MAIS 15G;Alimentazione prima infanzia;1.62;0.00;1.63
986718928;CEROTTO DEL 7X2 SOFARMAPIU';Cerotti;1.62;0.00;1.76
909367106;DITALE LATTICE CURVO 2;Medicazione;1.61;0.00;1.62
974016848;PROACTION NUTS BAR FRUT RO 30G;Alimentari;1.61;0.00;1.65
971552979;ASSORBENTI GIORNO ALI 12PZ;Assorbenti;1.61;0.00;2.72
927588552;BIOGENYA BABY CIUCCIO 12PZ;Detergenti;1.61;0.00;1.60
909972756;GUANTO CHIR STER 7,5 1PA;D.P.I.;1.60;0.00;1.76
988253403;ENERVIT PR SNACK CHEESC LS 30G;Controllo del peso;1.60;0.00;1.84
984209609;GARZA MEDIPRESTERIL TNT 10X10;Bende e garze;1.60;0.00;1.78
975961400;CATNIVOR CONIGLIO 80G;Mangimi;1.60;0.00;1.54
944800325;PLASMON OMOG PRUGNA 2X80G;Alimentazione prima infanzia;1.59;0.00;1.81
909847271;CATETERE FOLEY CH22 P/C 2V 1PZ;Cateteri e altri accessori;1.59;0.00;1.68
904547650;INCAROSE MAXI B SALV AUTOABBR;Viso,Viso;1.59;0.00;1.29
944800299;PLASMON OMOG MELA 2X80G;Alimentazione prima infanzia;1.59;0.00;1.84
950484764;PLASMON PAFF FRAGOLA 15G;Alimentazione prima infanzia;1.59;0.00;1.59
923130975;MALTO+ GEL LIMONE 50ML;Alimentari;1.58;0.00;1.44
951032705;LISTERINE DIFESA DENTI&GEN80ML;Collutori;1.58;0.00;0.68
979359104;ELMEX SENSITIVE PROF 20ML;Dentifrici;1.58;0.00;1.57
907144467;SIRINGA STERILE 50ML CONO CATE;Aghi e siringhe;1.58;0.00;1.62
909385027;BENDA PRONTEX ORL 20FILI 7X500;Bende e garze;1.58;0.00;1.72
975961424;CATNIVOR TACCHINO 80G;Mangimi;1.58;0.00;1.43
901415190;SIR PIC INDOLOR 50ML LL S/A;Aghi e siringhe;1.58;0.00;1.80
912464221;AGO VENOPIC 1VIA G14 45MM FEP;Aghi e siringhe;1.58;0.00;1.36
909367056;DITALE LATTICE RETTO 6;Medicazione;1.58;0.00;1.62
975961653;CATNIVOR SALMONE 80G;Mangimi;1.57;0.00;1.43
984463087;AZ COMPLETE FRESC DEL DENT65ML;Dentifrici;1.57;0.00;1.78
944800313;PLASMON OMOG 4 FRUTTI 2X80G;Alimentazione prima infanzia;1.57;0.00;1.76
908559141;BENDA ORLATA GARZA IDROF 5X200;Bende e garze;1.57;0.00;1.54
944800301;PLASMON OMOG PERA 2X80G;Alimentazione prima infanzia;1.57;0.00;1.77
030775035;SODIO CLORURO FKI*0,9% 250ML;Soluzioni fisiologiche;1.57;0.00;1.24
930411727;BENDA ICOPIUMA ORLATA 20 5X7CM;Bende e garze;1.56;0.00;0.89
932215787;EXTRAFINE SANITY CON UR T120ML;Contenitori;1.56;0.00;1.57
979404528;PLASMON DRY SNACK PAFF CAR POM;Alimentazione prima infanzia;1.56;0.00;1.59
905435006;ACQUA AMOROSA 1000ML;Alimentari;1.56;0.00;5.23
910612365;RAIDL MAT RAIDEX BLU 10PZ;Accessori;1.55;0.00;1.55
909847194;CATETERE FOLEY CH16 P/C 2V 1PZ;Cateteri e altri accessori;1.55;0.00;1.69
982735728;SCREEN TEST COVID-19 SALIVA;Test;1.55;0.00;1.74
909972844;GUANTO CHIR STER 8 1PA;D.P.I.;1.55;0.00;1.74
900495110;M-AID FORTE MED CER M 20PZ;Cerotti;1.54;0.00;1.55
947328631;KILOCAL BARRETTA SNACK CIOC;Controllo del peso;1.54;0.00;1.43
910819642;SCHAR QUADRITOS CIOCCOLATO FON;Dolci;1.54;0.00;1.64
984210548;GARZA MEDIPRESTERIL 12/8 10X10;Bende e garze;1.54;0.00;1.43
909972667;GUANTO CHIR STER 7 1PA;D.P.I.;1.54;0.00;1.72
923212548;BENDA MEDIPRESTERIL EL ID5X450;Bende e garze;1.53;0.00;1.72
972508446;ELMEX COLLUTORIO SENSITIVE;Collutori;1.53;0.00;1.37
030902035;SODIO CLORURO*0,9% FL 250ML PE;;1.53;0.00;1.41
909367043;DITALE LATTICE RETTO 5;Medicazione;1.53;0.00;1.54
902873886;GARZA TNT CEROXMED 10X10 100PZ;Bende e garze;1.53;0.00;1.68
989811435;TEST COVID19 NAS SELF SOFARMAP;Test;1.53;0.00;1.18
909972578;GUANTO CHIR STER 6,5 1PA;D.P.I.;1.53;0.00;1.74
972729053;FARABELLA CONCHIGLIETTE 250G;Pasta;1.53;0.00;1.54
931191050;FARABELLA FILINI 250G;Pasta;1.53;0.00;1.54
972508461;MERIDOL COLLUTORIO 100ML;Collutori;1.53;0.00;1.36
976785663;FARABELLA QUADRUCCI 250G;Pasta;1.53;0.00;1.54
909367094;DITALE LATTICE CURVO 1;Medicazione;1.52;0.00;1.54
950966717;IRIX LANCETTE PUNGIDITO 50PZ;Presidi,Autodiagnostici;1.52;0.00;1.74
972508459;ELMEX COLLUTORIO CARIE 100ML;Collutori;1.52;0.00;1.65
908423472;DITALE GOMMA CURVO 3;Medicazione;1.51;0.00;1.72
975039658;BIOGENYA BABY COCCOLA 72SALV;Igiene;1.51;0.00;1.74
900531649;SIR 50CC 1PZXCATET;Aghi e siringhe;1.50;0.00;1.68
902873898;GARZA TNT CEROXMED 18X40 12PZ;Bende e garze;1.50;0.00;1.36
976395855;CH ZANZA BRACCIALE PLASTICA;Repellenti,Strumenti e accessori;1.50;0.00;1.65
905288268;PEROSSIDO IDROGENO USO ESTERNO;Disinfettanti e medicazioni;1.49;0.00;1.50
932443031;BISTURI MON STERILE FIGURA 15;Camera del malato/materiale da ospedale;1.49;0.00;1.17
926241391;MONELLO 3 1/3ANNI LIQUIDO500ML;Latti;1.49;0.00;1.66
924294907;AGO PIC VENOGLISS SH G27 90CM;Aghi e siringhe;1.49;0.00;1.50
908006570;VASELINA BIANCA AFOM 30G;Idratanti;1.49;0.00;1.55
909366991;DITALE LATTICE RETTO 4;Medicazione;1.49;0.00;1.54
979015258;HIPP BIO BAR CRL MELA/PESCA20G;Alimentazione prima infanzia;1.49;0.00;1.34
979015195;HIPP BIO BAR FRUT BA/AM/YOG23G;Alimentazione prima infanzia;1.48;0.00;1.34
910837210;SCHAR SALINIS SALATINI 60G;Salati;1.48;0.00;1.74
935837043;CADICIOC LATTE BARRETTA 20G;Alimentari;1.48;0.00;1.64
934872728;PRONTEX COTONE IDROFILO 50G;Cotone e tamponi;1.48;0.00;1.68
975948314;MELLIN POUCH MIRTILLO/RIBES90G;Alimentazione prima infanzia;1.48;0.00;1.49
938993538;BENDA DERMATESS ORLATA10X500CM;Bende e garze;1.47;0.00;1.41
923212839;MEDIPRESTERIL COT IDROF FU 100;Cotone e tamponi;1.47;0.00;1.68
931988048;GARZA MEDS FARM12/8 15X15 25P;Bende e garze;1.47;0.00;1.64
927498434;SIR EXTRAFINE 50-60ML LL S/AGO;Aghi e siringhe;1.47;0.00;1.04
903151189;MONELLO LATTE CRESCITA 500ML;Latti;1.46;0.00;1.66
900502319;SONDA RETTALE CH22 40CM;Stomia;1.46;0.00;1.60
935837068;CADICIOC FONDENTE BARRETTA 20G;Alimentari;1.46;0.00;1.62
912464260;AGO VENOPIC 1VIA G22 25MM FEP;Aghi e siringhe;1.46;0.00;1.50
900581897;CATETERE FOLEY LATT SIL CH18;Cateteri e altri accessori;1.46;0.00;1.65
902831736;GARZA CEROXMED 10X10CM COT 100;Bende e garze;1.46;0.00;1.21
970384400;FIOR DI LOTO MINI MIELE ACACIA;Alimentari;1.45;0.00;1.47
905278356;SONDA FOLEY CH18 2VIE 1PZ;Cateteri e altri accessori;1.45;0.00;1.26
902831876;GARZA CEROXMED 18X40CM COT 12P;Bende e garze;1.45;0.00;1.36
931972386;MEDS COT IDROF FARMATEXA 100G;Cotone e tamponi;1.45;0.00;1.64
923212462;BENDA MEDIPRESTER 12/8 10X500;Bende e garze;1.45;0.00;1.46
924294857;AGO PIC VENOGLISS 25X3/4 90CM;Aghi e siringhe;1.45;0.00;1.49
971552955;ASSORBENTI NOTTE ALI 10PZ;Assorbenti;1.44;0.00;2.72
900038353;AGO CANNULA G20 2 VIE;Aghi e siringhe;1.44;0.00;1.61
988663581;CH SALV 72PZ NOPLAQ;Detergenti;1.43;0.00;1.61
974637415;LYCIA DISCHETTI COT STRUC2 80P;Detergenti / struccanti;1.43;0.00;1.10
989894035;BENDA F CARE ORLATA 12/8 7X500;Bende e garze;1.43;0.00;1.59
944751155;PLASMON DRY SNACK PAFF PIS-MAI;Alimentazione prima infanzia;1.42;0.00;1.45
982441545;LINES IDEA SOTT ANAT 12PZ;Assorbenti;1.42;0.00;3.08
909955902;SIR PIC 50ML ECC S/AGO 1PZ;Aghi e siringhe;1.42;0.00;1.61
900502485;LACCIO EMOST TUBOL 30CM;Medicazione;1.42;0.00;1.60
982441533;LINES IDEA ULTRA FLUSSI ABB7PZ;Assorbenti;1.41;0.00;3.45
904360043;GAMMADIS SIR SOFT 5ML G23 10P;Aghi e siringhe;1.41;0.00;1.57
986867291;SALVIETTINE MIEL BB SOFARMAPIU;Detergenti;1.41;0.00;1.42
985975693;ACQUA OSSIGENATA 10VOL 250ML;Disinfettanti e medicazioni;1.41;0.00;3.32
927498459;SIR IPOD S/AGO EF 50/60C CATET;Aghi e siringhe;1.41;0.00;1.12
979404492;PLASMON DRY SNACK PAFF ZUC CAR;Alimentazione prima infanzia;1.41;0.00;1.57
970384436;FIOR DI LOTO MINI MIELE ARA35G;Alimentari;1.41;0.00;1.47
987680396;SPAZZOLINO TIFOSO MEDIO;Spazzolini;1.40;0.00;1.60
982441584;LINES IDEA ULTRA GIORNO ALI 9P;Assorbenti;1.39;0.00;3.45
982441572;LINES IDEA LIBERTY DWCT ANAT;Assorbenti;1.39;0.00;3.43
980250474;MERIDOL DENTIFRICIO 20ML;Dentifrici;1.38;0.00;1.50
982011064;PIACERI MEDIT WAFER VAN 45G;Dolci;1.38;0.00;1.29
980250462;ELMEX DENTIFRICIO CARIE PROF;Dentifrici;1.38;0.00;1.57
944751167;PLASMON DRY SNACK PAFF LENT-PA;Alimentazione prima infanzia;1.38;0.00;1.59
