tenant,sku,nome,click7,spesa7,pos,stock,vend_rete_15g,carrello90,azione
SubitoFarma,979418872,TRIMIX GOCCE OCULARI 15MONOD,3,0.99,2,0,3.00,-5,SPINGI_vende_rete15g
SubitoFarma,947473942,RETICOL 60CPR,3,0.99,3,0,0,20,CARRELLO
SubitoFarma,986882090,DERMATINA D CREMA 30ML,3,0.99,10,0,0,0,VALUTA_taglio
SubitoFarma,905218638,ALOPEX FORTE LOZIONE 20ML,3,0.99,3,0,0,0,VALUTA_taglio
SubitoFarma,986075226,SILDI' SOFT GEL 30SOFT GELS,3,0.99,6,0,1.00,67,SPINGI_vende_rete15g
SubitoFarma,900961956,ANGIOTON CREMA GEL 100ML,3,0.99,3,0,1.00,8,SPINGI_vende_rete15g
SubitoFarma,936024936,IODIM GOCCE OCULARI 10ML STER,3,0.99,5,0,0,0,VALUTA_taglio
SubitoFarma,934018298,KILOCAL BRUCIA GRASSI 15CPR,3,0.99,8,0,0,9,CARRELLO
SubitoFarma,934030382,RUPISOLV OX 20BUST 4G,3,0.99,3,0,0,17,CARRELLO
SubitoFarma,901115319,KOURILES EMULS FLUIDA 30ML,3,0.99,3,0,0,55,CARRELLO
SubitoFarma,920015599,KERATOSANE 30 CREME 75ML,3,0.99,99,0,0,0,VALUTA_taglio
SubitoFarma,920000926,FILLERGYN GEL VAGINALE 25G,3,0.99,4,0,5.00,10,SPINGI_vende_rete15g
SubitoFarma,908030505,ALCOOL PURO ALC 100ML,3,0.99,99,0,0,0,VALUTA_taglio
SubitoFarma,026487013,ELMEX*GEL DENTALE 25G,3,0.99,4,0,1.00,9,SPINGI_vende_rete15g
SubitoFarma,986461566,CLIA LOZIONE INSETTOREPELLENTE,3,0.99,2,0,1.00,10,SPINGI_vende_rete15g
SubitoFarma,905562361,CLINNIX LAVANDA VAG 4FL 140ML,3,0.99,6,1,0,4,CARRELLO
SubitoFarma,934488329,DHALUX 350 30CPS MOLLI,3,0.99,2,0,2.00,20,SPINGI_vende_rete15g
SubitoFarma,986864534,NUTILIS AQUA GEL MELA 4PZ,3,0.99,99,0,1.00,6,SPINGI_vende_rete15g
SubitoFarma,940332214,PEIRONIMEV 30CPR NF,2,0.66,5,0,0,12,CARRELLO
SubitoFarma,000590012,"RINAZINA*AD GTT 10ML 10MG 0,1%",2,0.66,7,0,18.00,0,SPINGI_vende_rete15g
SubitoFarma,004905131,"PLACENTEX*CREMA 25G 0,08%",2,0.66,1,1,0,11,CARRELLO
SubitoFarma,009209053,POTASSION*GRAT EFF 20BUST,2,0.66,1,0,12.00,0,SPINGI_vende_rete15g
SubitoFarma,019875044,CONNETTIVINA*CREMA 15G 2MG/G,2,0.66,7,1,3.00,0,SPINGI_vende_rete15g
SubitoFarma,022760019,CANESTEN*CREMA 30G 1%,2,0.66,12,0,5.00,71,SPINGI_vende_rete15g
SubitoFarma,023296039,NEOIODARSOLO*OS 10FL 15ML,2,0.66,1,1,0,0,VALUTA_taglio
SubitoFarma,024964037,NIZORAL*CREMA DERM 30G 2%,2,0.66,1,7,1.00,96,SPINGI_vende_rete15g
SubitoFarma,025208024,VIAMAL TRAUMA*GEL TUBO 50G,2,0.66,5,0,0,0,VALUTA_taglio
SubitoFarma,025218102,MICLAST*SOL CUT FL 30ML 10MG/G,2,0.66,3,0,0,9,CARRELLO
SubitoFarma,025915012,SKINOREN*CREMA 30G 20%,2,0.66,2,0,3.00,0,SPINGI_vende_rete15g
SubitoFarma,026371017,"ZERINODEK DECONG*SPRAY 10ML0,1",2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,028881011,"DROPYAL*COLL 20MONODOSI 0,65ML",2,0.66,1,0,1.00,21,SPINGI_vende_rete15g
SubitoFarma,034220032,CRYSTACIDE*CREMA 25G 1%,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,034447045,"CELLUVISC*COLL 30F 0,4ML5MG/ML",2,0.66,1,0,12.00,0,SPINGI_vende_rete15g
SubitoFarma,034942019,"ZIDOVAL*VAG GEL40G 7,5MG/G+5AP",2,0.66,1,0,0,22,CARRELLO
SubitoFarma,042178018,ALGOPIRINA FEBBRE DOL*150ML FR,2,0.66,1,0,1.00,13,SPINGI_vende_rete15g
SubitoFarma,042311047,MINOXIDIL BIORGA*SOL CUT 3FL2%,2,0.66,2,0,2.00,22,SPINGI_vende_rete15g
SubitoFarma,042922029,NEXIUM CONTROL*14CPR GASTR20MG,2,0.66,14,0,9.00,33,SPINGI_vende_rete15g
SubitoFarma,044247120,NUROFENKID FEBBRE D*24CPS100MG,2,0.66,1,0,3.00,0,SPINGI_vende_rete15g
SubitoFarma,047258025,VOLTAREN EMULGEL*GEL 100G 2%,2,0.66,5,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,048608018,GUNA BETA ESTRADIOL*D11 30ML,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,050039015,"KETAZED*COLL FL 10ML 0,25MG/ML",2,0.66,1,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,900033616,COLLAGENIL CLEANSING DET RESTI,2,0.66,5,0,2.00,19,SPINGI_vende_rete15g
SubitoFarma,900398355,REGULA MISC ERBE SVIZZ 80TAV,2,0.66,5,0,6.00,0,SPINGI_vende_rete15g
SubitoFarma,900647241,BROMIPOD SPR RINF 100ML,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,900975121,VITAMINA A 10000 IDRO,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,901153635,BD MICROFINE AGO G31 5MM 100PZ,2,0.66,2,1,0,1,CARRELLO
SubitoFarma,901289280,LONGLIFE CARBO STOP 60TAV RIV,2,0.66,2,0,0,13,CARRELLO
SubitoFarma,901542237,VEA LIPOGEL IDRAT PROT 50ML,2,0.66,6,0,3.00,48,SPINGI_vende_rete15g
SubitoFarma,901730313,GEHWOL CR ANTISCREPOLATURE75ML,2,0.66,3,0,0,0,VALUTA_taglio
SubitoFarma,901735062,CREDO TAGLIACALLI SICUREZZA,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,901959015,KOURILES SH ANTIFORF 100ML,2,0.66,2,0,0,13,CARRELLO
SubitoFarma,902552569,IDROVEL VISO CREMA 30G,2,0.66,2,0,0,60,CARRELLO
SubitoFarma,902596954,UROCLINNIX DET UROLOGICO 500ML,2,0.66,3,0,0,10,CARRELLO
SubitoFarma,902659515,VEA CREMA PF VIT E+POLIF 50ML,2,0.66,4,0,0,9,CARRELLO
SubitoFarma,902709613,BORACID PLUS 100ML,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,903364584,VEA BUCATO SAP NAT 500G,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,903575114,TARASSACO CARCIOFO 80PRL,2,0.66,9,0,0,0,VALUTA_taglio
SubitoFarma,903678845,SKARFLEX S CREMA 30ML,2,0.66,2,0,2.00,44,SPINGI_vende_rete15g
SubitoFarma,903704221,FARMACTIVE ALGINATO 10X10CM 10,2,0.66,5,0,0,3,CARRELLO
SubitoFarma,903930156,BOSWELLIA SERRATA 60CPS 400MG,2,0.66,4,0,0,9,CARRELLO
SubitoFarma,903996496,BIOTAD 24CPS,2,0.66,7,0,0,11,CARRELLO
SubitoFarma,904045820,TROFOVIT 14FL 10ML,2,0.66,2,0,0,28,CARRELLO
SubitoFarma,904063219,KERATOSTILL GOCCE OCULARI 10ML,2,0.66,5,0,0,16,CARRELLO
SubitoFarma,904253539,ANATROFINE 30CPR RETARD,2,0.66,4,0,0,37,CARRELLO
SubitoFarma,904422146,VENATROPEN PLUS 24CPS,2,0.66,2,0,0,17,CARRELLO
SubitoFarma,904548450,MEDILEN CREMA 250ML,2,0.66,5,0,0,0,VALUTA_taglio
SubitoFarma,904556976,PROKTIS-M PLUS UNG RETT 30G+CA,2,0.66,3,0,0,7,CARRELLO
SubitoFarma,904567144,CLINNIX FOLIFERRO 30CPR,2,0.66,1,0,0,5,CARRELLO
SubitoFarma,904682592,AVEC CREMA LEN DECONGEST 50ML,2,0.66,5,0,1.00,33,SPINGI_vende_rete15g
SubitoFarma,904917731,CONDRALGIN 20BUST,2,0.66,2,0,0,19,CARRELLO
SubitoFarma,905080432,IMMUN'AGE FORTE 60BUST,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,905123042,BIOGREEN OTO SPRAY SOL OTO13ML,2,0.66,4,0,1.00,11,SPINGI_vende_rete15g
SubitoFarma,905171258,VITREOIAL 20BUST,2,0.66,5,0,6.00,34,SPINGI_vende_rete15g
SubitoFarma,905171500,BIOPOMATA ARTIGLIO DIAVOLO50ML,2,0.66,1,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,905428874,NOVOCOL 60CPS BLISTER,2,0.66,1,0,0,11,CARRELLO
SubitoFarma,905857456,NEOFITOROID 50OPR 500MG,2,0.66,10,0,2.00,15,SPINGI_vende_rete15g
SubitoFarma,905857532,RADICALIA 30CPR,2,0.66,2,0,2.00,68,SPINGI_vende_rete15g
SubitoFarma,905919155,KLINOIL DETERGENTE 500ML,2,0.66,5,0,1.00,13,SPINGI_vende_rete15g
SubitoFarma,906604158,LONGLIFE PAPAYA ZYME 120CPR,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,906953575,GEHWOL BALS PIEDI P/SEC 75ML,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,906995776,INTAKE 10FL 10ML,2,0.66,11,0,0,0,VALUTA_taglio
SubitoFarma,907101024,ESI NO DOL 60CPS,2,0.66,5,0,0,39,CARRELLO
SubitoFarma,907188407,LENIDERM SH CANI GATTI 250ML,2,0.66,6,0,1.00,-155,SPINGI_vende_rete15g
SubitoFarma,907240788,KERATOSE FORTE 20CPS,2,0.66,3,0,2.00,11,SPINGI_vende_rete15g
SubitoFarma,907267759,CUSCINETTO DITA MART 1PA,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,907340451,ARD COGITON 10FL 10ML,2,0.66,2,0,11.00,124,SPINGI_vende_rete15g
SubitoFarma,908043209,AMUCHINA 100% 1000ML,2,0.66,4,1,2.00,24,SPINGI_vende_rete15g
SubitoFarma,908297310,DEBROX GOCCE AURICOLARI 15ML,2,0.66,4,0,1.00,23,SPINGI_vende_rete15g
SubitoFarma,908569977,MOM SHAMPOO SCHIUMA 150ML,2,0.66,2,0,0,2,CARRELLO
SubitoFarma,908693880,MELLIS BIO-SHAMPOO 200ML,2,0.66,8,0,1.00,32,SPINGI_vende_rete15g
SubitoFarma,908726843,NEO MOM POLVERE 20G,2,0.66,7,1,0,5,CARRELLO
SubitoFarma,908755073,AMUCHINA 100% 250ML,2,0.66,5,2,0,11,CARRELLO
SubitoFarma,908780392,"NEOTRICODIN FRIZ 10FL 7,5ML",2,0.66,2,0,0,19,CARRELLO
SubitoFarma,908925528,GARZA PRONTEX 30X30CM 1KG,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,909467730,OSTEOHEEL S 50TAV HEEL,2,0.66,1,0,0,13,CARRELLO
SubitoFarma,909468694,SYZYGIUM COMP 30ML GTT HEEL,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,910558550,MARIATREBEN AMARO ERBE 200ML,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,910597501,CLOREXYDERM SH 4% 250ML,2,0.66,11,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,910856893,DIA TAB 6TAV,2,0.66,7,0,2.00,16,SPINGI_vende_rete15g
SubitoFarma,912294485,EPITACT CUSCINETTO PLANT M 1PA,2,0.66,2,0,0,17,CARRELLO
SubitoFarma,912823150,RESOURCE THICKENUP NEUTRO 227G,2,0.66,5,0,0,3,CARRELLO
SubitoFarma,913213803,PROVITA AKNE CREMA 30ML,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,913228072,CLEARBLUE RILEVAZIONE RAPIDA1P,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,920891557,PROCTOIAL GEL RETT EMOR/RAG,2,0.66,3,0,0,13,CARRELLO
SubitoFarma,920900964,HIPP BIO PAP LATTEA BISC 250G,2,0.66,5,0,0,-4,VALUTA_taglio
SubitoFarma,920974286,VOCALEN 20CPS,2,0.66,6,9,0,0,VALUTA_taglio
SubitoFarma,921895645,IDEAL SOLEIL VISO DRY TOUCH 30,2,0.66,6,0,0,18,CARRELLO
SubitoFarma,922363674,BARIESUN BRUME DOPOSOLE 150ML,2,0.66,3,1,0,0,VALUTA_taglio
SubitoFarma,922378676,DURAFIBER MEDIC 5X5CM 10PZ,2,0.66,1,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,922765829,DEFLANIL PLUS 30CPR,2,0.66,3,0,0,26,CARRELLO
SubitoFarma,922982653,RESVEGA 60CPS,2,0.66,5,0,16.00,4,SPINGI_vende_rete15g
SubitoFarma,923135343,REDONYL ULTRA 50MG CA/GA 60CPS,2,0.66,4,0,0,-4,VALUTA_taglio
SubitoFarma,923324608,DEDALOX 30CPR,2,0.66,7,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,923766481,POSITIVE 40CPS,2,0.66,7,0,0,0,VALUTA_taglio
SubitoFarma,923811741,ESI NORMOLIP 5 30CPS,2,0.66,5,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,924284932,HYPERMIX BARATTOLO 200ML,2,0.66,2,0,8.00,11,SPINGI_vende_rete15g
SubitoFarma,924415235,SUPRADYN ENERGY 70CARAM,2,0.66,12,12,2.00,106,SPINGI_vende_rete15g
SubitoFarma,924825490,PALINGEN CREMA 30G,2,0.66,11,0,6.00,0,SPINGI_vende_rete15g
SubitoFarma,924875204,SPASMINA PLUS 30OPERCOLI,2,0.66,3,0,0,5,CARRELLO
SubitoFarma,924880432,DRENAMIX GD+ESTR INTEGR S/ALCO,2,0.66,1,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,924922178,CERAMOL BETA CREMA PALPEBRALE,2,0.66,10,0,2.00,16,SPINGI_vende_rete15g
SubitoFarma,925908966,CALOS D3 30CPR,2,0.66,2,0,0,1,CARRELLO
SubitoFarma,925934275,COMPLESSO B 60CPR,2,0.66,4,0,0,0,VALUTA_taglio
SubitoFarma,926821265,DOAGYN OIL DETERGENTE 250ML,2,0.66,9,0,5.00,8,SPINGI_vende_rete15g
SubitoFarma,927123481,AMINOGAM COLLUTORIO 200ML,2,0.66,4,0,0,8,CARRELLO
SubitoFarma,927295790,DIRENE PASTA 15ML,2,0.66,6,0,14.00,26,SPINGI_vende_rete15g
SubitoFarma,927304550,HELIOCARE 360 MINERAL SPF50,2,0.66,4,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,927310553,TRIPTOMAQ 20BUST,2,0.66,3,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,930268608,CEBROLUX 800 30BUST,2,0.66,9,0,0,12,CARRELLO
SubitoFarma,930270549,PERILEI PAUSA 10 TUBETTI 5ML,2,0.66,6,0,0,-5,VALUTA_taglio
SubitoFarma,930530290,NEOVIS SPORT 30BUST,2,0.66,3,0,3.00,14,SPINGI_vende_rete15g
SubitoFarma,930881572,ADIUSTIP PLUS 200ML,2,0.66,2,0,0,39,CARRELLO
SubitoFarma,930890850,SOLIVEN CREMA BIOSLINE 100ML,2,0.66,6,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,931050722,EUCERIN AQUAPHOR 40G,2,0.66,10,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,931096681,VIVIFLUX 20CPR,2,0.66,2,0,0,38,CARRELLO
SubitoFarma,931097455,TRIPTOZIM 15CPR,2,0.66,1,2,0,0,VALUTA_taglio
SubitoFarma,931114969,ETAS CONTORNO OCCHI 15ML,2,0.66,6,0,0,8,CARRELLO
SubitoFarma,931124085,OSTEOKOS 1100MG 60CPR OVALI,2,0.66,1,0,0,0,VALUTA_taglio
SubitoFarma,931465494,SPEEDICATH COMP U NEL CH12 30P,2,0.66,5,0,0,44,CARRELLO
SubitoFarma,931503585,OTORIG GOCCE AURICOLARI 10ML,2,0.66,2,0,0,9,CARRELLO
SubitoFarma,931640270,VEA SCUDO 50+ 30ML,2,0.66,2,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,931774107,CLIN 4000 POLVERE 200G,2,0.66,7,0,0,14,CARRELLO
SubitoFarma,931812236,PROQUICK CACAO 21BUST,2,0.66,2,0,0,47,CARRELLO
SubitoFarma,931855732,POLVERE PER STOMIA 25G,2,0.66,3,0,0,4,CARRELLO
SubitoFarma,931855819,REMOVER STOMIA SALVIETTE 30PZ,2,0.66,3,0,7.00,57,SPINGI_vende_rete15g
SubitoFarma,931950529,LONGLIFE GLUCOMANNANO 100CPS,2,0.66,2,0,0,51,CARRELLO
SubitoFarma,931952701,LONGLIFE D-MANNOSE 60CPS,2,0.66,5,0,2.00,56,SPINGI_vende_rete15g
SubitoFarma,932252620,BUONAVIT D3K 12ML,2,0.66,3,0,0,28,CARRELLO
SubitoFarma,932428788,GINEDIE CREMA VAGINALE 25ML,2,0.66,8,0,0,1,CARRELLO
SubitoFarma,932700521,KISTINOX FORTE 14BUST,2,0.66,10,0,0,12,CARRELLO
SubitoFarma,932707565,ACCU-CHEK AVIVA 25STR,2,0.66,4,33,0,14,CARRELLO
SubitoFarma,932711740,GUNAMINOFORMULA 50CPR,2,0.66,5,0,0,0,VALUTA_taglio
SubitoFarma,932727023,MAGNOSOL CALCIUM EFFERV 20BUST,2,0.66,1,0,0,7,CARRELLO
SubitoFarma,932729813,PESOFORMA BARRETTE DARK 12PZ,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,933009413,ROSACURE GENTLE CLEANSING GEL,2,0.66,9,0,5.00,0,SPINGI_vende_rete15g
SubitoFarma,933944884,PERGILL KOMBO 40CPR,2,0.66,2,0,0,22,CARRELLO
SubitoFarma,933946574,TRICOVEL SHAMPOO PRP PLUS,2,0.66,7,0,0,25,CARRELLO
SubitoFarma,934012954,GASTROTUSS SCIROPPO 200ML,2,0.66,3,0,1.00,11,SPINGI_vende_rete15g
SubitoFarma,934203961,MERAMIRT CM 30CPR MASTIC,2,0.66,5,0,0,23,CARRELLO
SubitoFarma,934303165,FISIOREVE GOCCE 20ML,2,0.66,1,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,934388620,MILESAX 14BUST,2,0.66,13,0,7.00,101,SPINGI_vende_rete15g
SubitoFarma,934795749,NOSTIP 24CPR,2,0.66,4,0,0,21,CARRELLO
SubitoFarma,934848793,LONGLIFE OXY MAX 30TAV RIVEST,2,0.66,1,0,0,15,CARRELLO
SubitoFarma,934851421,OVARIC HP 30BUST,2,0.66,1,0,1.00,5,SPINGI_vende_rete15g
SubitoFarma,934864644,DESTIOR BRIDGE 30CPR,2,0.66,2,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,935197741,NEOCISTIN PAC A PROTECT 30CPR,2,0.66,7,0,3.00,-3,SPINGI_vende_rete15g
SubitoFarma,935345850,CLINNIX DERMOCREMA 250ML,2,0.66,7,0,0,-65,VALUTA_taglio
SubitoFarma,935504225,TRIGNO M SOL IAL 100ML,2,0.66,5,0,0,9,CARRELLO
SubitoFarma,935528000,LONGLIFE EQUISETO 60CPS,2,0.66,2,0,0,0,VALUTA_taglio
SubitoFarma,935567216,LONGLIFE AGNOCASTO 60CPS VEG,2,0.66,2,0,0,23,CARRELLO
SubitoFarma,935586331,MOLLUSKIN 10 GEL 5ML,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,935700334,PELVINOX 20CPR,2,0.66,4,0,3.00,0,SPINGI_vende_rete15g
SubitoFarma,935720108,NICOTINAMIDE GEL 40ML,2,0.66,4,0,0,6,CARRELLO
SubitoFarma,935740454,LONGLIFE CREATINA POWDER 150G,2,0.66,3,0,2.00,12,SPINGI_vende_rete15g
SubitoFarma,935800805,BLUGEL A MONODOSE GTT OCULARI,2,0.66,5,0,9.00,9,SPINGI_vende_rete15g
SubitoFarma,935809588,NEUPROZIN 28CPR,2,0.66,7,0,2.00,64,SPINGI_vende_rete15g
SubitoFarma,935815934,MICROBIOTAL CANE 30CPR,2,0.66,8,0,7.00,16,SPINGI_vende_rete15g
SubitoFarma,936187982,GASTROPIU' 20BUST,2,0.66,4,0,0,50,CARRELLO
SubitoFarma,937388510,MULTICARE IN COLESTEROLO 5STR,2,0.66,1,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,937480200,BROMEDA 30CPR,2,0.66,9,0,0,16,CARRELLO
SubitoFarma,937494425,CONVEEN OPTIMA GUAINA 25MM 30P,2,0.66,4,0,0,16,CARRELLO
SubitoFarma,938493552,KERA' K2 CREMA 50ML,2,0.66,10,0,1.00,39,SPINGI_vende_rete15g
SubitoFarma,938881859,HENNE COLOR CAP CASTANO 100G,2,0.66,99,0,0,-11,VALUTA_taglio
SubitoFarma,938957812,REUMASTAR 500 20BUST,2,0.66,4,0,3.00,25,SPINGI_vende_rete15g
SubitoFarma,938957887,VIMI UP 14BUST,2,0.66,2,0,0,8,CARRELLO
SubitoFarma,939027482,IKLEN + SIERO 30ML,2,0.66,2,0,0,17,CARRELLO
SubitoFarma,939065583,FLORIGEN DETERGENTE INTIMO,2,0.66,2,0,1.00,4,SPINGI_vende_rete15g
SubitoFarma,939067296,PUMILENE VAPO ACARICIDA 400ML,2,0.66,7,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,939149530,DRAIN DROPS 10ML,2,0.66,3,0,9.00,49,SPINGI_vende_rete15g
SubitoFarma,939294652,ADIPOXAN FORTE 30CPS MOLLI,2,0.66,9,0,0,0,VALUTA_taglio
SubitoFarma,939370755,DELTACRIN FIALE PHARCOS 10F 10,2,0.66,1,0,2.00,21,SPINGI_vende_rete15g
SubitoFarma,939527343,UREADIN ULTRA 20 100ML,2,0.66,6,0,0,-19,VALUTA_taglio
SubitoFarma,940083443,EMORTROFINE ORO 14STICK,2,0.66,4,0,4.00,0,SPINGI_vende_rete15g
SubitoFarma,940144975,OMOMETIL DIET 14BUST,2,0.66,3,0,8.00,23,SPINGI_vende_rete15g
SubitoFarma,940165905,NERVANA CREMA INTIMA 50ML,2,0.66,3,0,1.00,41,SPINGI_vende_rete15g
SubitoFarma,940226424,MICROPREM GOCCE 30ML,2,0.66,3,0,0,9,CARRELLO
SubitoFarma,940258852,PROSPIDOL 10SUPP 2G,2,0.66,2,0,0,21,CARRELLO
SubitoFarma,940259296,NUTRADEICA SHAMPOO ANTIF 200ML,2,0.66,2,0,0,8,CARRELLO
SubitoFarma,940376991,COENZIMA Q10 30CPS VEGETALI,2,0.66,7,0,5.00,23,SPINGI_vende_rete15g
SubitoFarma,940472006,"BIOKAP NUTRIC DEL RAP 4,00 CAS",2,0.66,1,0,0,15,CARRELLO
SubitoFarma,940536016,AMINOMS 30BUST,2,0.66,5,0,2.00,44,SPINGI_vende_rete15g
SubitoFarma,941500769,CHIROTIR SELENIO 30CPR,2,0.66,9,0,6.00,13,SPINGI_vende_rete15g
SubitoFarma,941795585,ACIDIF PRO 30BUST,2,0.66,5,0,0,0,VALUTA_taglio
SubitoFarma,941959936,MIODESOL 30CPR,2,0.66,1,0,0,13,CARRELLO
SubitoFarma,942066251,JALUROST ORALGEL 15STICK PACK,2,0.66,6,0,0,19,CARRELLO
SubitoFarma,942585353,VIVIFLUX FORTE 20CPR+20CPS,2,0.66,4,0,9.00,64,SPINGI_vende_rete15g
SubitoFarma,942609330,SIMOPLIR REGOLA POLVERE 14BUST,2,0.66,6,0,0,25,CARRELLO
SubitoFarma,942699606,KERATOSEPT GOCCE OCULARI 10ML,2,0.66,1,0,1.00,27,SPINGI_vende_rete15g
SubitoFarma,942732583,VITIALGIN 1030MG 60PRL,2,0.66,4,0,0,0,VALUTA_taglio
SubitoFarma,942793302,PARTENA 28BUSTINE,2,0.66,2,0,0,51,CARRELLO
SubitoFarma,942819412,FERTASK 20STICK PACK,2,0.66,6,0,3.00,32,SPINGI_vende_rete15g
SubitoFarma,942832066,STERIMAR BABY NASO CHIUSO 50ML,2,0.66,3,0,0,6,CARRELLO
SubitoFarma,942861461,DECORTIL C CR TUBO VISO 50ML,2,0.66,7,0,2.00,19,SPINGI_vende_rete15g
SubitoFarma,942982455,URACIDINA 30CPR,2,0.66,7,0,1.00,14,SPINGI_vende_rete15g
SubitoFarma,943205359,DROPYAL EVO GTT OCULARI 10ML,2,0.66,6,0,1.00,42,SPINGI_vende_rete15g
SubitoFarma,943245631,UTIMAC 60 14BUST,2,0.66,2,0,0,17,CARRELLO
SubitoFarma,943303279,GASTROVOM CANE GATTO GEL 50ML,2,0.66,20,0,18.00,29,SPINGI_vende_rete15g
SubitoFarma,943303545,LONGLIFE MAGNESIUM 375 POWDER,2,0.66,3,0,4.00,0,SPINGI_vende_rete15g
SubitoFarma,943327852,TRICOVEL DONNA 90CPR,2,0.66,5,0,3.00,24,SPINGI_vende_rete15g
SubitoFarma,943331203,FOTOULTRA REDNESS 50ML,2,0.66,1,0,0,10,CARRELLO
SubitoFarma,943370864,FLORAMADRE 14BUST,2,0.66,7,0,0,1,CARRELLO
SubitoFarma,943513679,ROSACURE INTENSIVE TEINT CLAIR,2,0.66,4,0,0,14,CARRELLO
SubitoFarma,943795726,MECLON IDRA EMULGEL 7MONOD 5ML,2,0.66,12,0,0,0,VALUTA_taglio
SubitoFarma,943880171,PRENDAK2 150CPR,2,0.66,2,0,2.00,0,SPINGI_vende_rete15g
SubitoFarma,943880474,LUCE VF 30BUST,2,0.66,9,0,0,62,CARRELLO
SubitoFarma,944133646,COQUN COMBO 60CPR,2,0.66,3,0,1.00,119,SPINGI_vende_rete15g
SubitoFarma,944440546,COLECALCIUM HUMANA 250ML,2,0.66,23,0,0,26,CARRELLO
SubitoFarma,944536275,LIPIDIC VITAWIN C-VIT C 75CPS,2,0.66,99,0,0,0,VALUTA_taglio
SubitoFarma,944573839,MICROBIOTAL PASTA 30G,2,0.66,3,0,4.00,20,SPINGI_vende_rete15g
SubitoFarma,944699053,LONGLIFE VITAMIN D2000UI 60PRL,2,0.66,3,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,944775170,PROMENSIL MENOPAUSA FORTE30CPR,2,0.66,8,0,0,13,CARRELLO
SubitoFarma,944791173,ISDINCEUTICS VITAL EYES 15ML,2,0.66,7,0,3.00,0,SPINGI_vende_rete15g
SubitoFarma,944910140,PRINCIPIUM MAGNESIO COMP 400G,2,0.66,4,0,7.00,234,SPINGI_vende_rete15g
SubitoFarma,944944747,TRICOESSE SHAMPOO 200ML,2,0.66,5,0,3.00,1,SPINGI_vende_rete15g
SubitoFarma,944953924,RINOCROSS SPRAY NASALE 20ML,2,0.66,2,0,1.00,0,SPINGI_vende_rete15g
SubitoFarma,945030171,JOHYA OS 15FL,2,0.66,5,0,14.00,44,SPINGI_vende_rete15g
SubitoFarma,945122632,PROBIOGINECK 20CPS VEG DEGLUT,2,0.66,4,1,1.00,0,SPINGI_vende_rete15g
SubitoFarma,945251573,PRINCIPIUM TENSIOLEN 30CPR,2,0.66,5,0,2.00,63,SPINGI_vende_rete15g
SubitoFarma,945297289,HYLO DUAL INTENSE COLLIRIO 2FL,2,0.66,2,0,2.00,18,SPINGI_vende_rete15g
SubitoFarma,947217410,ULTRA PEP SLIM 6 ZERO ANA20STK,2,0.66,4,0,0,0,VALUTA_taglio
SubitoFarma,947224984,ARNICA VITI 90% 100ML,2,0.66,1,0,0,30,CARRELLO
SubitoFarma,947244618,CAROBIN PET FORTE 30CPR,2,0.66,7,0,4.00,52,SPINGI_vende_rete15g
SubitoFarma,947255168,NEUROTROF 800 20BUST,2,0.66,3,0,4.00,0,SPINGI_vende_rete15g
SubitoFarma,947260651,PLENUM 30STICK PACK,2,0.66,2,0,2.00,12,SPINGI_vende_rete15g
